,Rating,Review_Title,Review
27,10,"The Best Star Wars Film Of All Time, Othello For The Millennial Generation","In 2002, George Lucas took a multitude of creative risks in both writing and directing, raising his ""Star Wars"" saga (And the Fantasy genre in general) to a level of maturity, intelligence and emotional depth not seen since ""The Empire Strikes Back"" with his second film of the prequel trilogy, ""Attack of the Clones."" (Fanboys hated it.) The final film in his prequel trilogy, ""Revenge of the Sith"", surpasses even franchise juggernaut ""Empire"" in terms of story, acting, themes, drama and characters. ""Revenge of the Sith"" is a very far cry from the relatively lighthearted and optimistic original trilogy. ""Star Wars Episode III""'s bite matches its bark, its epic battles used to elevate already heavy substance to the tale of a good person losing everything to a tragic flaw, much like in Shakespearean tragedy."
28,10,The Saga is indeed complete,"When George Lucas announced over 10 years ago that he was going to make prequels to his original trilogy, this was the movie everyone was expecting. Everything that happens in this one chapter, ties together all the other 5 movies, completely. Starting with Episode I when Anakin Skywalker was a young child on Tatooine, a lot of what happens in that movie explains why he turns to the dark side. Anakins inability to let go of his past, and constantly worry about his mother, is a major factor that Sidious uses to turn him to the Dark Side of the Force."
29,3,Failed I have. Move to Canada I must.,"Despite almost 30 years of warm up, Lucas still didn't come up with a <br /><br /> strong enough character motivation to explain Anakin becoming Darth <br /><br /> Vader.<br /><br /> <br /><br /> Now when I watch the original do I have to imagine a sniveling, pouty <br /><br /> little punk in the suit? Lucas gave James Earl Jones some of his <br /><br /> trademark magic dialogue for his return: ""Nooooooo!"". Thanks, George.<br /><br /> <br /><br /> I love how they have C3PO's memory wiped at the end, as if that closes <br /><br /> the plot hole. R2 would have been able to remind him. They should have <br /><br /> mentioned disabling R2's ability to fly and somersault out of planes <br /><br /> too.<br /><br /> <br /><br /> Yes, this is the best of the new 3. It couldn't be worse than the <br /><br /> first, which only avoids the title of ""Worst Film of All Time"" because <br /><br /> it wasn't shot on film.<br /><br /> <br /><br /> The political parallels are the best thing the film has going for it. <br /><br /> However, I would like to remind everyone that ""If you're not with me <br /><br /> you're my enemy,"" has been said for a MILLION years! If you want a real <br /><br /> laugh try attributing anything to W and convincing them it is a quote <br /><br /> he came up with other than his malapropisms.<br /><br /> <br /><br /> The flipping Yoda is stupid. I know some geek somewhere thought it <br /><br /> would be really coolbut it isn't.<br /><br /> <br /><br /> Ian McDiarmid gives a pretty good performance, but the silly faces he <br /><br /> makes while shocking people remind one why he is otherwise noticeably <br /><br /> absent from the annals of film history.<br /><br /> <br /><br /> Keisha Castle-Hughes with the tiny part is pretty funny. The best <br /><br /> actress nominee walking behind the casket of the best supporting <br /><br /> actress nominee.<br /><br /> <br /><br /> Ummmwhy did Padme die? She was ""giving up""? When she had two new kids <br /><br /> to look out for? Maybe if they had her give birth, have the kids hide, <br /><br /> go to try to win Anakin back and he kills her the movie might have <br /><br /> actually worked.<br /><br /> <br /><br /> Sorry, Fanboys, I know you are all ready to dive back into the pool, <br /><br /> but this was still stale, unengaging and trite. I wish Lucas had never <br /><br /> made these three. There isn't a single moment in the entire new trilogy <br /><br /> that conveys the thrills of the trash compactor scene in the first <br /><br /> trilogy, or the fight on Hoth orwell, anything, even anything from <br /><br /> THX-1138. It's junk. If you'd held out after Episode 1 and demanded <br /><br /> better you might have got better, maybe he would have given up <br /><br /> directing like he did after Episode 4, but you didn't and they're crap. <br /><br /> If this is your idea of good then you deserve Jar Jar and what the <br /><br /> movie studios give you.<br /><br /> <br /><br /> Sorry if this isn't a funny arch review but I found how terrible these <br /><br /> movies are, along with Lucas's systematic violation of our memories <br /><br /> with the pathetic changes he made to the original to be seriously <br /><br /> depressing. The man has no judgment. Why would Anakin at the end of <br /><br /> ""Jedi"" reappear as Haydn Christensen? He would appear as the redeemed <br /><br /> old shell he was when he died, like he did originally. Any fool could <br /><br /> see that except the fool with the control. Lucas makes studio control <br /><br /> look good.<br /><br /> <br /><br /> A friend said this and I agree: what do I feel about this film? Relief <br /><br /> that it is all over."
30,9,This is hated?,"Don't know about you guys but this movie is what i'd call a near-to-perfect masterpiece. At the end of 2020, i'd say that this is the most meme generated movie ever, imo. For instance, the ""It's over Anakin, i have the high ground, don't try it."" People harshly criticized the screenplay even when they know it's suppose to be like that. George Lucas told from the beginning itself that Star Wars is a Space opera. It's a space opera sub genre. So it's supposed to be a melodramatic movie. But instead, knowing this, people criticized the actors, Hayden particularly. Well there's nothing we can do when it is actually ""Star Wars fans who hate Star Wars"". I have to admit that TPM & AOTC both were pretty messed up in some ways but not this one."
31,7,The end of the beginning,"Of the three prequels this is probably the best although it does suffer from George's addiction to CGI special effects, it seems that because it is possible to have hundreds of ships in a battle he has to have hundreds even though it just looks cluttered. It also suffers some what because we know what has to happen as this is a link between the prequels and Star Wars; Obi-Wan and Yoda have to survive and Anakin has to become Darth Vader, this of course is unavoidable."
32,10,Blown Away!,"I love Star Wars but to be honest I wasn't expecting to be as totally enthralled by Revenge of the Sith like I am. Knowing the final outcome I thought how good can this one be? Well, it met my expectations, and went above and beyond them. I am so overwhelmed by all the visuals, the action, the emotion ... George Lucas is a genius. Hayden Christensen pulled off the transformation (emotionally and physically) superbly. The action was non-stop as was the emotional turmoil. Many true to life themes. Wow! I just can't say enough. Everyone must see this movie. If you're not already a Star Wars fan you will be after Episode III. I feel like I finally ""get"" the entire series. I have closure now. This is just THE movie to see this year. Like I said not just because it's a great Star Wars movie but because it is just a great movie period. Go see it - you won't be disappointed. You might think you know what's going to happen but they give us so much more than just straight cut answers. This is so much more than the missing piece of the storyline - this is IT! This is why we were blessed with Episodes 5-6 to begin with."
33,9,Star wars prequels #3: revenge of the sith,"Not only is this the best star wars prequel, but the best star wars film in the entire saga and here is why, I appreciate how it has a dark theme, all of the actors do an amazing job, and Anakin's turn to the dark side is brilliant, and it's a perfect setup for the original trilogy, and speaking of the original trilogy, it also answers a lot of questions from the original trilogy for those who didn't read the book series, such as how is darth Vader Luke's father, how did Darth Vader come to be, why was obi wan hiding away, and many more, I'd give it a 10/10, but the other 2 prequels we're disappointing, and the music, oh my god, the music is perfectly timed and not a bad soundtrack in the bunch."
34,10,An all time favorite,"Simply put; it's not a perfect film, yet it is. It's from a simpler time. You can buy a 200 dollar meal from a swanky restaurant but your moms home cooking will always be better. That is ROTS."
35,9,"Some flawed minor things, but everything you can expect of a SW title.",There was one major thing that I disliked about this movie when I watched it in the Cinema. The transition of Anakin to the Dark Side is unconvincing.
36,10,My Favorite Star Wars Film,Introduction:
37,10,not the best Star Wars movie but my favorite,"Maybe its norstalgia but this is one of my favorite movies ever. Ive seen it up to 20 times from my childhood until now beeing 20 years old and I have to say that the movie gives me a feeling no other movie was able to give. Its just this Star Wars feeling that makes these films so special. A combination of the characters, music, feelings, you know what I mean. One of my favorites."
38,10,I absolutely love that film so much! Wow!,Best film ever of the prequel trilogy! My favourite film! I love all those battles!
39,,This is where the fun begins.,Not a single Star Wars movie has surpassed this in the last 15 years...
40,9,That's more like it,"So much better than the first two movies. Quite dark, action sequences great. McGregor really starting to feel like OB1 now. The Saber battles seem more realistic. They fight how you would expect, no spins and showing off but gritty and with power. Good use of C3PO and R2, General Grevious good and great scenes from Palpatine and Yoda. Interesting story now as we see how Anakin was turned."
41,3,A disgrace,Let me start by saying quickly that I am a huge Star Wars fan like many others however I have no problem admitting Ep. 1 & 2 were mediocre films. I thought to myself that if RotS lived up to the story and to the hype that it would be all better. It turns out the effect was the exact opposite. After this installment I will probably never watch the prequels again with their lack of plot progression and clunky conclusion. 
42,9,My favorite of the prequel trilogy,"I thoroughly enough this end to the trilogy. It's both a great film and a great Star Wars film. I wouldn't go as far as to say it's in my top three. That honor belongs to the origins trilogy; this movie probably falls fourth above the Phantom Menace (another underrated film). Enough about that now on to the movie. This movie is everything that you want in a Star Wars film. It is a well-written film with some scenes of great drama and action. Also contrary to most opinions this movie has some fine acting. Now yes Hayden Christensen is not a great actor; he is much better in this movie than he was in the last one. He also doesn't need to be great in this movie. There is such a strong supporting cast of actors that his sub-par performance doesn't even hinder this film. Natalie Portman and Ewan McGregor are both easily the best parts of this movie. Their just so enjoyable to watch that it's really hard to dislike them in this movie. Having franchise legends Anthony Daniels, Peter Mayhew, Kenny Baker, Frank Oz, and Ian McDiarmid make this movie just so much cooler as well, and there are not even the only big-name actors in this. Christopher Lee and Samuel L. Jackson are the two huge name guys in this movie and while there not in much there always enjoyable to see so that's another positive to this movie., Jimmy Smits and Bruce Spence are not huge named actors but they're big enough to say that they provide a good positive feel to this movie. The best part of this movie has nothing to with most of those actors though. It has to do with only two of them Ewan McGregor and Hayden Christensen. Their fight scene at the end is one of the best of this franchise may be behind only the 1st Luke-Vader matchup and the Qui Gonn-Darth Maul fight. The scene has not one but two iconic lines ""I have the high ground"" and ""You were the chosen one"". I want to give this movie a 10 but it's not as good as the originals. So all of these things being said this movie is a solid 9/10."
43,10,"The only prequel that is not just good, but great!","Heroes fall, villains rise and the legend begins! This film is what Star Wars is all about, it has epic space battles, lightsabre duels, and a variety of cool locations, but most importantly it has so much quotable dialogue, epic moments and iconic scenes that it more than makes up for Episodes 1&2! The score is absolutely perfect, the action scenes are truly awesome and there rarely is a dull moment! All the villains are great, but Sidious stands above all, Ian McDiarmid - You'll love to hate this guy! "
44,9,FITTING END TO THE PREQUEL.,Fitting end to the prequels! The culmination of a two other movies that ends with so much emotion weight and a great pay off that transition to the original trilogy.
45,9,Story + Special Effects = Success!,"(No Spoilers!) Excitedly submitting my comments two weeks prior to the opening of the film (after a preview screening at the Ziegfeld Theater), I am thrilled to add to what appears to be a growing wave of positive reaction to Lucas's effort in Episode III. As a life-long fan deeply caught in a love hate relationship with Episodes I and II, I cautiously awaited this final installment. I felt in my heart that this would be a great film, but feared that somehow I would again be disappointed. Maybe I was starting to succumb to the notion that I no longer had the spirit of that six year old boy who was mesmerized by the original Star Wars, long ago in 1977 at that far away NJ theater. Maybe."
46,10,Star Wars: Episode III - Revenge of the Sith,"All criticisms of this film are tired and boring, and all completely untrue. Simply think of a criticism you've heard about this film or any of the prequels and you'll realise, if you think about it, that it's completely null and void. Hayden's acting is absolutely brilliant, Jar Jar is there for comic relief, and therefore is a good character who fulfils his job perfectly. The CGI is of a incredibly high quality given when the films came out, I can't think of one thing I saw in any of these films that I thought ""that's poorly done"". George Lucas is a genius, there is no doubt about it. People complain about the politics of the first film, I don't see this as even a tiny problem for without them Palpatine's plan would not have been as seemingly brilliantly executed as it was. The way he claims power with the support of the senate, getting rid of almost all the Jedi is a work of cinematic genius and George Lucas deserves far more credit. The end battle between Obi-Wan and Anakin is absolutely astonishing and one of the best lightsaber duels in the whole of Star Wars canon. This film is possibly my second favourite after a New Hope. What a film it was, absolutely brilliant. I am certain that I will see it reach an 8.0 within my lifetime!"
47,8,surprised.,i loved star wars as a kid. i grew disenchanted with the new trilogy. i was prepared for another letdown.
48,10,Fantastic,"It's a fantastic movie. Many would say The Empire Strikes Back is the best Star Wars series, but I personally think Revenge of the Sith is the best. Every time I watch a Star Wars movie, there are parts that get a little boring, but this movie is not at all. I know what will happen in the end, but it's so exciting to see the process. And the lightsaber battle was so good I couldn't take my eyes off it. The prequel trilogy is worth seeing on its own. I love this movie."
49,10,Now I get it!,"Just got back from seeing Star Wars Episode III: Revenge of the Sith. I'm not a big Star Wars fan but I have watched it with friends who are fans or seen it on TV re-runs growing up. I didn't dress up or even go on opening night. I wasn't even planning on seeing it but I was invited by some friends. It was not a disappointment at all. It had action from beginning to end. Drama, comedy and mystery too. Not much surprises but quite a few sad parts that were tear jerker to a few people in the theater. This Star Wars movie basically shows how a good kid turns bad as a result of bad influences."
50,10,Perfectly done,"I'm now rewatching all the movies, and this one is probably the best.<br /><br />It not only connects all the dots, it also keep you focus on the screen until the last moment.<br /><br />Really enjoyed it!"
51,10,OMG!! What was THAT!!!,What was that... Holy macaroni... this movie set new standards for Sci-fi movies!! Where should I start...
52,7,Final trilogy is perfect and masterfully completed without gaps,"The picture deals with Anakin Skywalker (Hayden Christensen) who joins Obi Wan Kenobi to rescue Palpatine (Ian McDiarmid) , facing off Count Dooku-Darth Tyranus (Christopher Lee). After that , he returns to his lover , Padme Amidala (Natalie Portman) , and will be born their two children (Luke and Leia) . Annakin is tempted to the dark side by Palpatine and he'll confront the Jedi council (Samuel L.Jackson : Maze Windu and Joda : Frank Oz) and Bail Organa (Jimmy Smits)."
53,1,"Better than I & II, but still mediocre at best","*Before you begin, this whole thing is one big spoiler. So don't read unless you've seen the show.*"
54,,Predictable,"By know you know the most important things: the acting and dialog are unbearable (except in the case of McDiarmid), and the effects are busy but competent. The story spins and spins until it ends where we know it must with each step being supremely predicable."
55,8,The darker Star Wars movie,"This is a great Star Wars movie because of its dark point of turn and its awesome lightsaber fights. The story becomes darker and darker, and it is getting our attention all the way. Hayden Christensen and Ewan McGregor play well in their roles. All the action scenes are incredible, and they give you the special, peculiar and positive Star Wars vibes that only this movie can do. The CGI is good, but the music is stunning. Recommending for everyone!"
56,10,Good,One of my favorite Star Wars movies. A lot of pieces fall into place in this one. Does a good job of showing the tragedy of Anakins fall.
57,8,The best film of the prequel trilogy,"After the crushing disappointment of ""The Phantom Menace"" the Star Wars series got back on track with ""Attack of the Clones"", which set the stage for the concluding chapter of the saga, ""Revenge of the Sith"". Luckily for moviegoers, it seems that George Lucas saved the best for last."
58,10,Perfection,In my opinion this is the best star wars movie ever. This has everything you could ask for in a star wars movie.
59,9,One Word........ Fantastic,SPOILERS AHEAD!
60,10,The greatest movie of all time!,"I'm going to sum up Star Wars Episode 3 in one word: AMAZING! In my opinion, this was the greatest movie out of the Star Wars saga. Better then the original, just AMAZING."
61,10,Completely Satisfying Completion to the Original Six Chapter Saga,"Although most Fans Attended Movie Screens for the Conclusion to the Original ""Star Wars"" Saga (6 Films in the making), Anticipation was not what it was for the Previous 2 Prequels."
62,7,The Dark Side Rises,"""Revenge of the Sith"" uses more computer generated images than the two movies before it, only it is brighter and richer in detail than ""Attack of the Clones"". But it visually loses to ""The Phantom Menace"" because real sets, real locations and practical effects, when used well, work best. The plot is easily superior to both ""Episode I"" and ""Episode II"". It does introduce some elements that have never been there before and some of the important events did happen off screen, but in general, it works with the material that has been built across the three movies. And regardless of the great amount of action that it has all over the place, ""Episode III"" does not even come close to suffocating under its own spectacularly huge weight. It may have primitive dialogue here and there, it may have primitive acting here and there, it may have too much ridiculous lightsaber swinging, it may still want you to believe that human soldiers are somehow better than battle droids, and it may not have much Christopher Lee, but it is beautiful, meaningful and bold, especially, for a mainstream piece of entertainment."
63,8,"The fastest paced, most exciting, best character developing, and yes, best Star Wars movie, period","I was ready for Revenge of the Sith to be a moderate step up from the last two prequels, but it was in a different league and should be compared with the epic fantasy movies of our time: the original trilogy, LOTR, the best of Harry Potter and the MCU. It doesn't try to do too much and succeeds on two major fronts: Anakin's character development and the exciting action sequences. Anakin's complete lack of character development was one of the driving factors of why Attack of the Clones was so bad, but we see a complete 180 here. He's given a much more well-rounded script and shows the struggle of wanting to become a great Jedi and seeing murkiness in whether there's a true binary good and bad as well as balancing selfishness and selflessness. His transformation is completely plausible, as you see his doubts in the Jedi and the allure of saving his wife and greater power. The political plot was extremely well done - I said I wanted lots more Palpatine, and I was not let down here. Some really interesting parallels you can draw to modern society too, with democratic people and societies acting as the Jedi and dictatorships as the Sith, and democracy falls due to their own elitism and not realizing the consolidation of power until it was too late, with too few checks and balances. The Jedi assumed themselves invincible and even when they thought there was a Sith, still didn't take it as seriously as it deserved. Anakin's descent is really well done, but other characters like Obi-Wan, Yoda, and Palpatine are also very well done, and even Padme is palatable in this one."
64,10,A great ending for a great saga,"The day has finally arrived. After almost 30 years of the creation of a mythical saga, George Lucas has finally has closed the circle. It is now complete, with the realization of Star Wars Episode III: Revenge of the Sith. And the good news is that the closing of the circle, which is this movie, is more than satisfying: it is excellent.  More or less three years have passed since the events of Attack of the Clones. Anakin Skywalker (Hayden Christensen) is now a Jedi Knight, and his mentor, Obi-Wan Kenobi (Ewan McGregor) is now a Jedi Master and part of the Jedi Council. Padmé Amidala, the senator of Naboo (Natalie Portman) is married to Anakin Skywalker (although it is prohibited for the Jedi to marry) and is about to give birth to two twins. The Supreme Chancellor Palpatine (Ian McDiamird) has been made prisoner by the separatist forces and is being held in General Grievous' (a separatists Cyborg leader) cruiser, the Invisible Hand. Obi-Wan and Anakin have been sent onto a mission to rescue the Chancellor from the clutches of Grievous, and even though Anakin gets to finally defeat Count Dooku (Christopher Lee) and rescue the Chancellor, everything seems darker now, as Anakin and the Council start to discover the Chancellor's real identity. The film starts with a thrilling, adventurous and somehow comic action sequence: the space battle, and then the events to rescue Chancellor Palpatine. The space battle is pretty intense, and has some interesting additions such as the Buzz droids that attack Obi-Wan's fighter. Now, when both Jedi reach the Invisible Hand, and with the incursion of R2 to help them, some of the movie's best (and only) comic events happen. They all involve R2, Obi-Wan, and some Trade Federation droids, but the good thing about them is that they are not childish jokes such as the ones that appeared in Episode I. But after the rescue of the Chancellor is when things start to turn bad. In the second third of the movie is in which most of the most important plot revealing sequences happen, and in which the plot of the movie starts to reveal itself. In this third is when most of the action sequences stop to appear (momentarily). Although there is Obi-Wan's assignment to go to Utapau and kill General Grievous, we feel that this third of the movie mainly involves the developing of Anakin and Padmé's secret love and trust, and the decisions that Anakin must make towards Palpatine and the Jedi Council. But, talking about lack of action, there is some action in this movie, and it's pretty good. There is the above mentioned space battle, a chase between General Grievous (riding an unicycle) and Obi-Wan (riding an Utapaun, lizard-like creature), a lightsabre fight between Palpatine and Mace Windu (Samuel L. Jackson), one between Palpatine and Yoda, and the famous and awaited final battle between Obi-Wan and Anakin. These are all great and are magnificently choreographed and shot and edited. Nothing has been ever seen before. In the end, I think it can be said that this is definitely the best of the prequel movies, and, for me, in my top six of all the Star Wars movies, it would be in a first place tie along with The Empire Strikes Back. It is a great conclusion to a 20+ journey created by a visionary, full of drama, action, and... sadness. I bet most of the people will want to watch A New Hope after watching Revenge of the Sith, because of the feeling that is left after the end credits. It happened to me. But... it's definitely a great conclusion to a great saga."
65,9,Great watch,At this present time in our life 2021
66,10,The Saga is Complete,"Revenge of the Sith is my favorite movie (not only considering the six movies of the saga, but it's one of my favorite films ever). I love the prequels and I like the original trilogy. Star Wars prequel trilogy has a terrific scenery, lots of spectacular scenes and fabulous elaborate costumes."
67,5,Good thing this is the last one!,This shows how Anakin Skywalker (Haydn Christensen) became Dath Vader with all political intrigues and such. The film will be incomprehensible if you haven't seen Episodes 1 and 2.
68,1,The hype is strong with this one...,(r#94)
69,7,Get your kicks with Order 66.,"I had hoped, when I decided to watch this prequels again with my son, that ""Revenge of the Sith"" might be good enough that it makes up for suffering through the first two again. Whilst I would never argue that it's a perfect film, I would say that not only is it much better than Episodes 1 and 2, but that it's a good film in its own right."
