,Rating,Review_Title,Review
10,10,This is among the all time great science fiction movies that is an absolute must see,"The Empire Strikes Back (1980) is a movie in my DVD collection that I recently watched again on Disney+. The storyline picks up where Star Wars left off with the rebellion building their army and the evil Empire rebounding from losing the Death Star. Luke will try to master the powers of the force by searching for a new Jedi to train him; meanwhile, as he digs into his past he discovers more about how he became a Jedi to begin with."
11,10,The best movie of all Star wars,''Star Wars: Episode V - The Empire Strikes Back '' is my favorite one from all the star war series.
12,10,Fantastic Sequel,"The rebels' new base is hidden in the icy planet Hoth and Princess Leia (Carrie Fisher) commands a unit with Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford) and Chewbacca (Peter Mayhew). During the investigation of a meteor crash, Luke is wounded and captured by a creature but succeeds to escape. While dying on the snow, he has a vision of Obi-Wan Kenobi telling him to go to the Dagobah system to be trained by the Jedi Master Yoda. Later he is saved by Han and they are rescued in the morning by the rebels. Meanwhile Darth Vader (David Prowse) sends probe droids through the galaxy to find the location of the base. The rebels are located and they need to leave the planet under the attack of the Imperial Fleet. However Luke heads to Dagobah to find Yoda while Leia, Han, Chewbacca and C-3PO travel to the planet Bespin to meet his friend Lando Calrissian (Billy Dee Williams) and repair the Millennium Falcon. However, they are betrayed by Lando and captured by Darth Vader. Meanwhile Luke has a premonition with his friends in danger and he decides to interrupt his training with Yoda to save them, despite the warning of Obi-Wan and Yoda. Will Luke be ready to face Darth Vader and save his friends? "
13,,The best film in the original trilogy.,"The Empire Strikes Back is the best film in the original Star Wars trilogy. It has all the great qualities that the original Star Wars has: great effects (at the time of its release), appealing characters, and lots of spellbinding action.  It also has eliminated some of the problems that plagued the first: the storyline is tighter, and goes much deeper into character development.  The performances are terrific, especially by Harrison Ford as Han Solo, and Billy Dee Williams as Lando Calrissian. George Lucas has also remembered to include a spellbinding battle sequence with the snowspeeder sequence near the beginning of the film.  The conclusion, with a lightsaber duel between Darth Vader and Luke Skywalker, is truly one of the most suspenseful and dramatic scenes in the entire series.  This is a truly wondrous film, and serves as a constant reminder that just because a movie is expensive and a blockbuster doesn't mean that it has to be shallow and two dimensional.  This film will undoubtedly entertain viewers of all ages from start to finish."
14,10,"""It is your destiny""","It's obvious to most movie fans that Star Wars Episode IV deserves tons of praise for being the first in its respective series and also for spawning one of the biggest cultural phenomenons of all time, but in my view, The Empire Strikes Back is superior. I have seen someone state this already, but I will say it again here, as it is a very good reason why this movie is arguably better: character development. We get introduced to the main cast in A New Hope, but even by the end of that film, they're not fully fleshed out yet. We never really get to see how adept Luke is at using The Force, and Darth Vader, one of the most feared men in the galaxy, appears completely subservient to Peter Cushing's character, Grand Moff Tarkin. Episode V takes Star Wars in a risky direction, as Luke is separated from his friends for most of the runtime, but this decision totally paid off and I don't think the movie could have gone any better. The story picks up 3 whole years after Luke has destroyed the Death Star: the Empire's feared space station capable of obliterating entire planets. Darth Vader and Emperor Palpatine, the two most powerful men in the Empire, send floating droids all over the galaxy to locate the secret base of the Rebel Alliance (the empire's enemy), under the command of Luke's sister Princess Leia (Carrie Fisher). Vader eventually finds what he's looking for and locates what looks like a stronghold on the frigid planet of Hoth. Luke Skywalker (Mark Hamill) is investigating an area around the rebel base and is attacked and nearly killed by a yeti-esque creature called a Wampa. Luke manages to slice off one of its arms with his lightsaber and is then rescued by Han Solo (Harrison Ford). Before being saved, Luke sees a vision of his late trainer, Obi-Wan (Alec Guinness) telling him to travel to a planet called Dagobah for some reason. Confident they have the rebel base in their sights, the Imperials launch a brutal onslaught on it using huge, walking, mechanized assault vehicles called AT AT's that decimate everything in their path. Luke and a few other rebels pilot rather slow spaceships known as snowspeeders in order to destroy the imperial walkers by tying their legs with tow cables and then blasting the weak armor on their neck joints. Despite their best efforts, the base is hit too hard and has to evacuate. Leia, Han, C-3PO, Chewbacca and R2D2 pile into the Millennium Falcon, Solo's rather mediocre but dependable starship, and fly off just as Vader enters the hangar. Luke doesn't regroup with his allies right away, and instead flies to the planet Dagobah as Obi-Wan's ghost told him to. Upon arriving in the planet's atmosphere, he loses control of his X-Wing and crashes into a swamp. Here, he meets Yoda, a centuries old Jedi Master who trains Luke in the way of the force. While Han and the others try to elude Vader's fleet of ships and star destroyers by weaving through asteroid fields, Luke expresses frustration at the difficulty of his training. He knows the force seems to be a magical aura of divine, supernatural energy that surrounds everything and inhabits all living beings, but he is not willing to put up with the time required to bend it to his will. Yoda makes things easier for him and uses his mastery over the force to easily lift Luke's crashed spaceship out of the swamp using only his mind. Luke quits his training early to pursue his friends to a planet called Bespin, since he can tell they're walking into a trap. Concurrently, Han Solo and the others arrive at Cloud City on bespin; a huge floating metropolis situated entirely in the sky. There, they meet Lando Calrissian (Billy Dee Williams), who is a no good smuggler (like Han) and an old acquaintance of his. While on cloud city, Lando reveals to the group that he's actually betrayed them to the empire. Vader, accompanied by the ruthless bounty hunter Boba Fett, take Han to a specialized chamber where he is frozen in carbonite so Boba can transport him to Jabba the Hutt for a reward. As the group (minus Solo) tries to fight their way out of cloud city, Luke comes face to face with Vader. Even with the force training he has received, Luke is no match for the dark lord's lightsaber proficiency and powerful strikes. Vader corners Luke, severs his hand, and reveals he is actually his father. Vader wants his son to join him so they can kill Palpatine together and end this galactic war, but Luke refuses and lets himself fall down a waste disposal chute that leads directly out of cloud city. Barely managing to hang on to a flimsy piece of metal, Leia senses something isn't right and flies underneath cloud city to rescue her brother. The ship jumps to hyperspace, slipping out of Vader's grasp once again. Back on a rebel medical ship, Luke receives an artificial right hand, and Lando promises to look for his friend Solo. Aside from the fact that this is a star wars movie, there are no doubt a ton of other reasons why it is worthy of adoration. Probably the most visually obvious reason are the special effects. Despite being over 4 decades old, this movie still looks great, and the effects will always look good no matter what year it is. The battle on hoth is amazing. We see the empire's enormous AT AT tanks, and how even their footsteps cause destruction. We see the millennium falcon get chased by massive, dagger shaped spaceships. Most of all, we see much appreciated character development. Luke still hasn't mastered all his force powers by the end of this movie, but he's come a long way thanks to Yoda. Speaking of which, Frank Oz did a great job puppeteering him and basically created one of cinema's most beloved characters. Even the villains are interesting and likable. Vader I believe needs no introduction, but he contrasts heavily with how he was in the first film. He's completely in control here and does what he wants, unlike in episode IV where Tarkin bosses him around, and episode VI where Palpatine does. While still a cool bad guy, it's always annoyed me how Boba Fett is consistently ranked as one of star wars' most popular characters, mostly just because of how he looks. He only has 4 lines in this entire movie, but he's still memorable for being one of the few people who can talk back to Vader and still be alive afterwards. It's not like I need to state the obvious, but John Williams' score really serves to make an epic film even more epic. All I have to say for my closing remark is that The Empire Strikes Back has clearly secured its place as one of the most well made star wars films, which should be common knowledge for any fan of this immortal franchise."
15,9,Star Wars: Episode V - The Empire Strikes Back,"An excellent sequel to Star Wars, this is easily the darkest and most serious out of all the Star Wars films, at least until Revenge of the Sith comes out. This movie benefits from the introduction of Yoda, a diminutive yet wise Jedi master who helps Luke prepare for his showdown with Darth Vader. It also introduces Lando Calrissian, Han's old gambling and smuggling buddy played very well by Billy Dee Williams. Empire is more character driven than the original and relies more on comic relief to help lighten the mood, but it doesn't go overboard with the humor. The story is more refined and the acting is better as well. Despite all of this I can't really say that I enjoyed Empire more than the original. The original Star Wars has a certain charm to it that none of the sequels (or prequels) have captured. I'd say that it is at least on par with the original though and is a fitting follow up in what is probably the greatest series of movies in the history of cinema."
16,10,Greatest Movie Ever,"This film changed the game forever. The people behind the scenes took an exciting science fiction adventure film with a happy tone where the heroes have a happy tone throughout and throwing that on its side. Throughout the film the rebels are in a constant rush and panic, pushing the viewers to the edge of their seat wondering if the heroes would make it to the end okay. This is done brilliantly by splitting up the heroes putting them in a worried state for one another. As well as that the rebels are all tested as they go through their own personal trails and try to find their way through.<br /><br />Even though this might put you on a constant worry for the characters the movie is paced perfectly with breathers and amazing storytelling by the characters to fill in anything we need answers for.<br /><br />That is just the story, the film also has gorgeous cinematography, going from the AT-ATs on Hoth, to the Imperial pursuit of the Falcon through the asteroid field, all the way down to the beautiful shots of the final battle in Cloud city. Even though we as viewers are worried for the rebels, the imagery is jaw dropping. <br /><br />The imagery is further enhanced by the most popular score of all time, John Williams delivers his best work ever as it has stuck with people their entire lives and is recognizable by even those who haven't seen the film. <br /><br />The film was released in 1980 and all of the set design and special effects still hold up to this day as they are just as convincing now as it was apon first watch for everyone in the past 38 years."
17,10,Why can't they make them like this any more?,"From it's opening scenes on the bleak ice-ball that is the planet Hoth, to its exciting finale on the cloud city of Bespin, The Empire Strikes back is a worthy sequel to the magnificent Star Wars. Taking over the directorial reins from George Lucas, Irvin Kershner steers the movie into darker territory to deliver a more mature movie than its predecessor."
18,10,One of the best movies of all!,"The sequel to Star Wars is argueably the best of all the Star Wars films.This is much darker than the 1st one.Look for the Super Star Destroyer,it is a awesome ship.Boba Fett makes his fist appearence here.The chase scene the M.Falcon is being chased down by the Star Destroyers and Tie Fighters is really a cool scene.I f you like the 1st Star Wars then you will love this one!"
19,,Outstanding follow up.,"Congratulations have to go to line producer Gary Kurtz and director Irvin Kershner in pushing the production to out-perform A New Hope, even though the consequence was a film that came in massively over budget, and almost cost Lucas his hard fought independence from the Hollywood system."
20,10,Star Wars Episode 5 Empire Strike Back,One of the best movies in Star Wars is a very interesting movie
21,10,Best of the best,"I cannot believe some people out there didn't like this film, yet claim to have enjoyed Episode One. No comparison whatsoever. ""The Empire Strike Back"" is George Lucas' best contribution to human history, and it will be remembered long after most other science fiction films have gone the way of the Do-Do Bird. The optical effects still stand the test of time, and the acting is superb. Harrison Ford, Mark Hamil and Carrie Fisher are all better than they we in the original Star Wars, having fully developed and grown into their characters, and the story just keeps going and going, from asteroid fields to swamp planets to cities in the sky, everything in this film works. So ignore anyone who claims to dislike it, and see it for yourself if you haven't already done so. 20 out of 10!!"
22,10,My Favourite Film Ever,"So my next step in watching Star Wars films is the 2nd film released The Empire Strikes Back and I'm going to spoil the review for anybody watching this is my favourite film I have ever seen so expect me to be very positive about this film. The premise of the film sees Luke Skywalker travel to the planet Dagobah and learn from a Jedi Master in order to improve his skills, while Leia, Han, Chewbacca & C-3PO are on the run from The Empire with Darth Vader in charge of everything."
23,10,Top Tier Cinema,"What can I say about ""The Empire Strikes Back"" that hasn't already been said? This film takes everything great about ""A New Hope"" and elevates it. The cinematography, the setting, the characters, the story, everything is crisp and succinct in ""Empire"". There were multiple times (3 to be exact) that I had full body chills, all because of the brilliant marriage of story, score and performance."
24,10,Best of the three,"Like the Wrath of Khan, Empire improves upon the first movie in the series. In fact, once all three were out, this remained the best of them. Often times the second movie of a trilogy feels more like a step that was needed to reach the conclusion rather than an adventure of its own. Empire succeeded where so many others failed, even in the modern trilogies. The characters are further developed, the special effects are ground breaking and the universe in which this is based is rich."
25,8,Who's Your Daddy?,"After being abruptly evicted from his Death Star digs, Darth Vader seeks out the young rebel warrior responsible, Luke Skywalker. He has plans for the boy. Skywalker, meanwhile, leaves his friends in the middle of an Imperial invasion for a crash course in Jedi Knighthood amid a desolate swampworld with only a faultfinding green gnome for company. Can Luke complete his training before Darth reels him in?"
26,10,still the best star wars movie ever made,"And one of the best movies in general, it's better than a new hope in every way possible and it's one of the strongest sequels in the cinema."
27,10,More than 20 times viewed and it NEVER gets old,"I literally watched this movie about twenty times when I first got it, VHS , a box-set of the original three. But this one is best! It was the most exciting, it kept you on the edge of your seat and your mind the whole way through. Although, I have to say, Lucas has become very lazy in the Star Wars saga since the Phantom Menace, which was quite poor. This is vintage Lucas and this your vintage space movie. Star Wars (any of the original 3 and Episode 3) is a must see! It includes many household names. Some, though, hate Star Wars with a vengeance. Those people lack in creativity and are subject to boring, lack-luster films. All I can say is have fun because I know you won't for missing out on this 5-star, one of a kind classic. Must see, it's too great for a 10 out of 10 rating. It was way ahead of its time. It's a film of the ages and has caliber modern films dream to re-create!"
28,10,The snow movie!,That's what I called this when I was too small to reach the movies in my house. My poor mother had to decipher that description.
29,10,The sequel to the groundbreaking Star Wars revisits everything that worked the first time while upping the stakes and refining the rough spots.,"Following the events of the last film, Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford), Chewbacca (Peter Mayhew),Princess Leia (Carrie Fisher), their droids R2 (Kenny Baker) and C-3PO (Anthony Daniels), and the rest of the rebel alliance have been driven into hiding on the ice planet Hoth after their destruction of the Death Star. Darth Vader(physical: David Prowse, voice: James Earl Jones) continues his search for Skywalker and eventually finds the rebel base with the rebel forces forced to retreat and Luke is separated while Han and the others attempt to elude pursuit of the Empire. Luke travels to the Dagobah system at the direction of his deceased master Obi-Wan (Alec Guinness) and directs Luke to locate his former master Yoda. As Luke dives deeper into the teachings of the Jedi and The Force, Luke's friends will face a danger that will force Luke to make a choice that could lead him to the Dark Side and discover revelations that challenge everything he's learned."
30,10,A proposed alternate subtitle: The Humiliation of Luke Skywalker.,"There are two main ways to follow up a genre film. The first was perfectly encapsulated by Aliens in the ""bigger is better"" school. You expand the stakes, scale, and number of character to create a bigger, bolder experience. The second is to not go bigger, but to go deeper. The Empire Strikes Back might be the best example of that way to go."
31,10,Even better than the original,"Star Wars: Episode V - The Empire Strikes Back is a more mature, unpredictable sequel that continues to expand the universe and is overall even better than the original, as one of the greatest sequels of all time. Mark Hamill, Harrison Ford, Anthony Daniels and Carrie Fisher are all incredible. James Earl Jones is even better as a more threatening and ruthless Darth Vader and Frank Oz is excellent as Yoda. Billy Dee Williams is a welcome addition in a effortlessly charismatic performance. John Williams' musical score is perfect once again. It's expertly paced and Irvin Kershner's direction is incredible. The action sequences are extremely thrilling and it has the best lightsaber fight in the franchise so far, in my opinion. It also has one the greatest twists of all time."
32,10,An Honest Review,"So, I was almost 1 when this movie dropped and, well, it started the opening night tradition."
33,9,Big Improvement Over The First Star Wars,"Although called ""Episode V,"" this was second movie in the Star Wars 6-part installment and I've always thought one of the better entries in the series."
34,,The Son,The Son
35,10,"""Still is the best sequel of all time""",I remember to see this movie with my father(R.I.P)in theaters and in that time you don't know nothing about the movie is not like this times that you have magazinez and web to know everything about the movie so i was in 0 when i got to see it.
36,10,Flawless.........,"So good. Star Wars A New Hope was amazing when it came out. So the hype around The Empire Strikes Back was huge. But wow, this film was awesome. The film did everything that made the first film great and added with it. From the iconic twist, to introducing new characters such as Bobba Fett, Lando Calrissian and the other bounty hunters. It added on so many new things and it worked great. Overall this is a classic film that everyone should watch, Star Wars fan or not, the original trilogy is a must watch for everyone."
37,10,Masterpiece,A true masterpiece. in my opinion the best star wars movie.
38,10,2nd the best,"For the Original Star Wars trilogy this was a pivotal movie to get right and they got it right. Perfect middle film putting the story together and as we all know two of the greatest lines in the star wars franchise in this movie, one from Darth Vader and one from Han Solo. Brilliant film all round."
39,10,Definitely one of the greatest movies of all time,"It's really sad to see what star wars has become these days..unoriginal, uninspiring, lacking passion..I can go on and on and on but I just don't have the stomach for it anymore..but this movie right here, star wars empire strikes back, is just so masterfully inspiring and masterfully done. The fact that George Lucas did this movie on his own with his own money should tell you everything you need to know about how amazingly tenacious he is, not only that, he brought the characters to life..making them memorable, believable and most importantly relatable. Yes it's an old movie, yes it feels out dated...but trust me, if you look really past that and focus on its level of storytelling and the amazing writing of the story, you will understand why this movie has a rating of 8.7...most movies today and even in the last decade haven't even gotten close to that. Give it a shot...you won't be disappointed."
40,10,The best of the original trilogy,"Empire Strikes Back is by far the best of the original trilogy. I'm sure there were plot twists before 1980, but this movie has to go down in history as the best and biggest plot twist ever with just 3 words: ""I'm your father""."
41,10,Even better than the first one!,"Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford), Princess Leia (Carrie Fisher) and Chewbacca (Peter Mayhew) face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi master's help will Luke survive when the dark side of the Force beckons him into the ultimate duel with Darth Vader (David Prowse)."
42,10,Star Wars at its best,"Some films you love because you can't separate your childhood from your view, but this is as good as popcorn entertainment gets either way. I've watched and watched and now my son loves, if only you can get hold of the untinkered version it's just brilliant."
43,10,Well Done. One of the best sci-fi films ever. It almost equals the 1977 original in terms of quality and popularity.,"Episode V ""The Empire Strikes Back"" released in 1980 in my opinion was a great sequel to the 1977 original. As far as quality it closely ranks to the original, and in terms of character development, and plot and as far as the storytelling goes it's probably better than the 1977 original. Directed this time around by Irvin Kershner he does just as good a job with the sets, characters, and special effects work as Lucas did making it just as good as 1977's. Here the saga now has a setting on the ice planet of Hoth, a place that the Rebels have hid from the evil empire in pursuit, with the real goal they have is to reach the fabulous city of Bespin nicknamed Cloud City for it's airy view. Here's when this installment becomes a real coming of age sequel in which the central character Luke Skywalker comes of age both in terms of skill and mind, and that's when he makes a stop in the swamp of Dagobah. It is in the swamps that hold an important part of the saga and the development of the Skywalker character is found here by training with the appearance of the Jedi master Yoda(hey, nice little green puppet!) as Luke's skill of mind and fighting ability is formed making one reason that Episode V is so important. Later a dark secret is revealed, by Darth Vader in the climax at cloud city, and it was just great to see the fierce battle between Luke and Vader to close out this installment. Overall ""The Empire Strikes Back"" might be the best of the saga in terms of the coming of age development of the central character(Luke). Also the plot finally reveals the hidden truth that's a very dark secret, and the introduction of a new and unique character(Yoda) holds the saga together just great. This really is just as good as the 1977 original simply because more key elements are shown and discovered, the only rule of law is I usually don't rank sequels over the original."
44,9,Maybe the Best of Them All,"Every time I revisit the good old first trilogy I wonder: did Georg Lucas spend all this creativity on the first three movies or did he have some ghost writer or maybe he got the story dictated by a supernatural being? Without any doubt, those three first movies of the ST franchise are still and maybe for all eternity gems and milestones to the sci-fi genre, but almost everything else that was produced and published after Return of the Jedi is in comparison bad, really bad, with a very few exceptions (Rogue One was good). But maybe the saying even a blind hen sometimes finds a grain of corn just fits too well to Mr. Lucas. Anyway, he gave us these three epic movies, and for these treasures I am grateful in all eternity, and the rest I can just ignore. Amen."
45,10,The saga thickens and matures,"This film is the continuation of the story of the first. The war between the rebels and the Empire continues, while Darth Vader Luke demand throughout the galaxy. Directed by Irvin Kershner and written by Leigh Brackett and Lawrence Kasdan, this film has the participation of the same actors from the first film."
46,10,My 8th favorite film of all time!,"This is my favorite of the classic Star Wars trilogy! It is the most suspenseful of the three and, as great as the other two are, they don't flow like this one does. This one explores the relationships instead of just action sequences (which are good in all three, though). The romance between Han and Leia and the one between Luke and Yoda, for example. This does have the best action sequence of the three of them, though; the lightsaber duel between Luke and Darth Vader. Pure brilliance!"
47,10,Awesome,(5 out of 5 stars).
48,10,The darkest and best of the original trilogy,"One of the rare sequels which manages to surpass the original, The Empire Strikes Back is an all-time classic. A much more personal tale, this film is really all about the journey of young Luke Skywalker. A New Hope followed Skywalker as he became involved in the rebellion against the Galactic Empire. Here the rebellion is put on the back burner. This is less the story of a grand rebellion and more the story of one young man's growth as he continues to fulfill his destiny."
49,10,Perfect,Plot: 10/10<br /><br />Acting: 9/10<br /><br />Cinematography: 7/7<br /><br />Score: 5/5<br /><br />Enjoyable: 1/1<br /><br />= 97/100
50,9,HOW TO MAKE A PERFECT SEQUEL.,This is the best example of how to make a perfect sequel of a movie. A sequel that clearly differentiates itself from the original whilst building on the characters and the story in thrilling and surprising ways without a fault. An iconic masterpiece of pure escapism filled with thrills and fun.
51,10,My favorite Star Wars film,"There's only two Star Wars films that I actually really love: A New Hope and The Empire Strikes Back. That's not to say that I like some of the other films in the franchise, but the two I just listed are my alltime favorites."
52,10,brilliant sequel,"The rebels have had their brief victory over the Imperial Forces; destroying the Death Star. But the rebels are on the run, hiding on the remote planet Hoth. Though hidden for now, it doesn't last long. The Empire have found the rebels base and are going to wipe them out. When the rebels escape, Luke goes to find Yoda, to begin his training to become a Jedi. Han, Chewbacca, Leia and C3PO are having more trouble. They are being run down by the Imperial Force fleet; trouble is the Millennium Falcon is falling apart, making their escape all the harder. Finally escaping they head to the cloud city to take refuge with Han's old friend, Lando. But Lando is stuck in a bind. He is being used as a pawn by Darth Vader, to set a trap for Luke."
53,,A Bigger and To Some Better Sequel,The Empire Strikes Back (1980) 
54,10,Easily One of the Best Films Ever Made,This film is as Star Wars as Star Wars gets in that it is one of if not the best story told in the franchise. Empire Strikes Back takes everything that was good about A New Hope and just completely expands upon it. It is arguably the greatest sequel in cinematic history.
55,10,"""No! Try not. Do. Or do not. There is no try.""","The summary line is one of my favorite movie quotes of all time because it embodies a philosophy and a discipline. Whenever I hear someone say 'I'll try', I already know it's a cop out with no intention of getting involved with the task in question. Had George Lucas 'tried' to make the movie, it would never have gotten done. I guess that's why Yoda is my favorite Star Wars character. Yeah OK, he's a puppet, but the character of Yoda is like the Spock of the SW universe, a stabilizing force (Force?) who helps Luke remain grounded and in control of his emotions."
56,10,My Favorite Star Wars Adventure!,"In 1977, a cultural revolution began with the little-known science-fiction film called Star Wars created by visionary director George Lucas. It ended up being the highest-grossing film of all-time and it still ranks very high in the midst of today's blockbusters. It was a very enjoyable movie and it created memorable characters that will live on for eternity. So of course we would get a sequel. In fact, Lucas created a whole world around his baby -an ambition that was not normal in 1980. With the sequel-The Empire Strikes Back, Lucas handed the directorial duties to his former college film professor Irvin Kershner because of his duties with his rising visual effects company Industrial Light and Magic, but of course he was very involved with this film. But enough of the background, let's talk about this film. This sequel is much darker in tone, more mysterious, and quite frankly the best film in the franchise. Our favorite characters like Luke and Leia Skywalker and Han Solo are back and we are introduced to more characters that are stored away in our hearts forever such as Yoda and Lando Calrissian. This is also the movie where we have the famous battle and reveal between Luke and Darth Vaderor shall I say between father and son, but more on that later."
57,10,Striking Distance...,"Luke, Han and Leia find themselves waging war against the Empire, along the way they meet the Emperor, Lando, Yoda and find out Luke's hereditary tie to a certain Darth Vader. Again as I said in my review for a New Hope, film criticism from me is practically irrelevant since I love the original 3 movies. The Empire Strikes Back is still one of the most shocking film experiences of my life, mainly in how it ended, in which the good guys lost, Darth Vader was Luke's father and it ended on such a somber note. It also led to extreme debate as to where they would go from here and many kids at the lunch table wondered how this twist came to be. I still stand by A New Hope being my personal favorite, but this is a better overall film, the snow walkers in particular are still breathtaking and Cloud City while not as spectacular in 1980, still holds up really well. At the time this was out of this world and I left the theater crushed at the film's finale, but eagerly anticipating Star Wars 3."
58,9,"This film was released wide in the USA on June 20th, 1980","Before the release of Star Wars (1977], in the theaters, it still had to go through the same steps as any other movie. It too was considered a one shot deal, just like any other movie. It too, like every other film, had to pass the big test at the box office first, before anything else could happen. As everyone knows, this George Lucas directed film, was a huge box office smash, becoming the highest grossing movie of all time. It still held the record in 1980, thus giving the green-light for Lucas to develop a trilogy of films. What makes Empire Strikes Back (1980), so good, is the fact that, the film is one of those bridge-films. It bridges the gap from the first film to the third film. Some number two films in a trilogy, are susceptible to taxing pacing, caused by the need to be a set-up for the big finale in the third film. If done correctly, the film can be a successful bridge-film, while still completing its goal of being an exciting entry in the trilogy. This film accomplishes the goal of being an exciting adventure, full of maturing characters and it comes with a more darker side to it. It also successfully bridges the gap to the third film, Return of the Jedi (1983). It creates major implications for the main cast of characters. It is a cliff-hanger of a story."
