,Rating,Review_Title,Review
20,10,Best of the series so far!,"I walked in Kung Fu Panda 3 with high expectations and they were met, and more! The other two KFP films are gold, and DreamWorks shows that they can top themselves every time with their characters and story lines. The fight scenes are amazing, the animation is top-notch, the characters are lovable and the voice cast is lively-what more can you want? This comedy had me and the audience laughing throughout the entire experience, and I don't have one complaint about this gem of a film! The 3-D effects are also worth the extra money- not the best I've ever seen from an animation, but pretty good. The score by Hans Zimmer is also beautiful, it's completely fitting for every scene. Get your kids, grab some 3-D glasses, get some popcorn and sodas and prepare for an awesome thrill ride."
21,5,Missing the Unique Spirit of the First Two,"The third film in Dreamworks enduring martial-arts-comedy franchise has managed the near impossibility of being simultaneously too predictable and too nonsensical. As a fan of the first two films, I often found myself defending them against detractors who claimed they were too prone to the narrative downfall of the ""deus-ex-machina"" (an unexpected power or event saving a seemingly hopeless situation). With Panda 3, that fight has become too much to wage. With story beats that are beyond lazy, we've abandoned the majestic fighting of the first 2, leaving us with nothing but childish humor and tons of unearned yet expected emotions. The story finds Po (played by the ever-perfect-for-the-role Black) trying to best a particularly tough new baddie, all the while discovering that his birth-dad is still alive and residing within a hidden community full of pandas. The new villain has a completely inexplicable backstory, but is mostly cool enough to make up for it, and the village of bears is plenty cute and funny. It even provides a respectable example of non-traditional parenting for modern times. Unfortunately, it's all surrounded by the tired ""be yourself"" morality that kid's films can't seem to get away from. Sure, the animation is as beautiful as ever, the score is cool, and there are a handful of genuine belly laughs. Unfortunately, the overpowering sense of laziness in the script drags down this otherwise successful family outing, a product of trying to squeeze too many stories from one small beginning. Kung Fu Panda 3 is missing the unique spirit of comedic fun and adventure that bolstered the previous two films to the top of the Dreamworks animation stable."
22,6,Good animation! Good 3D! Story wise same old! same old!,At start it felt like that I have entered that awesomely animated familiar environment of kungfun with our favourite panda. 
23,8,fun family franchise,"Oogway loses his battle with General Kai who steals his chi and escapes back to the mortal world. Shifu assigns Po to teach the Furious Five but he's horrible at it. His dumpling eating record is beaten by panda Li Shan who is looking for his lost son. They eventually realize that Po is his son. With Kai defeating every master and stealing their chi, only a master of chi could defeat him. Po struggles to master the art and Li Shan suggests returning to the panda's secret hideaway to learn. Shifu and the Furious Five are taken by Kai. Only Tigress manages to escape to warn Po."
24,10,Who are you?,"Well this is the third Panda movie where this central question leads to the climax. While this may seem rather repetitious, it bears repeating. Can the viewers actually take this message to heart and apply it to their own lives, we'll see wont we."
25,10,Every Bit as Good as the Others,"I enjoyed the first two Kung Fu Panda movies a lot more than I thought I would and I had a feeling that this one was going to be every bit as good as the others. I'm happy to say that I wasn't wrong. It's weird how well these films are able to combine humor and action while appealing to both children and adults. Plenty of other children's movies have been able to pull off the humor but the action has remained really well done throughout the entire series. Anyway, let's get to the plot."
26,7,Spirit Warrior,Round three. Fight!
27,9,Absolutely beautiful to look at,"Panda Po, despite being a bit of a numskull, has got quite good at kung fu, and Shifu retires, what with there being nothing further he can teach him other than how to control chi (which Shifu can't do anyway). This coincides with meg-chi thief Kai escaping from the spirit world, where he had been exiled by turtle spiritual master Oogway, and coming to steal chi from Po and everyone else in the panda village, where Po has been living having recently met Li, his birth father."
28,10,The most awesomeness of the awesome line of awesomeness filled awesome movies,"I loved the previous two movies. So when I went in to watch this, I had high expectations. By the end of the movie, I was in tears. I think I had not expected so much depth and....goodness from an animated feature film. "
29,7,Inspiration is... skadoosh!,"Too bad, just when you think you can retire and lead a peaceful afterlife, there's a villain you defeated half a millennium ago asking for a rematch, even Kung Fu Masters can't get a break! "
30,9,One of the Best Animated Movies Ever Made. In The Top 15.,"Whenever I go into a Dreamworks movie, I have very low expectations. I expected Kung Fu Panda 3 just to be another style and no substance movie. From the trailers, it looks average at best. But when you actually see the movie for yourself, you will be blown away. I can't say if Dreamworks is actually getting better for myself, but their last few films like How to Train Your Dragon 2 and Home have been better than what they have released in past years. I really think this is one of The Top 15 Best Animated Movies Ever Made. 15 or 14 would take the spot. Here is why."
31,9,Panda Team Has done it again !!,The 3rd part is as hilarious and awesome as the first two movies. Keeping up the story-line and interest in a 3rd movie is really difficult but the kudos to the whole team. 
32,6,"Funny, but probably the cheesiest of the trilogy.","There's some good news about Kung Fu Panda 3, and there's some bad news. The good news is that it's genuinely funny at times and the animation is stunning(perhaps as good as we've seen from Dreamworks) and the movie works well enough to be enjoyable. The bad news is, it could have been much more. When Po meets his biological dad for the first time, it should have been an emotional, touching moment; instead it was played for laughs. And instead of making the villain Kai a threat to respect, they just made him goofy. Plus, the ""Furious Five"" get barely any screen time and the new characters are hardly worth mentioning. Also, the main idea of this movie being about ""who am I"", is practically a rehash of the first two movies. Yet with all its faults, the movie is still enjoyable if you take it for what it is, a funny, but cheesy third movie in the Kung Fu Panda trilogy."
33,8,Great finale,"I really like the premise of this film. Po finally manages to meet his father and the other pandas. There is a great threat that defeats the old masters and is now coming for the pandas. Whatever is Po to do? He is way over his head but he finds a way. This film has everything we love from the Kung Fu Panda series - action, comedy and emotions."
34,8,"This time no Skadoosh, but Chi time.","Three successful films in an animation franchise is a great achievement and according to the production house, yet another 3 films are going to hit the screens in a decade of time. So if you are an animation fan, especially 'Kung Fu Panda' and Po's fan, brace yourself for the future treats. This film was amazing. After two wonderful adventures, now this story has calmed down a bit with simplicity. Visually, it was spectacular with all those fight sequences, but the story was quite dramatised with enough comedies and then the final battle to conclude the 3rd installment on a high note."
35,7,A fitting trilogy-capper,"It seems that whenever an animated film is a hit nowadays, a sequel is a given and the idea of a franchise gets the studio heads salivating. The quality tends to decline as the movies go on, with the exception of the Toy Story films, yet as long as the money piles up they'll just continue to churn them out - the increasingly unbearable Ice Age franchise being the worst offender. It was never in doubt that the hugely successful Kung Fu Panda (2008) would get a sequel, and when it came it was surprisingly good; a feast for the eyes backed by Gary Oldman's fantastic vocal performance and a serious undertone of genocide. It's taken 5 years for number 3 to finally arrive, so was a third instalment truly justified?"
36,8,"weakest of the trilogy, but still a decent one.",SPOILERS 
37,6,I feel that this one is too rushed,"I feel that this one is too rushed, so it seems very hasty to start, carry and turn. The new characters are particularly impressed. The new female panda blurs the relationship with the tiger. The whole scene is like entering the Wow documentary: the mist of Pandalia"
38,7,Wait,Wait who the hell is rating those movies now why is it so overrated
39,9,I Love Kung Fu Panda,"When Po's long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas. Kung Fu Panda 3 is a 2016 3D American-Chinese computer-animated action comedy martial arts film, produced by DreamWorks Animation and Oriental DreamWorks, and distributed by 20th Century Fox. It was directed by Jennifer Yuh Nelson and Alessandro Carloni. The film was written by Jonathan Aibel and Glenn Berger, produced by Melissa Cobb, and executive produced by Guillermo del Toro. It is a sequel to the 2011 film Kung Fu Panda 2 and the third installment in the Kung Fu Panda franchise. I love KUNG FU PANDA"
40,4,Deceiving..Simply,"Not as good as the previous movies, what a let down."
41,8,Another Legend of Awesomeness,"SKADOOSH! A word that seems to hold no meaning for many was the trademark word for an animated film franchise that's beloved by many. Kung-Fu Panda is a tale about Po the clumsy, food loving panda who also is a master of martial arts. Over the last eight years, Po and his fellow animal fighters have tackled one overlord after another to save China. And this weekend yet another villain rears it's anthropomorphic head to face our heroes. However can a third adventure maintain the fun its predecessors have or does it flop like so many sequels? "
42,8,The first two was good,"""Kung Fu Panda 3"" is a darker and scarier follow-up to the 2008 original, adding horrific layers of background and culminating with a shocking reveal of parental identity. Its themes of tenacity and self-knowledge are brought to gratifying fulfillment while maintaining the saga's charming lightness of touch. Emotionally, emotionally, and artistically, it is as amply proportioned as its lovable warrior hero."
43,,A perfect trilogy..,Most sequels are either a boom or a bust. But after seeing Kung Fu Panda 2 I know which direction they were heading towards and seems like I was right. Kung Fu Panda 3 has some resued forms of humor but was still a worth seuqel notheless.
44,7,Entertaining and funny but flat story,"After the fantastic first movie where Po is a classic hero after being a loser, where the villain has his own story and where the others play a role making Po the character he is, came a second movie with a dark, deep and personal story greatly told, and now we have just an excuse to make Po even more bada** fighting a villain nobody cares for and who came out of nowhere. This makes me sad because it was getting more ""mature"". But I understand it is a kids movie, so it's still entertaining and pleasant to watch, and I'm pretty sure the kids love this movie."
45,8,The Next Great Franchise is Upon Us! Skudoosh!!,"So far this film completes a very fun and very solidly made franchise that will go nicely with my Kung Fu Panda collection. DreamWorks really impressed me with this one. Proving that Shrek the Third was just a hiccup (no pun intended). And I love it when I struggle to say which film is the best out of the franchise, that means they made a great franchise. One thing that DreamWorks knows how to do is keep you guessing. People always assume the film is going to do badly but actually ends up hitting a home run, this is no exception. If DreamWorks keeps this up, they can overrun Pixar as they are going through a weak time right now with the exception of Inside Out. DreamWorks continues to impress with year after year of good to great films. Heck I think Home is better then Cars 2. Now what stands out about the film itself is it isn't afraid to take chances. And more times then not actually ends up paying off. The voice talent is well, talented. Each character whether its returning ones or new ones each of them does a marvelous job. Bryan Cranston, Kate Hudson, and especially J.K. Simmons who literally blends into the character. I couldn't imagine him talking behind the microphone because he didn't use his actual voice rather made the character his. The negatives I have is that it doesn't spend time with the characters we've come to enjoy. Tigress even though she was in it more then the other Furious Fives, but I still would like to see her in action more then they did. They completely shun the other characters like Viper, Mantis, Crane, and Monkey. They sort of pushed them aside and made room for the newer characters. Which is fine, but after coming to know and love these characters especially Tigress, I would liked to have seen more from them. Also, the story seems overdone especially the villain. Even though I like J.K. Simmons as the character, the character himself is just Ti Lung all over again (sorry if I misspelled his name). And is the third time a villain has underestimated Po with the same question, ""Is he the one destined to stop me?"" Or something along those lines. But despite those mistakes the film makes up in shire courage. DreamWorks could have easily been lazy and made this another Shrek the Third, but thank heavens it wasn't that. I had a lot of fun watching this as a full grown adult, so kids should have a blast with this film. Like in DreamWorks fashion this is a film worthy of the entire family and you deserve it so you can get the bad taste of Norm of the North out of your mouths. This is how animated film are meant to be. DreamWorks proves they are still one of the best in the business, maybe the best right now. Check it out, you will regret it if you don't. Now to grade: Animation: A+ Characters: A Voice Acting: A Story: B+ Risk Value: A+ Music: A- (Best score by Hans Zimmer in a long time.) Overall: A"
46,5,Fun but all to familiar.,"'Kung Fu Panda 3' is, of course, the newest chapter in the Panda trilogy. This one, much like the others, plays off of its predecessors. With 'Kung Fu Panda 3' the Dragon Warrior finally meets his father. His real father for that matter. This naturally throws off the mojo of everyone around him. Especially his goose step father....thing. Aside from this singular plot point this film is nearly identical in structure to its predecessors. Po is asked to accomplish a seemingly impossible task with in a paper thin time frame and as he is going about this he (for some reason) has a sort of identity crisis. And, just as the story needs him to, he over comes right on time."
47,,"Fast-paced, colorful, great 3D effects ...","This fun movie starts at a brisk pace and continues till the end ... kind of like it's catering to an ADHD crowd. There's a constant flow rolling, tumbling, flying, running and crashing. And if that's not enough, at several points in the movie, the screen actually splits into 3 parts with things happening in each pane. "
48,7,The soul,The soul
49,8,The next chapter of the furious five,"In the third installment of the awesome Kung fu panda series, a new enemy Kai escapes the spirit realm by stealing the chi of the Kung fu masters as way of returning to the mortal world. Meanwhile mister shifu is considering retirement and passes on the teachings of Kung fu to po. While the first teaching turns into a disaster but pro ends up being reunited with his biological father li at a dumpling contest. Pro also gets the chance to also meet the pandas at the village where they are living. What makes pop a great character is now he matured in the dragon warrio that he was meant to be and brings about his Kung fun journey full circle. It also reveals the past of master ooguay as well."
50,5,Kung Fu Panda 3,"The first two films are pretty much the same quality, good fun for the kids and not bad for the grownups, I had the feeling that the third film in the trilogy would be exactly the same, but I was prepared for that. Basically, in the spirit realm, elderly tortoise Master Oogway (Randall Duk Kim) fights against his old comrade turned adversary, spirit warrior yak Kai (J.K. Simmons), who has defeated all the other kung fu masters in the realm and taken their chi. Kai traps Oogway and takes his chi but is warned that he will be stopped by the Dragon Warrior, he takes this as a challenge and returns the mortal realm. Meanwhile, Master Shifu (Dustin Hoffman) announces his retirement from teaching and passes the role of teacher to the Dragon Warrior, Po (Jack Black), who realises that teaching kung fu is not as easy and injures the Furious Five. Po feels crushed with his failure, but Shifu advises Po that instead of trying to be like him, he should try to be himself. Po returns home where he meets a panda, Li Shan (Bryan Cranston), who turns out to be his long-lost biological father. They quickly bond with each other, much to the jealousy of Po's adoptive father Mr. Ping (James Hong). After introducing Li to Shifu and his friends, the Valley of Peace is invaded by an army of jade zombies, or ""jombies"", which Kai has created from the chi of past kung fu masters. After defending the valley from these creatures, Po and the Five learns through research that Oogway and Kai were once brothers-in-arms and close friends. After Oogway was injured in battle, Kai carried him to a village of pandas who healed him with their mastery of chi. The pandas taught Oogway how to utilise chi to help others. However, Kai wanted the power for himself and tried to steal the chi from the pandas, forcing Oogway to banish him to the spirit realm by ending his life. To defeat Kai, Po must learn to master the use of chi himself. Li offers to teach him by taking him to his secret panda village. While Shifu and the Furious Five stay behind to deal with Kai, Mr. Ping stows away to try and drive a wedge between Po and Li. Although Po is eager to learn chi, Li tells him he must first learn the relaxed life of a panda in the village. Kai takes the chi of every kung fu master in China, including Shifu and the Furious Five, except Tigress (Angelina Jolie), who escapes the subsequent destruction of the Jade Palace. She finds Po and the other pandas to warn them that Kai is coming. Afraid, Li and the pandas prepare to run away. When Po begs Li to teach him the secret chi technique, Li confesses that he lied about knowing it, fear he would lose his son again. Heartbroken and enraged, Po walks away and isolates himself to train vigorously and prepare to fight Kai. Mr. Ping realises that Po has become happier with his biological father in his life, so he tells Li that Po being mad at him is part of being a parent, but that Po will forgive him. Ping then tells him that Po will need them both to stop Kai. Li goes back to Po and says the pandas will help him fight Kai and his army. Realising what had previously made him fail as a teacher, Po agrees and teaches them to use their everyday activities as kung fu skills. Kai arrives and sends his minions to capture Po, while the pandas, Ping, and Tigress fight them, distracting Kai. They defeat the jombie army, but when Po tries to use his signature Wuxi Finger Hold on Kai to send him back to the spirit realm, Kai reveals that it only works on mortals, not spirit warriors. Kai and Po fight each other, until eventually Po uses the Wuxi Finger Hold on himself while gripping Kai around the neck, transporting them both to the spirit realm. They fight again, and Kai subdues Po and begins to steal his chi. Using what they learned from Po, his friends and family use their chi to empower him. Po breaks free and harnesses their chi to create a giant dragon figure and quickly overpowers Kai. After taunting Kai, Po then gives him the power which overwhelms him, destroying him and restoring all the fallen masters and the Five to normal. In an ethereal golden pond, Oogway appears to Po and informs him that his journey as the Dragon Warrior is complete, he is declared to be his successor. Po chooses to return to the mortal world, and he and his extended family all return to the valley, where they continue practicing kung fu and chi. Also starring Jackie Chan as Monkey, Seth Rogen as Mantis, Lucy Liu as Viper, David Cross as Crane, Kate Hudson as Mei Mei, Wayne Knight as Big Fun / Hom-Lee, Al Roker as Sum, Jean-Claude Van Damme as Master Croc, Blue Peter's Radzi Chinyanganya as Mi, Pax Jolie-Pitt as Yoo, Knox Jolie-Pitt as Ku Ku, Zahara Jolie-Pitt as Meng Meng, and Shiloh Jolie-Pitt as Shuai Shuai. Black remains likeable as the title character, Simmons is suited to voicing the big villain, and the supporting cast also do well. As I expected, the quality of the story, the animation and everything else was just the same as before, but there is nothing wrong with that, it was a fun family animated comedy adventure. Worth watching!"
51,9,Almost as good as the original,"The story has more then single level. And while all planes are simple by themselves, they give a nice aftertaste. Which is rare for kid movie."
52,4,Part 3,It is part 3 of an animated film that should be enough to tell you the level of quality you shall see. It has the cash in quality of any animated part 3 or direct-to-DVD product out there. There is no story or pacing. The voice cast of the originals show up for two or three lines and then vanish simply to obey their contracts. It is one of the most overly used story lines in the genre and one just simply has to roll with the punches hoping your children laugh. It is a cash in and you are watching it for your children or something in that regard. Any other reason other than that leaves to me ask then why are you watching this?
53,6,Decent,It was a decent movie but previous movies were much much better.
54,8,About as good as I could expect from a third installment.,"Don't set you expectations too high for a third installment, in any series or franchise. It was a given this movie would borrow heavily from the first two, wouldn't be as deep in character development (most of the main characters are mostly already defined), and the film would probably follow the same overall theme of the first two. I went in expecting this much, and is pretty much the only reason I didn't rate the movie higher. I really enjoyed it."
55,8,Twizard Rating: 76,"Everything happens so fast in this new Kung Fu Panda installment, just like it did for the previous two. Though hardly necessary, the people seem to respond well to continuing this franchise, so here it is."
56,2,Greatly disappointed,"I am a great fan of this franchise and I am very disappointed with this part. This movie had glimpses but it was not the complete movie like the last two. The beginning lasted till the end, and the end, ended abruptly where Po and rest of the panda's master the forgotten technique and defeat the most powerful Kai in a breath. "
57,9,Solid Trilogy,"No sure how they can make 3 consecutive marvelous movies like these but they did. Not even Toy Story is on the same level because Toy Story 2 was just an okay movie, Toy story 3 had good moments that's about it. And the Lion King movies...well lets say they should have stopped at 1. Shrek is nothing."
58,5,"Not as clever or funny as the other two, but still good","Kung Fu Panda 3 is definitely my least favourite in the trilogy, it has the least interesting villain and the film's characters a bit less ingenious. It still gets praise for the action sequences and animation but I feel like the stakes are lower and it's lost a bit of heart that made the original so great, as well as this I just didn't find the jokes or humour as funny as in the first one, more cringe inducing than anything else in the delivery of some."
59,9,A very epic and satisfying conclusion.,"There are two animation studios out there that know how to make their sequels better than the original movie. The first one is notably Pixar and the second in my opinion is DreamWorks. Most of the sequels they have done in their franchises notable their second movies have stunned me by how they improved upon their predecessors. ""Kung Fu Panda"" was no exception. The second film not only stepped up the comedy and action, but really succeeded in its drama. So when they announced a third movie, I was both eagerly excited and yet very nervous due to having bad memories of ""Shrek the Third."" I went in the feeling the same and left very satisfied. ""Kung Fu Panda 3"" is easily the best out of the franchise as it does contain all of the elements that made the second film fantastic and builds to make a very satisfying conclusion to the series."
60,6,No match for the predecessors.,"Ambivalence reloaded ! The innocent humor, the charm of all the characters continues to impress, 10/10 for that ! The philosophical nerve seems lost except when first Shifu and then Po exemplify 'I ence reloaded ! The innocence, splendid humor and the charm of the characters, even the new Pandas, continues, 10/10 for that ! Animation - as splendid as ever The philosophical nerve seems to be gradually dwindling, there were only two times I felt it - once when both Shifu and Po practice 'I am trying to turn you into YOU' and when Master Oogway reveals that he chose Po as he had seen the past and through the future. The villain, Kai, fails to make a mark, seems more like a backstreet goon. The plot itself is cliched and handled hastily, for example, how can accomplished masters like Ox, Croc. make a mistake of directly engaging Kai and losing their Chi ? The end(everyone 'donating' their Chi, the Spirit Well etc.) is unbecoming, especially, when this movie is desperately attempting to resemble the first part. Even Hans Zimmer disappoints - no welcome additions to the earlier classics !"
61,4,Very Poor and Unnecessary Sequel,"Personally, I don't understand how Kung Fu Panda 3 has a higher IMDb rating than the first or second films. Maybe as more people rate it, that number will drop but don't take it as representing the quality of the film. "
62,1,Stale Popcorn,"Aside from decent graphics, this ""movie"" is nothing more than a recycled, old, stale storyline. It is the same story as ""Finding Nemo"" and every other ""oh my son"" flick made in the last fifty years. Father loses boy, boy finds father. Journey in between with perils, hazards, and a strong woman to play off of. In this one though, there are ridiculous fight scenes reminiscent of 1970's martial arts films that ripped off Bruce Lee (this is how, of course we get Kung Fu). "
63,9,This movie rocks.,(SPOILER ALERT)
64,6,The best of the movies so far...,"I must start by stating that ""Kung Fu Panda 3"" is every bit as good as the previous two movies, and then some..."
65,5,Some funny moments but the first movie was better! 5/10,"Review: After the great first movie in this franchise, I wasn't that impressed with the second movie but this movie was slightly better. It still lacked the humour and originality of the first film and I did find Po (Jack Black) quite annoying in parts but it's still a watchable movie, especially if you watch it with kids. I liked the relationship between Po and his father and the showdown at the end was half decent but the animation wasn't in the same league as Pixar, and after 3 movies, Po still isn't taking his ""Kung Fu Master"" skills that seriously. The different Pandas brought a new flavour to the film, and I did find the little ones cute but the whole franchise seems to have hit a dead end. The main problem that I found with the film is that Po is still saying and doing silly things, whilst mastering an art form which can save the village, against the evil bull looking character, Kai (J.K.Simmons), so it was a bit of a weird mixture. The whole Chi concept wasn't bad but I was just hoping for more laughter throughout the film. Average!"
66,7,An exuberant and delightful sequel.,"I rate the original Kung Fu Panda so highly it comfortably makes my top five animated movies of all time. Yes, of all time. And the second one, widely disregarded by most critics, is not that far behind it in my eyes. Well this trilogy-closer proves the law of diminishing returns to be true by continuing the slight downward trend of the series, yet it still kicks, punches and rib tickles its way to being an entertaining experience for all ages. Screenwriters Jonathan Aibel and Glenn Berger unleash everything including the comedic kitchen sink in an attempt to garner laughs, littering this follow-up with inventive visual gags, hilarious dialogue (often helped by Jack Black's endearing delivery) and cheeky in-house references. The comedy doesn't always land without a hitch but it is of a high enough standard that the few damp squibs float by without much notice, and they've also struck a nice balance between obvious jokes for the kiddies and subtler quips for the adults. Where there's a noticeable dip in quality, however, is with the martial arts sequences; the fights lacking the ingenuity and complexity of the previous volumes, despite being passionately directed and beautifully realised. A venture into the spiritual realm allows the gorgeous animation to thrive even more than normal, though it's a shame the cut-and-paste narrative didn't get the same level of attention from those operating behind the scenes. This is undoubtedly Black's show and his voice work as the bumbling Po is outstanding yet again. Elsewhere in the gigantic ensemble cast, newcomer Kate Hudson makes the biggest impression with her hysterical delivery as the confident ribbon-dancing Panda, Mei Mei. Although it may have lost the spark of brilliance existing in the first instalment, KFP3 is nevertheless an exuberant and delightful adventure."
67,7,I enjoyed the film; about as much as the last installment.,'KUNG FU PANDA 3': Three and a Half Stars (Out of Five)
