,Rating,Review_Title,Review
10,8,A valiant effort bringing a truly complex book to screen!,"This is certainly darker than the first two instalments, and not as funny. But based upon a truly excellent but complex book, it is a very good film nonetheless. In my reviews on the first two films, I forgot to mention the music by John Williams. In all three movies, it is very good, but not Williams's best work. His scores to Star Wars, ET and Home Alone are better. The only real quibble i had with the movie was Michael Gambon as Dumbledore. Richard Harris, the first and better Dumbledore, had died, and although Gambon was good, Harris suited the character a lot more in terms of looks and sincerity. The three leads are still likable, and they are given solid support by Maggie Smith, Alan Rickman and Robbie Coltrane. The real treat lies in the newcomers though, namely David Thewlis as Lupin, Emma Thompson as Trelawney and Gary Oldman as Sirius. Timothy Spall I felt was a little odd for Wormtail. The Dementors I felt quite terrifying, a lot more chilling than they were in the book. All in all, very good. 8/10. Bethany Cox"
11,9,"So dark, I love it","This is one of my favourites of the franchise because I love Sirius Black and time travelling. Harry Potter's universe was still full of surprises at this point and the films never failed to impress. I also noticed a better soundtrack as well - not that it wasn't already pretty good in the previous ones, I just liked this one better. Oh, and RIP Richard Harris (this is the first one with Michael Gambon)."
12,9,"Creepy, quirky and utterly gorgeous - Spoilers","If you're anti-Potter you owe it to yourself to see this film. Get past the issues you might have with the immense hype around the franchise and sit down for two hours to be captivated by this creepy, quirky and beautiful film. If you're a Potter-fan and you're unhappy with the film, the novel is probably on the table in front of you and you're better off reading it again. This is a wonderful film despite your expectations or opinions as to how it 'should have been done'."
13,9,A Dark and Impressive Film,"Harry is maturing and becoming more and more involved in that past that has brought him here. Sirius Black becomes the spoken adversary, but his presence is a bit obvious and we moviegoers are a suspicious lot. The three compadres begin to work together in more productive ways, moving the action rather than being moved by it. Hermione begins to become more flesh and blood here and deports herself well. Harry is now dealing with the horror of the potential end of his life and must make his way, discovering clues along the way, knowing that everything isn't always as it seems. Hagred and his hippogriff are pretty cool in this one and the unraveling of the plot with those spooky wraiths guarding Hogwarts is really captivating. There are a few rules that could bear some explanation. I've not read the books and would probably benefit from an occasional explanation. I'm ready for the fourth installment."
14,,A new director who proves equal to the task.,"Director Alfonso Cuarón has taken the images conjured by J.K. Rowling's magical words and created from her book, 'Harry Potter and the Prisoner of Azkaban,' a film rife with visual symbolism and alive with inventive images beyond those established by the first two films in the series. Cuarón, a native of Mexico City and the acclaimed director of the completely compelling, frequently hilarious and sexually explicit coming-of-age film, 'Y tu mamá también,' was seen by many as an odd choice to follow heartland American Chris Columbus into the Harry Potter director's chair. The selection has resulted in a film darker and more mature than its predecessors, just as was the book, but it is also as approachable for young people as Cuarón's other internationally heralded work, 'A Little Princess.'"
15,8,Best of the three,"Although this film isn't all that I'd hoped it would be, I believe that it was the best of the three 'Harry Potter' films so far, thanks largely due to director Alfonso Cuaron. In 'Harry Potter and The Prisoner of Azkaban', the trio are now thirteen and beginning their Third Year at Hogwarts, under the fear of an escaped criminal who played a part in the deaths of Harry's parents and seems to be stalking the school, preying on Harry."
16,8,"Beautifully dark, but with holes","This work is beautifully dark and lovingly done, but it does leave gaping holes in J. K. Rowling's magical world. The close relationship between Harry and Dumbledore is obliterated, as is Hermione's almost conspiratorial relationship with McGonagal. You are never told who Moony, Wormtail, Padfoot, and Prongs are (a necessary element). They completely avoid the fact that Snape has knowledge of Harry's Invisibility Cloak, and Harry received the Firebolt at the beginning of this work rather than the end. The whole incident at the Shrieking Shack was changed and lost too much in the translation. Crookshanks was calumniated from a beloved kneazle to a noisome feline who'd be more likely to pee in your shoes than help you, aside of course from his determination to eat Scabbers."
17,6,"A more ""grown-up looking"" Harry Potter adventure, held back by lacklustre plot and over-active camera work.","The third Harry Potter film has a better 'look' than the previous two. The colours and photography are much darker, presumably to reflect the darker turn taken by the story. It's clear that new director Alfonso Cuaron is intent on moving the series into a more grown-up, emotionally engaging, self-consciously moody realm of film-making. What lets Harry Potter And The Prisoner Of Azkaban down is the absence of a truly compelling storyline (it hovers constantly on the verge of something really good, but never quite gets there). There's also an irritating over-emphasis on the camera work, more of which will be said later."
18,9,Writing in character again --- on Prisoner of Azkaban,"Well, once more we have another journey into the struggle for the future of Hogwarts. This time, the quest involves the saga of Sirius Black. Who is he? Why is he on the prowl for young Harry? And what, ultimately, is the truth behind the murder of James and Lilly Potter, Harry's parents? The tale opens with yet another killer title sequence, this time bringing the familiar Warner Bros. shield to light in spurts before focusing on Harry's 'homework assignment,' if you will --- the Lumos Maxima spell. After this, we come to the first segment of the story proper. Now aged 13, Harry is angrier, and more unsure of his destiny than in his previous adventures at Hogwarts. His rage against one of the Dursleys' relatives intensifies when he finally decides it's not worth it to remain there (""Anywhere's better than here,"" he complains to Uncle Vernon)."
19,9,Charming and Extraordinary,"As with previous Potter films, this one is wonderful. The mischievous trio are back in their third year at Hogwarts."
20,8,"""A child's voice, however honest and true, is meaningless to those who've forgotten how to listen.""","I have to say, I'm quite impressed by the quality of the reviews for this film from fans who follow both the books and the movies in the Harry Potter franchise. To say that they've invested a significant amount of time into their hobby would be an understatement. I don't bring that same intensity to my viewing of the Potter films, for me it's a Saturday evening family entertainment, and the franchise has served well so far. This one had an interesting balance of humor and a more serious dark side, and youngsters might actually wind up with a nightmare or two after watching 'Prisoner of Azkaban'. I remember as a kid being scared of a tree in the middle of a meadow that someone told me would make a grab if you got too close, so I made it a point not to get too close."
21,9,One of the best in the series,Harry leaves his adoptive family and returns to Hogwarts.
22,8,Black Could Be Anywhere,"It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black (Gary Oldman) has escaped the Wizards' Prison and is coming after Harry. "
23,10,Nice,Pretty decent movie but I think the book is better
24,9,My favorite book has become my favorite of the movies,"My favorite of the books, and the movie is pretty good, too. I do miss Richard Harris, though, and I was a little disappointed by the look of the werewolf. Too spindly."
25,7,"awesome special effects, decent plot","I think movie wise, this was the best of the Harry Potter films. The story was OK, but of course the books are better because they have so much more detail."
26,9,"A Good Potter Film, But Not The Best!","Harry Potter and the Prisoner of Azkaban is a fabulous movie for entertainment but a teeny disappointment for avid HP book readers like myself. This time around, Harry enters his third year and he must deal with an escaped convict who is seemingly after Harry. The acting in this film is better than the first two. As the main actors(Radcliffe, Grint,and Watson)grow up, their abilities seem to improve. The supporting actors were good, but they needed a bit more screen time. Also, it's nice to see normal clothing instead of robes. The new director, Cuaron did a good job. He added a different style into this film. The music by the famous John Williams is different, but good. Finally, some sub-plots were cut out. I wished to see Harry and his win of the Quidditch cup. Other than that, this movie is pretty good. I rate this film a 9/10."
27,9,prisoner of azkaban,"Prisoner of azkaban is defienenetly the best part of this series ,the best part is that is also great stand alone film and it can be watched like that and not as part of huge franchise,cuaron brouth to us one visually beautiful film fulled with great story expecely time traveling part that is made percise and with good sense how time traveling works,for that this makes prisoner of azkaban my favourite part and i bealive to many others fans also"
28,9,"The best installment of them all, masterfully directed by Cuaron","It's quite a miracle, actually, that prisoner of Azkaban is my favorite film in the series, seeing as it's book form is not one I find myself returning to very often. However, Cuaron turns what, in my opinion, is one of the weaker storylines in the hp universe, into a power house of a film that far surpasses my expectations of what a hp film could produce. For starters, It takes creative liberties that work seamlessly with the source material (unlike the previous two which were bland carbon copies of the books). It is also a visual treat, well shot and edited, with a signature directorial feel that helps it stand out from the often one note style of the other adaptations. The grounds of hogwarts are expanded through Cuarons vision and make for a more lived in and welcoming world for us outsiders. The atmosphere Cuaron creates aids in ushering in a justifiable dark tone to the series, a tone that continues to deepen in further installments. John Williams is at the top of his game here, perfecting the score he has been building upon in the previous films. The young acting trio of Radcliffe, Watson, and Grint take tremendous steps with the guidance of Cuaron and start to really become comfortable in their respective roles. The additions of David thewlis, Michael Gambon, Timothy spall, and the amazing Gary Oldman (who is perfectly cast as the misunderstood Sirius Black) just continue to stack an already all star British cast. The humor is punctual and never feels out of place, a good reminder that, while this is definitely a darker hp film, it still has the endearing child like vibe of the franchise."
29,10,Harry Potter and the Prisoner of Azkaban,10/10 - the third installment is a cinematic tour de force that does not let up in its wondrous adaptation of the even-better series of novels
30,10,Expecto Patronum!,"Harry Potter and the Prisoner of Azkaban is easily the best of the Harry Potter films, and there is one simple reason for that: Alfonso Cuarón! After two films done by the capable, but workmanlike Chris Columbus, Warner Brothers realised their needed a stronger storyteller for when the Harry Potter films started to turn darker, and an excellent Mexican director stepped into the frame."
31,9,POWER OF TIME TRAVEL.,"Harry Potter and the Prisoner of Azkaban takes on the power of time travel and does an amazing job explaining itself throughout the movie and making everything tie in. Between the Uncle and the rat, the twists were unforeseeable ending creating a great third movie in the series."
32,9,The Best Wizarding World Movie Available,"In my opinion, it's here where Harry Potter's story really starts to take off. The first two novels are decent books, but they're pretty similar to the dozens of other Orphan-learns-magic storylines that populate (and pollute) YA literature. ""Azkaban"" is where Rowling pulled back the curtain to show us what the Wizarding World really held, and it's also one of the tightest stories in terms of what Harry and his friends set out to accomplish during their year at Hogwarts. Simply stated, ""Azkaban"" is about as magical an adaptation as we could've hoped for."
33,9,One of the best,As for me and many of my friends this is one of the best of the series. 
34,10,The best of the Harry Potter movies!,HARRY POTTER AND THE PRISONER OF AZKABAN is the third installment of the HARRY POTTER film series and it is directed by Alfonso Cuaron.
35,5,Anorexic,There are some sensationalist reviews here that believe the hype that everything Harry Potter is great and give the movie five stars regardless (the book of Azkaban was definitely a 5 starrer) but this movie ain't so great I'm afraid.
36,9,It keeps getting better!,This movie is my second favorite of all the Harry Potters. It's action packed and fun! I loved the whole concept with the time turner! And the new characters are some of my favorites. Everyone is completely fun and quite interesting in this movie. The whole movie is iconic from finish to end!
37,8,Following to Harry Potter films as exciting and amusing as the former and subsequent entries,"Again Harry Potter (Daniel Radcliffe) of J.K. Rowling's saga , he is , nowadays , living with their embittered uncle Richard Griffths and aunt Fiona Lewis and is called to return at Hogwar's college .There , he'll find his friends Ron (Rupert Grint) , Hermione (Emma Watson) and enemies as the malevolent Braco Malfoy (Tom Felton) ; besides , the usual teachers incarnated by Maggie Smith , Alan Rickman , Michael Gambon or other recent ones , as Emma Thompson and David Thewlis , as well as Rubeus (Robbie Coltrane). Meanwhile , a convicted assassin called Sirius Black (Gary Oldman) has escaped from Wizard's prison and he is looking for Harry to kill him . Harry is attempting to cope with the supernatural beings named Dementors sent to chase at Sirius . "
38,,Way to go,"Wow. I love the new direction. The style fits the movie perfectly. I also think the kids acted much better in this one. I really hope they don't get rid of Daniel Radcliff, even if he does get too broad in the shoulders. You can't swap horses mid-stream. Also, did anyone recognize the kid who played Neville at first? The biggest problem that I had was that there were a lot of things the movie didn't explain, such as ""Moony, Wormtail, Padfoot, and Prongs."" I think that it may have been hard for those who hadn't read the book to understand. It also didn't show that Harry's Patronus was a stag, which I thought was important. And Harry's eyes aren't green (which is mentioned at least once in each book), but that's a minor thing. I felt that the style fits the book well. I go back and read the first book and think ""Wow, how young they all are, how naive."" The books age, and I think that comes out in this movie. I hope they continue to follow the same path."
39,,Spaniard in the Works,Spoilers herein.
40,10,Perfects The Harry Potter Formula.............,Just such a achievement to me. The character development dives so much deeper in this film then the second (not to put anything against the second) and it works so good. Each character they introduce and continue on are very likeable in there own way. I think this is the only franchise that doesn't have a single character I don't like. The plot develops very far and brings in so much more world building opportunities. Which is always a good thing in the Wizarding world. This movie definitely feels darker but still has that childhood magical wonder to it. Overall this was a great film and is easily one of (if not the) most watchable movie in the franchise.
41,6,"While still a good movie, it's the worst of the series.","Harry Potter and the Prisoner of Azkaban is the worst film in the series, because too much of the style has been changed. Chris Coloumbus set a standard for how the Harry Potter universe should look. He had everything done a certain way, and it was perfect to the Harry Potter mythos. Now, a new director has come aboard with a completely different vision, and he did it his way."
42,9,Harry Potter and the Prisoner of Azkaban (2004) - Expecto Patronum!,"Chapter 3 of the Harry Potter series, ""The Prisoner of Azkaban"" takes place where Harry learns about a wizarding criminal named Sirius Black who escaped Azkaban prison, sent his parents to Voldemort, and is actually Harry Potter's godfather. But it turns out that not everything is actually the same as it looks. Actually, Sirius Black was really innocent, and framed by Peter Pettigrew who actually betrayed Harry's parents, and who was in disguise all along as Ron's pet rat, Scabbers. Then other stories start to happen like the new teacher is actually a werewolf, and there are these guards of Azkaban who take away souls called Dementors. But enough of the spoilers, and let's start the real review. Now, there were some moments of charming cleverness in the script, and the movie felt new, unique, and smart. There were even funny scenes in the film that included my favorite scene involving the giant Knight Bus with a Shrunken Head in control. Now although those moments were enjoying, this particular movie in the series didn't feel epic, amazing, excellent, or surprising like the first two movies were. But even though the movie wasn't that stunning like I thought it was, the movie was smart with story and characters. But still, the movie was kind of charming and magical just like the first two movies were. ""Harry Potter and the Prisoner of Azkaban"", in my review, ""smart and clever, but nothing epic""."
43,8,A change in direction...,"Returning for a third year at Hogwarts, it's time for a change in director and a change in tone - resulting in a more grown up feeling film than the first two. There are some genuinely creepy moments here, certainly for any kids watching, and the plot is somewhat more complex than the earlier efforts, with double crosses and time travel elements. I have got say though, as much as I did enjoy this film, it felt very much part of a bigger picture as opposed to its own self contained entry, and as such as viewed as a standalone film struggles to work. It starts assuming you have seen the previous entries, and doesn't really end with any sort of payoff. Its better than chamber of secrets for sure, and an enjoyable watch as part of a saga, but on its own feels like a stepping stone to more. Still, the Dementers were cool, and the main trio are noticably becoming more confident with each film..."
44,10,Where Series Turns Dark,If You Where Wondering When And Were The Harry Potter Movies Turned Dark Will Watch This One
45,8,Cuaron saves this series for me,POSITIVES:
46,9,"A wonderfully put together film, both in style and substance.","Well for me at least, having just had my third viewing of this, the third instalment in the Harry Potter franchise, and I'm pleased to report that now I'm finally at peace with how I feel about Alfonso Cuarón's delightful picture. When I first watched this film upon its DVD release, I found myself yearning for the children to be children again, it was as if the magic had gone, for the reason I liked the first two films was because they allowed me to be childlike again, was the franchise losing it's fantastical ability to draw the viewer in and make us feel magically childlike? Thankfully some four years later I'm positively beaming about it's wonderful adult aura, the professionally handled structure, and yes, the delightful magical charm at every turn."
47,10,Hogwarts is Back in Session,"""Harry Potter and the Prisoner of Azkaban"" is a masterful addition to the Harry Potter series, bringing a new level of depth and maturity to the beloved characters and story. The film, directed by Alfonso Cuarón, expertly balances darker themes and a more ominous tone with the wonder and magic that has come to define the series. The performances, particularly from the returning cast members and the introduction of Gary Oldman as Sirius Black, are top-notch. The special effects are stunning, particularly in the film's action-packed finale. Overall, ""Harry Potter and the Prisoner of Azkaban"" is a thrilling and satisfying continuation of the Harry Potter story that will leave fans eagerly anticipating the next installment."
48,8,Alfonso Cuaron Should've Directed the Remaining HP Films,"Its quite fair to say that Chris Colombus did a great job with the first two Harry Potter films. I was quite unsure about what Alfonso was able to produce, but he has done it. He finally captures the true brilliance of JK's story and brilliantly puts it into a film. This film seems closest to the books and I thought it was brilliant. Perhaps the best Harry Potter film out of them all."
49,9,Stylish adaptation with lovely visuals,Rating
50,8,Harry Potter and the Prisoner of Azkaban,"OK, finished the third installment of the Harry Potter series and still doing fine, lol. I have to say that this was a great installment into the series, I still haven't read the books, so I cannot judge on those, only the films. So the Prisoner of Azkaban I must say had a much more dark side of the story, the kids are now a little more grown up and facing much more terrifying things as the head on to become great sorcerers. The cast is still doing great things together, same as the other films with a great addition of Gary Oldman. The story seemed also a bit stronger than the other Harry Potter films."
51,9,Best in the Series.,"Review:<br /><br />'Harry Potter and the Prisoner of Azkaban' is a fantasy film directed by Alfonso Cuarón. It is based on J. K. Rowling's novel of the same name and which is the third instalment in the Harry Potter film series.<br /><br />This movie is where the franchise starts to get darker while its core audience gets more mature. Alfonso Cuarón brings a dark tale which feels like a Soviet revenge story and it's so good!<br /><br />The story follows Harry Potter's (Daniel Radcliffe) third year at Hogwarts as he is informed that a prisoner named Sirius Black (Gary Oldman) has escaped from Azkaban and intends to kill him.<br /><br />I feel like Daniel Radcliffe is the weakest actor in this movie. That's unfortunate because all of these focus around him, and this is one of the most important movies in the series. When he was in a scene leaning his Patronus with Professor Lupin, he was good, and I was invested. But when he learns a secret about Sirius Black and gets angry, he doesn't do a good job at showing emotion. It took me out a bit. However, everybody else brings their A-Game. Gary Oldman being brought into the series is fantastic, and this is the first time we see Michael Gambon as Dumbledore. Michael Gambon is fine, but I did find myself missing Richard Harris as the soft spoken and wise Professor.<br /><br />This is the 'Harry Potter' film that stands on its own and as a tremendous cinematic achievement. It challenges viewers and yet doesn't patronize them or attempt to offer answers to all of the questions presented. The plot contains the requisite amounts of twists and turns. And above all else it is beautifully shot and edited.<br /><br />Overall, in my opinion this is the best in the series. It has so much story to tell and adds important characters to the main story of the series.<br /><br />4.5/5"
52,9,"The ""Harry Potter"" franchise at (broomstick's) cruising speed...","Animaguses and werewolves, a flying hypogriff, which is a pleonasm, night buses, talking paintings, time turners and so on and so forth... all these exciting products of J.K. Rowling's fruitful imagination blending with centuries of fantasy literature, bloom as smoothly as naturally in the third opus of the Harry Potter's series: ""Prisoner of Azkaban"". I liked it a lot and I was surprised by how much I liked it."
53,8,It was a terrific experience.,"Sometimes I got angry with myself for not reading the books when I was a kid. Even though it was too late, I read the books. I loved this movie (since I didn't read the book when I was a kid) and it was also a little scary for me. It was a terrific experience."
54,9,A solid work of art.,This movie marks the departure of the lightheartedness of the previous movies into a much more serious and somber journey. The moody visuals and cinematography convey the inner emotional experiences of the characters. The scene with the Dementors on the train captured everything I'd imagine when reading the book. They definitely did the book justice w/ this movie.
55,,A darker Potter... could have used more humor...,"What strikes me most about this third Potter film is how truly dark it is during its two hours and twenty minutes of storytelling. Darker both in theme and in cinematography. Although the photography is striking at times, too much of the film is enveloped in darkness which is going to make a lot of the special effects look a lot less intriguing when it makes its transition to home video."
56,10,Beautiful,"Beautiful movie, one of the best of the saga, dark and gloomy. With this film we begin to face dark and more mature themes of the wizard who has now grown up and faces an adventure among the most disturbing that there are against creatures that have become iconic."
57,8,Cuaron never dissapoints,The Prisoner of Azkaban is directed by my favorite Harry Potter director Alfonso Cuaron. Cuaron brings fresh and beautiful shots to Harry Potter universe. This isn't my favorite Harry Potter movie but I would say it is in top 4. This is the best way to start making darker and darker Harry Potter films.
58,10,Superb jump in quality,"It's the same writer, so what changed? Simple, the director.<br /><br />Alfonso Cuarón showed his talent, ingenuity and imagination, to bring to life the already good scripts that were wasted in the first two movies."
59,9,JK And The Film World At Its Best,"I liked this film so much, I read as many of the negative reviews as possible. (In an attempt to remain balanced!) Here, JK is at the height of her literary powers. So, I can completely sympathise with the dedicated book fans who shout loudly regarding the curse of film-making... Plot editing and adaptation."
60,10,Most beautifully directed Harry Potter,"The hippogriff scene with the John Williams score is pure cinematic amazement. The creepy dementors, the night bus, Aunt Marge blowing up, Harry not taking crap from anyone anymore, the ""Ridiculous"" scene, the quidditch scene in the sky, the New Albus Dumbledore, the character of Serious Black, and Harry's personal growth and sense of self-discovery throughout the film is all ""brilliant"" material to say the least!"
61,10,One of the Best Fantasies on Film,"I was not crazy about the first film, and while the second film was better it still wasn't the be all and end all. This film is damn near close to being the be all and end all."
62,10,"More than just the best ""Potter"" film (to date). It can also hold it's own against the best of fantasy entertainment.","If there is a scene that sums up my feelings about this film, it would probably be where Harry is forced to ride Buckbeak the hippogriff (""Don't pull out his feathers,"" warns Hagrid, ""cause he won't thank yer for that!""). Initially, Harry hangs on for dear life, but as the flight progresses over Hogwarts and its nearby lake, Harry suddenly feels a sense of complete exhilaration."
63,10,"Not Only the Best Potter Film, but One of the Greatest Films Ever Made",This film defined my childhood. I am a 2000s kid and there is no other the film that gets me to feel like a kid again but this one. Prisoner of Azkaban has everything you want from a cinema-going experience from a perfect cast to perfect cinematography to perfect direction.
64,10,Expect(o) to be let down by future installments,"Prisoner of Azkaban is the only installment of the Harry Potter series to stray from the formula ""Voldemort is trying to kill Harry"". That's one of the reasons I liked this movie so much. It lacks the sense of impending peril present in ""Sorceror's Stone"" and ""Chamber of Secrets"" and the lack of oppressive atmosphere allows for the most complete (as of movie 4) character exploration of the entire series."
65,10,GREAT,"""Harry Potter and the Prisoner of Azkaban"" is great. I can see why this is most Potterheads' favorite HP film, thanks to the perfect story, the time travel sequence and Alfonso Cuaron's direction. It is not my favorite HP film but it is definitely great."
66,10,Much better than the first two movies combined,"Harry Potter is back and this time it's more enjoyable than the first two movies. To be honest here, I actually like this movie. I was never a fan of the first two movies because they concentrated on bringing eye gawky teenage girls than actually caring for a story, but the special effects and John Williams' music made things up for me. All the principal actors from the first two movies return; Daniel Radcliffe, Emma Watson and Rupert Grint are back as Harry, Hermione, and Ron in which the story behind the Prisoner of Azkaban is that a killer name Sirus Black (Gary Oldman) has escaped from the prison of Azkaban in which he is after Harry Potter and wants to kill him. Harry isn't scared, as he is ready to kill the murderer who is after him. With an all-star cast featuring Emma Thompson as a teacher and Michael Gambon replacing the late Richard Harris as Albus Dumbledor, the acting is superb in which not only the three main actors have matured, and the special effects and John Williams' music are ten times better than the first two."
67,10,8 Great Movies. 1 True Masterpiece.,"You really get a sense of the filmmaker behind the movie here. Chris Columbus's films were brilliant in their warmth and whimsy, but you never got the sheer stylistic watermark present here. Alfonso Curaon's Prisoner of Azkaban can be isolated from the remaining 7 Harry Potter's, and standing alone you'd still have a piece of movie magic."
68,6,Animagus!?!?!,"This is probably my favourite book in the series. I read the books late and after I had watched the films (I recommend reading them first). One of the reasons that it is my favourite book is because this is one of the most least explained films. Why the hell would they not explain why Sirius and Peter are able to be an Animagus???And also in NONE of the films do they ever explain that James Potter is also an animagus and transforms into a stag, hence the reason Harry's patronus is a stag. They also haven't shown they form of Harry's patronus at all in this film. There are loads of other reasons why I have this film a 6/10. It's not awful, like I said I really enjoy watching all the films, but this particular one really gets on my nerves in terms of content from the books."
69,8,Care for tea?,"As a Potter fan, the world is a rather sad place to be hanging around. It's a matter of principle, no more, no less. The refuge one may find in the books is comforting in an enchanting way, but can the films be so as well? After watching HP's one and two, nay was all that I could say. Both films were somewhat played down in quite a few regards and despite differing only in details from the books, they both achieved the tremendous performance of boring me to a paralysis-like state. Surely enough, there were things I liked, but reality and fantasy remained two separate things: you can't get a Harry Potter without taking him from the muggle world and the muggle world simply needs time to learn and to grow up. And they did, all of them, those little brats, all for Harry's sake and under Cuaron's guidance! "
70,9,Best Film of The Series,Of The 7 films made this is very much my favourite and l would give it 9 out of 10.
71,9,The best in the entire series!,"""Harry Potter and the Prisoner of Azkaban"" was directed by Alfonso Cuarón and is the third entry in the Harry Potter franchise. After the second movie, ""Chamber of Secrets"" felt just as childish and very similar to its predecessor, the decision was made to hire a new director for the next instalment. This was not only justified but also much needed for the series, as this is the first movie that is a lot more dedicated to its characters and generally feels much more suited for adults through its dark themes."
72,9,My favourite Harry Potter film,"Harry Potter and the Prisoner of Azkaban (2004) directed by Alfonso Cuarón is my favourite of the entire series - due to its clever plot with time-warping, Cuarón's brilliant direction, and the magic intact from the earlier films. As a note, I am also a fan of the later films, which are more ominous and dark in their atmospheric expression."
73,7,a mixed review,"Harry Potter and the Prisoner of Azkaban is a ""fan film"". By this I mean the makers have made the assumption the majority of viewers, the core audience - are fans of the Potter series. As a stand alone film would leave a viewer confused by a fast moving plot devoid of a lot of detail contained in the original book which the film quite closely follows. To fully appreciate the movie, prior knowledge through reading the book would be most beneficial, it would allow you to fill in the many blanks."
74,7,A darker offering but still as magical,"I have to admit that when I first saw the PoA, I didn't receive it as warmly as the previous two outings. However after viewing PoA again at the cinema and subsequently on DVD, I tend to believe it virtually as well done as Chamber of Secrets and hence slightly less than Philosopher's Stone. There are still the little tricks and quirks that make it 'Harry Potter' and all characters returning are great... except one. It was with great sorrow I heard the passing of Richard Harris and therefore I tried to look with respect and allow that Dumbledore is replaced by Michael Gambon and give him the benefit of the doubt. However the shoes of Richard Harris are too big for him to fill. The majesty of Dumbledore is not the same and regardless of good intentions, it detracts from the movie."
75,8,Harry Potter and the Difference of Direction.,"This third Harry Potter film strays from both the lighter Chris Columbus movies and the book it is based on. This means that it sticks out like a sore thumb, but it is a well directed sore thumb. It is by far the most exciting of the three movies. The movie may not be quite as magical as the first two, but it does capture some of the severity of the book. The scene in the shrieking shack is tense. The scene where Harry goes into a hallway after seeing Peter on the Maurauder's Map, while not in the book, is still an effective scene. I think that it was wise to take out the center of the book, because, none of the movies written by Steven Kloves are very faithful except in structure anyway. Why keep the basic story, but slant everything and say ""we are faithful""? The removal of the middle made the film easier to make exciting without that all that nasty character development that we hate so much. Fans of the book looking for a straight adaptation will be and have been disappointed. If Mike Newell can combine Columbus's whimsy with Cauron's tension, Goblet of Fire may be magical and exciting. Of course, this is assuming that Steve Kloves will stop doing the Reader's Digest versions of the books in his screenplays. The actors are growing up nicely. There is a stronger Daniel Radcliffe and a Hermonie that is ready for her date with Krum. Unfortunately, Richard Harris, who was a fine Dumbledore, is no longer with us. He is missed. The new Dumbledore, Michael Gambon is very different, but stronger in his portrayal. The music by John Williams is impressive as always. This is a very good movie that must be approached openly, although I would be very open to a version that followed the book more closely."
