,Rating,Review,Sentiment
10,8.0,"""Kung Fu Panda"" is easily the best film ever made by the Dreamworks animation studio. It was even better than ""Shrek"" and ""Over the Hedge"" (Both very good films) The animation was quite well made: Not only the characters look more ""Alive"" than in many other CGI productions, but also the atmosphere looks stylish and more than adequate for the tone of the film. The characters were very likable and the action scenes were not only very funny to watch, but also were much better directed than other boring live action films like ""300"" or ""Pathfinder"". Jack Black was great in his role as the main character, and the cast did a great job as well. I highly recommend this film to anyone! It has fun, action and adorable and likable characters. This is one of the best films of the 2008, along with ""Wall-E"". ",1
11,10.0,"One of the best comedy movies I've seen, this animation feature is both packed with action and intelligent at the same time. It's yet another variation on ""You can do anything if you believe in yourself"" and carries strong morale and educational message. But the way it's done, the incredible visual side of the story, as well as the dialogs, is just exceptional. You can't but love the fat Panda boy who's dreaming about being the greatest warrior of all China only to wake up to the reality of hawing to serve noodle soup in his father's shop. Unlike his father, who also dreamed but never found the courage to act on it, Panda follows his calling and by ""luck"" get chosen to be the legendary Dragon warrior by the Kung-Fu grand master, the old turtle, to defeat the evil tiger. That's when his training and troubles start. It's really for anyone between 3 and 100 and I laughed and loved it from the titles in the beginning to the very end. Much recommended.",1
12,10.0,"Caught a screening of ""The Panda"" and all I can say is wow! I took my 6 year old daughter, who has the attention span of a 6 year old, and she wants to see it again. So do I! ",1
13,8.0,I was almost dreading seeing this movie - we won tickets to the screener and from the first scene I found myself laughing out loud. The movie is so much better than I thought it would be (and that was bad) - I expected the comedy to be slapstick/junior/potty but it wasn't. The story was also good enough to keep my kids focused glued to the screen. The animation is wonderful. Music is tasteful. I can't imagine anyone but Jack Black pulling off the voice though - he definitely made the movie for me. The only thing distracted me was that most of the movie I spent trying to figure out who was doing the voice of Tai Lung (Ian McShane). As mentioned previously in the forums about the pop culture references in this movie - I don't remember one - very nice indeed - it works with some of the other movies but I can do without. This is the first movie in a while I'd like to see again.,1
14,9.0,"I had the fortune of seeing this film the same day I saw another Dreamworks film in the theater--MONSTERS VS. ALIENS. Because of this experience, I think I enjoyed KUNG FU PANDA much more, as by comparison it was a much better film. In fact, though the Oscar folks would heartily disagree, I even enjoyed it more than last year's Oscar winner, WALL-E. That's because while these other films looked exceptionally nice, KUNG FU PANDA actually looked as good but offered a lot more entertainment and fun. Sure, it wasn't as deep as WALL-E, but it was enjoyable and didn't try to be a message film. And MONSTERS VS. ALIENS had a great idea, but the laughs were rather sparse.",1
15,9.0,"I saw this movie in the Cinema last night. I can not recommend this movie highly enough to kids of all ages. it is a long, long time since i have heard a Cinema audience laughing so much during a movie ( i think the last time was during Gigli!).",1
16,9.0,"Kungfu Panda is marketed mainly as a children's movie with very childish style of cartoon-making and Jack Black. But it turned out to be eccentric and wonderful, a good story to bring your family to. If the box office becomes a flop(which is already impossible), it should be attributed to the marketing only.",1
17,10.0,"It seems like this is a movie made for all the fanboys out there,  regardless of what their obsessions are about. You know, being one who  idolizes certain somebodies or some things, and given a day that Fate  decides to throw you a curveball and give you that one opportunity to  come up close and personal to meet and greet your idol in the flesh, or  be thrown into the exact situation that you've always been dreaming  about. What would you do, and would you go weak in the knees or be  overcome with disbelief that you're actually, finally, realizing your  dream?  Panda Po (voiced by comedian Jack Black) epitomizes exactly that in  Kung Fu Panda, and that struck a chord in me and with many in the  audience as well. And for that, no matter how cliché the story would  become, it had already done its deal and made the connection. It is no  wonder it is rated G here, and I expect that the holiday season would  allow cash registers to ring, for animation fans with the different  styles utilized to tell the story (you must be on time and not miss the  opening sequence), for kung fu fans to get a kick out of classic kung  fu moves personified in their animal forms - Tigress (Angelina Jolie),  Crane (David Cross), Mantis (Seth Rogen), Viper (Lucy Liu) and Monkey  (Jackie Chan) - collectively known as the Fearsome/Fab Five, and for  the kids, given the obvious reason that hey, the protagonist is a  cuddly bear. The marketing department, if not already done, should  stock up on the plush toys, not only of the hero, but the supporting  casts as well. And make their younger forms available too, for they  will sell.  Story-wise, I can't help but to note its tip of its hat towards the  Jackie Chan martial arts movie of the past like Snake in Eagle's  Shadow, Eagle Shadow Fist, etc. The formula which follows a misfit with  weak or zero martial arts background having to undergo harsh training  under a kung fu master, finally realizing his true calling in time to  defeat the villain everybody fears. With the Jackie Chan movies, the  demise of loved one always trigger off a chain reaction, but since this  is G-rated, you won't have the pleasure of having blood spilled, but  with so many splatter-type movies in recent times, I have to admit this  was refreshing, and even having animated animals that talked, didn't  irk me as they are just so lovable here, in their own right.  It's an excellent and very even mix of comedy and drama, even though  they are quite cliché at times if you grew up with the formula, but I  thought that was the point. While the trailers might have given away  some stuff, there are still lots more available which are hidden up the  sleeves, and some minor word replacement such as ""suck"" to ""stink"",  though you would likely be able to stay a step ahead throughout and  even guess whatever secrets the movie have, actually are. For its  stylistic training sequences, they became a throwback and a link to the  fore-mentioned Jackie Chan movies. The fight choreography isn't done  shoddily too with its designing of fights true to the characters'  forms, and integrating them all in a manner rarely seen before. Since  it's an animated flick, it was able to, and probably ramped up  whatever's possible in the kung fu fantasy realm, to give us everything  from rooftop flights to an incredible prison break. It didn't waste any  effort in tapping from the wealth of kung fu material, what with the  various names of deadly moves, secret manuals,  teacher-student feuds, and the best part of it all? Humour being quite  unexpectedly well placed, with more hits than misses to break out into  a hearty laugh by the panda antics.  For all its A-list voice actors in the movie, with the likes of Michael  Clarke Duncan, Dan Fogler, Ian McShane and those who provide voices to  the 5 key animals, Kung Fu Panda is clearly a Jack Black and Dustin  Hoffman vehicle. The bantering between the two is priceless as the  latter plays Sifu (duh) the master teacher, a highly-strung and serious  character who has a past they are shameful about (don't they all). And  as his own teacher Oogway (read: Wu Gui, aka tortoise, voiced by  Randall Duk Kim) advises, herein lies an opportunity for Sifu to  rediscover himself when training possibly the next-big-thing (pardon  the pun) Po, whom he foretold as the mythical Dragon Warrior. So begins  the forging of friendship, long lasting bonds and trust between the  two, even though they got off the wrong footing. And you can probably  feel for Po, because for a fanboy type, having your idols scoff at you  at first opportunity, is actually quite painful.  As a kids movie, there's almost always a message to take away. Here,  it's a reminder to believe in oneself, which I guess is a universal  theme to instill some confidence in the young ones. You might not look  the best, nor are the best amongst your peers, but so long as you have  that attitude to want to learn, that should put you in good steed. As a  summer blockbuster movie, it's fun, thoroughly entertaining, and  doesn't try to be too smart. It's likely to be a crowd pleaser across  all age demographics, and an ultimate popcorn fare, so long as you  manage to keep the popcorn away from the thieving hands of the panda.  And with this release beating local film Kung Fu Gecko to the screens,  I wonder what's the status currently on the Nickson Fong project.",1
18,,"Dreamworks has finally made a cartoon I can stand. It has finally outgrown the limits of its founders, three men an the attitude of good enough. They've for the first time put more money into one of these than in the promotion of it. They've finally weaned themselves from the contracts with Microsoft.",1
19,10.0,"First I need to make it clear that since I was born and grew up in China, this review might be biased because there is so much more I appreciate from the movie, given my cultural background.",1
20,10.0,"I Love it! The story was great and the background was beautiful, it really felt like an ancient Chinese city. This original story is one of the best since Shrek. And the meaning behind the story may be even better! The story is about Po, an overweight panda who is the son of a noodle maker, who dreams of Po following in his footsteps. But Po longs to be a ninja fighter. Po is as you know is a panda bear and the film's unlikely hero: as the bigger than life and completely lovable bear voiced by the comic genius Jack Black. Po is a Sweet but clumsy, bear who hears the news the ancient and long awaited dragon warrior will be named, so he runs (as much as he can) to hear who will be named at the celebration.",1
21,8.0,"Po (Jack Black) is a panda who is a big fan of Kung Fu. Master Oogway is about to pick the Dragon Warrior when Po stumble into the ceremony. To the dismay of the Furious Five and Master Shifu, Po is picked the Dragon Warrior. Po is chubby, and inexperienced. When the powerful Tai Lung escapes from prison, everybody must battle to save the valley.",1
22,,"Pure adventure, educational comedy, great animation and a special character. After its end, all seems so simple. But it is not. Because it gives hope and a precious lesson, because it works as precise encouragement, because the fight scenes are great and the characters unique. Because you feel it . And because it has the perfect ""package"". So, Kung Fu Panda"".",1
23,8.0,When you watch Kung Fu Panda you can't help but wonder: why wasn't this done before? Kung fu and CGI make a terrific mix in this entertaining tale of a clumsy fat panda who becomes a true kung fu master. ,1
24,10.0,"There have been many films about China that the Chinese themselves didn't like. They didn't like Disney's ""Mulan"", they didn't like ""Crouching Tiger, Hidden Dragon"". This list goes on. Westerners have westernized the stories or included elements culturally offensive or unintelligible, and humour that, in the Orient, just isn't funny. Well, all that has changed. Last night I went to see Kung Fu Panda in Shanghai (in English with Chinese subtitles). Shangahai is the biggest city in China. The cinema was packed. And from start to finish there was non-stop laughter, excitement, and joy. The humour was universally funny, the culture was dead-on, and the story hit home with the Chinese. They could relate to the characters and their situations. They laughed. They laughed until they cried. Visually, the movie was just beautiful to look at. As an adult, I usually don't enjoy watching cartoons. But this one was more fun I've had at the movies in a long time. The timing of the film's release with the 2008 Olympic Games in Beijing coming up is perfect. A job well done to all involved with the making of this little gem!",1
25,9.0,Saw this movie today. It was both entertaining and imbibing good values. For kids a definite watch. For adults too.,1
26,10.0,"This is just the sweet spot you want - animation perfection coupled with a fine story that delivers an extremely enjoyable, very funny lovely gum drop of a film.",1
27,10.0,"What a fabulous movie...great output from Dreamworks...This is the film, can be watched by all section of audience...very entertaining...The artists selection was too good....Jack Black the real show stealer...I don't think there was any expectations about this movie before release, but if you go with high expectations, definitely it reaches beyond.",1
28,8.0,"This was a nice movie with likable characters but, frankly, I didn't find it anything memorable. Yes, it was beautiful artwork but I read where it was the most beautiful animation ever put on screen, and I didn't find it lived up to that. I guess my expectations were sky high, which made it almost impossible to meet. The story could have used more laughs, too. I think that was the main thing that slightly disappointed me: the humor was mild, not laugh-out-loud funny.",1
29,7.0,"Kung Fu Panda is Po (Jack Black), a bear who does not have the right girth for the martial arts. He works in his father's noodle restaurant but dreams of joining the Furious Five, China's famous kung fu fighters which also represent a style of martial arts. Tigress, Monkey, Mantis, Viper and Crane.",1
30,9.0,"Went to see Kung Fu Panda on Saturday with very high expectations and I wasn't disappointed in fact, it was better than I thought. I was funny and it has a lot of action and adventure. It is also a movie that leaves you some valuable learning like ""never give up"" and ""always believe in yourself"". A very good story about an Enthusiastic, big and a little clumsy, Po is the biggest fan of kung fu around which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of kung fu and studies alongside his idols, the legendary Furious Five--Tigress, Crane, Mantis, Viper and Monkey--under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. It is like a tribute to all those Chinese kung fu movies. The cast of voices is excellent, Jack Black, Angelina Jolie, Jackie Chan, Lucy Liu, Dustin Hoffman, Seth Rogen and Michael Clark Duncan all with awesome performances. In conclusion, this is one of the best movie of the season and the best animated DreamWorks movie since Shrek 2.",1
31,9.0,"""Kung Fu Panda"" hits all the right notes of a terrific animated movie: gorgeous artwork, engaging story and characters, and it's made for everyone - big and small.",1
32,8.0,"Jack Black is on form with his latest outing 'Kung-Fu Panda' a funny and excellently animated tale of dreams, ambition, self belief and of course Kung-Fu. Po is a panda stuck in his job at his dads noodle shop but as he cooks and serves he secretly dreams of being a Kung-Fu master and part of crack fighting force 'The furious five'. Trained by Shifu the five are being groomed so one will become the Dragon master and protect the village from the wrath of the evil Tai Lung and in a hilarious set up that task falls to the reluctant Po. Cue comedy training scenes and 'Karate Kid' style balances on one leg as the clumsy and unfit Po tries to become the ultimate fighting force. With an all star cast of voice talent here, Black, Hoffman, Jolie and Chan to name but a few, the characters are instantly likable, but what sets this film apart is really the animation which is simply stunning and often uses matrix style slow motion to great effect as the camera whirls you round a fight scene that just stays the right side of not making you dizzy. The story despite being heavy on the morale of believing in yourself and you can do anything rhetoric is a strong one and the script is full of great jokes. Add to this some fun slapstick and it should have the adults laughing along with the kids. To quote Po 'there is no charge for awesomeness' well the price of a cinema ticket anyway, but I assure you its well worth it.",1
33,9.0,"One of the most wonderful animated films there are. I have always thoroughly enjoyed Kung Fu Panda, and this viewing was no different. In fact, I think I probably appreciated it more than ever.",1
34,8.0,"(In the style of the 70's disco hit song ""Kung Fu Fighting"")",1
35,8.0,"Kung Fu Panda is one of the best Dreamworks movies. Jack Black kills it, and the action scenes are actually really cool.",1
36,8.0,"After the disappointing SHREK 3 and the only ""cute"" OVER THE HEDGE, DreamWorks Animation finally delivers another highlight to the CGI animated universe.",0
37,8.0,"Watching this movie should easily explain why the Kung Fu Movie Genre simply refuses to die ever since movie technology was brought into China in late 1910s-- Kung Fu is essentially about self-cultivation, and so usually involves a human-interest story no matter how simple or complicated the plot is. And as others have noted, despite the lack of any real originality (Kung Fu Animals have been long existed in Chinese fantasy literature/ animation, see 1965's ""Uproar in Heaven"")-- Kung Fu Panda is done with such style and skill (or the Chinese would say, ""Kung Fu"") that it easily explains, again, why the Kung Fu Movie Genre simply refuses to die.",1
38,9.0,"Kung Fu Panda, when I saw this trailer, I have to admit, it looked pretty lame, it just seemed like a typical CGI kids film that wouldn't be much fun for the grown up's and like it would be forced humor. But I decided to go ahead and see the movie today, I'm so glad that I gave it chance because this was such an enjoyable film not just for me, but the kids as well. As I looked around the theater, everyone was just having so much fun watching Kung Fu Panda, the jokes, the animation, the voices, the story, I felt like I was watching real kung fu movie. The action sequences were so exciting and you couldn't help but just cheer for the warriors. I loved how the animals represented all the kung fu movie: the viper, the tiger, the praying mantas, the monkey, the crane, and the panda. This movie is just so much for the entire family to watch.",0
39,8.0,"A fun movie The action scenes in the movie were great, the five characters did not answer me, but the character of Poe was a wonderful and funny character, the villain in the movie was excellent for a children's movie, my problem with the movie was the lack of comedy in the film and the last fight that could have been better than Appeared in the movie I recommend watching the movie.",1
40,6.0,"Po is a panda (voiced by Jack Black) who dreams of being a kung fu master; however, being a little on the large side and just a waiter in a noodle shop, the chances of him realising this fantasy seem relatively small. But when Po leaves work to witness the selection of the Dragon Warrior (the mighty martial artist who is destined to save the valley from dreadful danger), he somehow finds himself chosen for the position.",0
41,7.0,"Pixar is where it is at for me animation-wise in Hollywood. Maybe that makes me a snob, but something about their films resonant on a level that the others can't even begin to touch. Sure Shrek and Madagascar are funny, but besides the off-belly laugh, they are kind of shallow and hollow. With that said, I went to check out Dreamworks new foray into computer graphic cinema, Kung Fu Panda. Admittedly, I knew very little about this thing other than the fact that Jack Black and Angelina Jolie voiced characters. It could possibly be due to the fact that I don't watch much TV, but I've seen sparse promotion at best until walking into the theatre and seeing a giant 3D panda in the lobby. On the whole, the film plays out much like you'd want a family/kid friendly picture to. We are given examples of friendship, belief in oneself, and humilityall life lessons we hope to inspire our youth with. With a good backbone such as that, along with some humorous bits and stunning action choreography, this panda definitely packs a punch doing his job: entertaining the audience right until the final frame.",1
42,10.0,"I can't exactly describe my feelings when I first saw this movie yesterday. It's awesome. The dreamworks has done really a good job in expressing Chinese cultural elements! It made me and my friends and all the audience laughed from the beginning to the end. When the movie came to its end, 90% of the audience didn't leave the room as usual. They stayed until the HP picture came out! Every scene is so precious and lovely that everyone didn't want to miss it! As a Chinese citizen, my feelings are complicated when I saw that the culture are so nicely expressed on screen by some foreign movie makers, but it's good, isn't it? Chinese movie makers should learn a lot from Hollywood.",1
43,9.0,"Somehow I had in my head that this would be a monotone boring 3D cartoon. They 3D movies are . Even the Incredibles (a famous 3D movie series), has been utterly boring and flat to me.",0
44,9.0,"I must admit I was a little skeptical going in to watch this movie, the main reason being, Dreamworks, in my opinion, has not produced a good movie since Shrek. By good movie I mean, a movie with a good story, heart, and humor. The Shrek sequels and other movies from the studio have all been corny and shallow, utilizing big name voices but with little in the manner of storyline and heart. Pixar, did exactly the opposite. Avoiding big names as much as they could except for where they felt it was necessary to help the storyline. Pixar put movie first, then voice actors. Dreamworks the reverse. And look at which company does better. Pixar of course! ",0
45,10.0,"When a layperson is introduced to the opus of Chinese Martial Arts, the animals,birds and insects commonly present in fighting techniques are Tiger,Snake,Monkey,Leopard,Crane,Mantis,Eagle,Horse,Tortoise,10000 bees,Centipede,Scorpion,Gecko,Toad and several other relatively unknown styles.",1
46,8.0,"If awesome fight sequences, crazy- mazing animation, and Funny humor are your thing GO SEE THIS MOVIE!",1
47,8.0,"After seeing the commercials on TV for this one, I didn't want to see it. It looked inane and more of a children's movie than one for adults. Today, though, my friend wanted to go, and I was pleasantly surprised to see one of the best movies I've seen this year. I was first struck by the art work... not the CG/animation but the artwork, the backgrounds and sets of the scenes. They're stunningly beautiful, as is the soundtrack. Then the story pulled me in, even the minor things like why a Panda has a goose for a father. I really liked the ""Crouching Tiger, Hidden Dragon""-type action scenes; they were really well done, using the characteristics of each character to add to what the character was able to do. The villain was especially well done, intimidating but not over-the-top scary that would scare small children. (There were many children in the theatre of course, but the movie kept them interested apparently because they were all well-behaved, engrossed in the movie.) The acting was well done as well. I'd wondered if Jack Black would be as funny when you can't see his physical humor, but I shouldn't have worried. I read a review of the movie this week that said Angelina Jolie wasn't very good. I'm not really a fan of hers, but I don't know what movie that reviewer saw; I thought she was great. In fact, I wish there had been more scenes and actions with the 5 Kung Fu warriors, the Monkey, the Snake, the Mantis, the Tiger and the Stork. They were all excellent as was the Kung Fu Master, voiced by Dustin Hoffman. Hopefully, there will be a sequel (done as well as this one was) and we will see more of those characters, and find out about Po's father.",1
48,8.0,"I hate talking animal movies and CGI movies so when you put those two together, it's usually a pretty bad combination for me. There have been a few exceptions like most of Disney/Pixar's films and now, Kung Fu Panda. I'm a big fan of kung fu movies and I think most fans will enjoy this movie because it seems to have been made specifically for those people.",0
49,9.0,"I was very entertained by ""Kung-Fu Panda"". This movie ranks among Dreamworks Animation's best along with ""Shrek"", ""Shrek II"", and ""Antz"". The animation as a whole was excellent, including the fantasy sequences that took the form of supposed 2D animation. Even when the animation was 3D, the animation had everything down to a T from the blades of grass to roof shingles to animal's fur.",1
50,10.0,"When I watched the trailers to kung fu panda, I scoffed and sneered at the stupidity of a rude panda barging in and demanding to learn kung fu. If someone had asked me to go to that movie, I would have laughed in their faces, but gone anyway for the popcorn. As I watched the preview, I thought ""Well there's a waste of time and money, There's something I would never like."" ",0
51,7.0,"I am not a big fan of Dreamworks' non-Aardman movies after Shrek. They used too many jokes, pop-culture references etc. instead of serving real story with real characters. The only exception is, I think, Over the Hedge, which, while not really Pixar-standard, is one where they didn't overuse pop-culture references but gave us lovable characters and a good story. I think Kung Fu Panda is closer to Over the Hedge than other Dreamworks-movies. Actually I didn't find real pop-culture references (while there may be a lot of references to martial arts movies - I lack knowledge of them - there is nothing that does not fit to the story and the characters) at all. Slapstick is very childish in the movie; I can understand that, they wanted to sell it to the little ones too. But other than that, and most of the time, it is a beautifully-animated kung-fu movie with great scenery that is more for adults and kung-fu movie lovers than for children. They even give time for character building, although it is only for the Panda and the two masters; others are really one-dimensional (they even don't really have too much screen time for more). The story is nothing new, but maybe that's not something you would expect from a Kung-fu movie. All in all, the movie is much more fun and sensitive but with less jokes than its ads suggest. i did like it even if I didn't love it - maybe you should be a kung-fu fan for the latter.",0
52,,"Po may well dream of kung fu glory but the reality is that he is heavy, lazy, food-focused and likely to spend his life in the noodle business like his father. When the test for the Dragon Warrior is announced, Po hopes at very least to be an observer of the contest. So imagine his surprise when he finds himself to be the one chosen. Trainer Shifu and his students are sceptical at least and furious at worst, but are confident that Po will soon quit, but they do not count on the sheer, good natured pleasure that Po takes from just being involved. Thing is, what Po doesn't know is that the Dragon Warrior is prophesied as the only one who can stop the powerful and evil Tai Lung, who has just broken free of a prison of one prisoner and a thousand guards.",1
53,10.0,"My opinion:-- KungFuPanda is the best animated movie so far. I have seen almost all of them (toystory,incredibles,ratatullie,shrek,iceAge you name it). But KungFuPanda beats all of them. I enjoyed it thoroughly. It made us laugh like anything. Very good comedy scenes, well crafted anime art, Good action sequences, good Chinese landscapes, and very well told story. The screenplay is great. Special mention to the voices. Jack Black Rocks !! He blends into PO as if he was born to voice for PO. Dustin Hoffman suits perfect for Master Shifu. Dreamworks has surprisingly given an awesome anime picture. ",1
54,8.0,"Fortune cookie wisdom is imparted throughout the colorful KUNG FU PANDA. Some of it makes no sense out of context but it all amounts to some very simple, very basic advice about believing in the warrior within. ""There are no accidents,"" claims the coolest of Zen master turtles after a panda drops from the sky at just the right moment to be deemed the next Dragon Warrior. There are especially no accidents when no risk is taken. That panda is of course the panda from the title and from the moment this lazy emotional eater is ""discovered"" as the warrior that will go on to save the kingdom, you know exactly how the entire thing will play out. Po (voiced by an increasingly subtle Jack Black) will drown in doubt while he trains for something he doesn't believe himself capable of; the other animals will badger him into giving up; but eventually, he will find his inner kung fu master and save the day. Subsequently and expectedly, reviewers will call it out for its lack of originality. That's how it goes.",1
55,9.0,"KUNG FU PANDA (2008) ***1/2 (Voices of: Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, Laura Kightlinger, JR Reed) Very entertaining animated fare with Black voicing the wannabe titular character, Po, who may or may not be the destined martial arts savior for a village menaced by the sinister snow leopard Tai Lung (a scary good McShane) who wants revenge after being imprisoned by his mentor Shifu, the raccoon (Hoffman in fine, gruff but lovable form). Wonderfully realized animation from the amazing pre-credit sequence to the heroic ending. Fine family fare indeed; Black has a field day and some pleasantly surprising nuanced vocal chops. (Dirs: Mark Osborne and John Stevenson)",1
56,8.0,"When I saw the preview I didn't know what to expect knowing that Jack Black was in it. However, I was pleasantly surprised. The movie was hilarious, I couldn't stop laughing. I liked the part where they were hiding food under the pots and playing the shell game with them. Jack Black did a good role. I like the noodle dad; this guy seems to be in all Kung Fu movies. Dustin Hoffman was great as the master. The film has a good message for kids in believing one's self. The animation was great. I didn't recognize Angelina Jolie as the voice of the tiger warrior. The film is entertaining for both adults and children. My wife loves animated movies so that is why we attend this film. My wife gives it a 8 of 10 Kung Fu kicks.",1
