,Rating,Review,Sentiment
10,10.0,"I can never pick a favorite movie because different movies have different effects. Goodfellas is my favorite drama. Face/Off is my favorite actioner. But when it comes to pure amazement, nothing beats Star Wars. We are introduced to a whole other universe with different creatures, different lifestyles, and different history. We are dropped in the middle of an intergalactic war between an empire and a rebellion that has raged for years and left the universe in ruin. It was the most fascinating thing to see when i was eleven, but to this day i am still a Star Wars nerd.",1
11,10.0,"Here begins the greatest cinematic epic of all time, and arguably one of the greatest stories ever told. Originally conceived as a serialized popcorn movie in the manner of the old action movies that Lucas grew up with, Star Wars surpassed even George's keen and bombastic imagination to become a central part of movie history.",1
12,10.0,The awesome special effects and the creation of creatures that are part of the vivid imagination of George Lucas are not the reason for the enduring popularity of Star Wars and the franchise it spawned. Rather it is because of the characters Lucas created that will live as long as we have cinema and the means to display it.,1
13,9.0,"When I first watched this in the cinema I was ten, it was 1977 and I'd never seen anything like it. It had me gripped from the start when a small spacecraft flew past being fired upon by another much larger one that was so big that it seemed to take ages to pass over the viewer. Unlike the recent prequels scenes such as this weren't cluttered with excessive CGI activity but instead showed what was needed in a way that hadn't been seen before. The special effects used throughout the film were ground-breaking for the time and still look great to this day, there is something more real looking about the models used when compared to today's CGI.",1
14,10.0,"Having grown up with the ""Star Wars"" trilogy, then ""Star Wars: Episode IV - A New Hope"" is a classic in every sense of the word. This is the epic story of good vs. evil and of light vs. dark. But it is also a story of heroism, bravery and adventure. I am an fan-boy, yes, but what is there not to love about ""Star Wars""?",1
15,10.0,"This movie when I first saw it as a kid absolutely amazed me and put me into a world where I wished I could be! The story is absolutely genius, the characters are amazing! Everything about this movie is amazing! George Lucas made an absolute masterpiece of a film!!!!! May The Force Be With You!",1
16,10.0,"This is not a review of the first ( and best ) 'Star Wars' movie. I take it, fellow I.M.D.B. users, that you are already familiar with the plot, characters and production history, and how its success changed the face of cinema overnight. So rather than rehash all the known facts, I want instead to recount a personal memory.",1
17,10.0,"Star Wars seems to lack the sense of importance that all of the sequels and prequels had. This one just seeks to entertain, and there's nothing wrong with that! Star Wars is one of those miracle movies (a term borrowed from Leonard Maltin) where everything went wrong but it all came together in the end, like Jaws and The Wizard of Oz. The movie was plagued by budget problems, and Lucas was so behind schedule he suffered a few panic attacks, which is probably why he did not direct the sequels. ",0
18,10.0,"Star Wars (A New Hope) is a near perfect sci-fi adventure that's incredibly bold, original and extremely entertaining. Mark Hamill, Harrison Ford, Anthony Daniels and Carrie Fisher all give incredible performances. James Earl Jones is fantastic as Darth Vader, one of the best villains of all time. Alec Guinness gives a great supporting performance. The visual effects are stunning and still look really good. It's extremely well paced and genuinely thrilling throughout with excellent action sequences and space battles. The music by John Williams is perfect as well as George Lucas's direction as the film is beautifully filmed.",1
19,10.0,"This great classic has so many good elements it's almost impossible to list them all: The breathtaking visual effects, still awesome 28 years on; the brilliant script, which mixed epic battles and duels with matinée-serial-style characters and dialogues; the debut of one of the greatest villains in cinema history, Darth Vader; John Williams'amazing and unforgettable score, among the Top 10 best scores ever...",1
20,9.0,"Star Wars is simply a fantastic film, on every level this film is amazing.",1
21,10.0,The best Star Wars movie is recommended for anyone who wants to start watching the Star Wars series to start this movie.,1
22,6.0,"""Star Wars"" is a 2-hour science fiction movie from almost 30 years ago written and directed by George Lucas. There really needs nothing to be said about how good this is for a 1970s movie, especially in terms of technical aspects. The Academy certainly got it right by giving them all these Oscars for it. However, it lacks in certain other areas unfortunately. First of all, the acting isn't too great. That is not really a problem of the characters though, but rather of the way they were written, which simply offered no room for outstanding performances. And Peter Cushing's character was downright forgettable despite being the main antagonist. Instead people remember Darth Vader obviously. Why? Because this film is all about the way the characters look and not what they do or say. A bit style over substance. Apart from that, I am quite surprised Alec Guinness scored an Academy Award nomination for his turn here.",0
23,10.0,"Princess Leia is captured and held hostage by the Imperial Army as it seeks to rule the Galactic Empire. An old Jedi Knight by the name of Ben ""Obi-Wan"" Kenobi may just be hers, and the rebels only hope. Teaming up with farm boy Luke Skywalker, scoundrel Captain Han Solo, and a couple of quirky droids, Kenobi sets off on a mission that could well shape the destiny of the Galaxy, and all who dwell within it.",1
24,10.0,"what can you say about his movie.it set the bar by which all movies to come would be judged,and this was 1977.i'm talking about the visual effects,which were nothing less than astounding.it still stands up well to any movie in that regard.remember,they didn't have the benefit of CGI back then,so they relied on miniatures.when you add to that,a compelling story and a soon to be iconic villain(not to mention,the colourful cast of characters)and you have box office gold.sure,the dialogue may be wooden and stilted at times,but that is overshadowed by the achievement of the film.Besides,the film was marketed at 12 year olds,so they're not gonna care about stupid things like dialogue.The original ""Star Wars"" or as it is subtitled ""a New Hope,was a landmark film and single handedly reinvented the science fiction genre. Obviously 10/10",0
25,,"The Republic has fallen and the Empire rules the galaxy as a dictatorship, seeking to destroy dissenting voices.  The Empire's ultimate weapon, the Death Star, is fully on line and capable of destroying whole systems.  The Jedi have been destroyed, save a few living in hiding, unable to compete with the force of the Empire.  However Princess Leia has the plans showing a weakness within the Death Star.  Before she is captured by Darth Vader she gives them to droids C3PO and R2D2 and they escape.  When they land on a nearby planet they find Luke Skywalker and set out to find the owner of the droids Obi Wan Kenobi, or Old Ben Kenobi.  Obi Wan begins to train Luke in the way of the force as they try to get the information to the Rebellion before the Death Star can be used at full power.",1
26,9.0,"The film turn on the endlessly renewed battle between good and evil, the former represented by the Jedi knights and the mystical Force which they are in touch with, and the latter by the Galactic Empire with its Nazi-like storm-troopers ",1
27,7.0,"When Star Wars came out in 1977 there was nothing like it, it came out of nowhere and was so different. It is indeed a product of its time and would have fascinated many kids of the era. ",0
28,10.0,"I couldn't let the thirtieth anniversary season of ""Star Wars"" slip by without a commemorative viewing today to remind me of the start of this hugely successful franchise. Though it's not one of my own personal Top Ten films of all time, I can understand how so many fans come to see it that way. At the time it was a seminal film that reinvigorated the sci-fi genre; my first viewing when it debuted in theaters garnered more than a single 'Whoa' with each new scene and concept that hadn't been done before. I was particularly intrigued with the names of the characters George Lucas created for his heroes, sounding uniquely original and matching their physical description and characters. Could Luke Skywalker, Han Solo, or Princess Leia have been called anything else? How about Jabba the Hutt; he looks exactly how a Jabba the Hutt would look if there was a Jabba the Hutt. Makes sense, doesn't it? ",1
29,10.0,"During the attack of the Empire's forces under the command of Darth Vader (David Prowse) to her spacecraft, the rebel Princess Leia Organa (Carrie Fisher) hides in the memory of R2-D2 the plans of the powerful Empire's Station Death Star that spies from the Rebel Alliance have stolen. She assigns the droid to deliver the plans to Obi-Wan Kenobi with a message to give the plans to the rebels. R2-D2 flees to the Planet Tatooine with his fellow C-3PO in a space pod and land on the desert, but they are captured by Jawa traders. They are sold to Owen Lars (Phil Brown) and when his nephew Luke Skywalker (Mark Hamill) is cleaning the droid, he accidentally activates part of the message and he wonders whether it would be addressed to the old Ben Kenobi. On the next morning, Luke discovers that R2-D2 is seeking out Obi-Wan Kenobi and he goes after him with C-3PO. They are attacked by the Tusken Raiders and saved by a drifter, who is Ben Obi-Wan Kenobi (Alec Guinness) that tells part of his past as Jedi to Luke. He also tells that his father was a Jedi Knight and gives a light-saber that belonged to his father to Luke. Obi-Wan invites Luke to travel with him to Alderaan and when he finds that his family was killed by the Imperial soldiers, he decides to join Obi-Wan in his quest. They head to Mos Esley to hire a skilled pilot and they team-up with the smugglers Han-Solo (Harrison Ford) and Chewbacca (Peter Mayhew). Meanwhile the evil Grand Moff Tarkin (Peter Cushing) orders to destroy the planet Alderaan to show the power of the Death Star to Leia and the rebels. Obi-Wan feels the impact in the Force and when the Millennium Falcon arrives at the destination, the group finds only debris. Further, a tractor beam pulls the spacecraft to the Death Star. What will happen to the group and Princess Leia? Will they succeed in delivering the information to the rebels?",1
30,,"I was never a ""Star Wars"" guy growing up. I wouldn't say that I was a ""Star Trek"" guy growing up either (""Doctor Who"" was my sci-fi franchise of choice growing up, and still is, even though I'm not a big fan of Russell T. Davies' version of the show), but I would definitely choose my favorite episodes of the original series or ""Deep Space 9"", ""The Wrath of Khan"", and ""The Undiscovered Country"" over any ""Star Wars"" film. I've seen the original trilogy a couple of times previously, once as a kid, once in my mid-teens, and now I sit down to watch ""Star Wars"" again, having been inspired by catching half of ""The Empire Strikes Back"" on TV recently and being enthralled by it.",1
31,10.0,There was no way my review of this classic slab of pulp sci-fi was ever going to be anything but glowing; as a nine year old I saw George Lucas' space opera on its original release and instantly became one of a legion of fans who spent the next twenty years worshipping at the altar of the great turkey-necked director (until The Phantom Menace shattered all of my illusions).,1
32,9.0,"Director/Writer George Lucas's immensely Influential Film was itself Influenced by a Myriad of Classic Stories, Films, and Mythology.",0
33,10.0,"A classic story with a perfect cast, memorable score and dazzling special effects. Movies don't get any better than this. More space opera than true sci-fi, Star Wars takes you on a magical ride through a galaxy far, far away.",1
34,9.0,"Before there was a trilogy, before there were prequels, before there was an expanded universe with hundreds of books, comics and video games, before Greedo shot first and before Jar Jar Bink was a speck of light in George Lucas' eye, there was Star Wars. Even if it's not the best film in the series (it's not), Star Wars deserves its own place in the history of cinema, as a work that changed Hollywood forever. It brought back the grandness of the epic cinema of the 30's and 40's and multiplied it, creating a new era of spectacle and excitement.",1
35,9.0,"This is an incredibly entertaining and well crafted space epic that has become a modern day legend and spawned several (for me, disappointing) sequels and prequels. This classic is a basic story of good versus evil, combined with a futuristic space setting and special effects. While it may be kind of fun to jokingly tell others 'May the force be with you', no one should seriously be getting their theology from it (as a few cult like followers seem to) since really, it's essentially a science fiction fairy tale.",1
36,9.0,"The latest TCM production entitled TCM Presents A Night at the Movies: George Lucas & The World of Fantasy Cinema, was really 2/3 about Lucas's films and it seemed that 2/3 of that was about Star Wars - but that was OK because it finally drove home to me what I have suspected for years - that George Lucas did not and does not have a clue as to what made Star Wars great. He got lucky with the first one (this film) because it was a product of its time and was what people WANTED to see in 1977 - something hopeful and fun. Remember - or maybe you are too young to remember - movies in the mid 70s were extremely cynical post Watergate and post Vietnam. This one was different and even religious in an ecumenical way. Lucas got lucky with the second one because of the director and his input. To me, all the ones that came after The Empire Strikes Back were special effects filled duds. Now back to the original.",1
37,9.0,"In all honesty, I didn't plan on watching ""Star Wars"" on its 38th anniversary, but a happy accident nonetheless. To see this movie is to go back to a time when the mythology was in its nascent stages, before all the merchandising and parodies (really, a testament to its cultural impact, which is immense). It's deceptively simple; all of the classical elements are here - clearly defined heroes and villains, robots, space pirates, wizards, princesses, sorcery - remixed and flung off into a faraway galaxy. It all makes for a potent brew, to say the least. And when all is said and done, the movie's real power is its ability to tap into the kid in all of us. This is just plain fun, and not even Lucas' shoddy CGI rejiggering can tarnish that.",0
38,8.0,"This is the movie that probably changed sci-fi and fantasy films of the cinema, full of action, imagination, nostalgia, character development and charm. The 4th movie of the Star Wars trilogy, but the first and original Star Wars movie filmed, it starts with a ship being invaded by Darth Vader, who has kidnapped Princess Leia (Carrie Fisher). Later on, Luke Skywalker (Mark Hamill) teams up with Han Solo (Harrison Ford), Chewbacca (Peter Mayhew), Ben Kenobi (Alec Guiness), C-3PO (Anthony Daniels) and R2-D2 (Kenny Baker) in an attempt to rescue the Princess Leia, who leads a group of rebels to defy the evil empire controlled by a ruthless Sith Lord and guarded by his trusted servant, Darth Vader. They must also stop the Death Star from destroying the galaxy. The result is one huge mission to save the galaxy, supported by superb direction and story from George Lucas and a memorable music score from John Williams.",1
39,10.0,"George Lucas' Star Wars is a project unlike one I've seen before, as cliché and as empty as that statement might sound. It's a monumental achievement in the cinematic world, arguably the biggest one ever, that pioneered special effects work and accommodated for other science-fiction projects to follow in the next decades. When released in 1977, with sufficient hype and outstanding reviews, it was a movie-going experience; thousands of showings were sold out (something you never hear about anymore), universal audiences were captivated, cultists and enthusiasts were born, and the eye-popping technology was cherished and admired by many.",1
40,9.0,"Star Wars begins not with opening credits, as the guild would enforce in those days, but with a scrawl that has become legendary. Back then, it was a few lines of yellow text scrolling across a lengthy screen that would be photographed on the backdrop of an infinite star- field, losing itself in a vanishing point far, far away. A modest effect, yet those words instantly paint a picture so incredibly vivid that it would kick-start a hugely popular and successful franchise. And it is nothing without its iconic fanfare by John Williams. Take a listen to Holst's Mars movement and see how Williams transforms all the heroism, all the grandiosity and glory into one of the most recognisable themes of all time. And then we pan down and observe a little ship being pursued by a gigantic one, something so immediately identifiable, and we already are entranced. ",0
41,10.0,"Who would have thought that an experimental director would have had to resurrect classic hero story telling? Well, that's where they were in the 70s. And Lucas did it with such perfection. He did his research and he cared. And most importantly he was trusted to make the movie that he wanted.",0
42,9.0,"A long time ago in a galaxy far far away a young farm boy named Luke Skywalker encounters two eccentric droids, gets attacked by sand people and is then saved by an old wizard by the name of Ben Kenobi. After a brief chat the farm boy discovers that Ben and Luke's father used to protect the universe as Jedi Knights until his father was killed by the evil Darth Vader. After his aunt and uncle are killed Luke realises his destiny has been chosen for him and he and Ben are going to have to take on the empire, and from this point movie history will never be the same again.",1
43,10.0,There's not much to say about this movie this is *THE* movie that changed it all.,0
44,10.0,"Having read a lot of the other comments here, I have to say it's interesting to see how many people begin by saying how old they were when they saw ""Star Wars"" for the first time(Full disclosure: I was three. My parents saw it at a drive-in theatre, and all I can remember of that experience was seeing Darth Vader for the first time, and knowing that he was very, very bad). I think that speaks to its extraordinary impact. ""Star Wars"" was an event, I suppose in the way that the Beatles on Ed Sullivan for the first time was an event. It dates you, to a degree, but the reason it was important-- the reason it remains important-- is that it showed you what was possible. For much of the 1960s and 1970s, filmmakers had concentrated on showing us the brutal, heartbreaking truth of our world(The Godfather, Chinatown, Nashville-- some of the best movies ever made), and many of them succeeded brilliantly. But there's a place for dreaming dreams of things that have never been, too, and ""Star Wars"", with its epic tale of an Empire and a rebellion in a galaxy far, far away, was the dream a generation didn't know it wanted to have until George Lucas gave it to us.",1
45,7.0,"Filled with great characters and a fun story, Star Wars is well deserving of its reputation as a classic. John Williams score alone makes this a film worth seeing. The characters are unforgettable and the special effects impressive for its time, but very outdated now. The different alien species are one of the best things about the film. The Cantina scene showing an array of Lucas' creations is particularly fun.",1
46,9.0,"A New Hope will forever go down in history as the start of one of the greatest cinematic adventures of all time. This movie is everything - from characters, to character development, to the introduction of John Williams' famous score, to crafting a great conflict between the protagonist and antagonist.",1
47,10.0,"One word can describe Star Wars...Perfection with a capital P! Star Wars is so perfectly molded together filled with pieces all so crucial yet all so wonderful,John William's A+++ score, or James Earl Jones' powerful voice.Really George Lucas' picture should be put next to the word Lucky in the dictionary.He had such a bizarre concept,and people had doubts.I mean if he was pitching Star Wars to me I would too.Yet this is the Little Movie that Could so to say.The acting is A+,my personal favorite performance is Alec Guiness as Obi-Wan Kenobi.People would argue about Geogre Lucas not being a great director after the infamous Prequels,that's a load of B.S.Lucas pours his imagination on the screen and the audience is captivated.We have to give a standing ovation to ILM which started in the 70's with Star Wars.The movie is still amazing to look at nearly 30 years later and with C.G.I in the movie making mix.The plot sounds bizarre on paper but it works wonders on screen and flows quickly,I don't believe I have ever checked my watch while watching Star Wars.I have to applaud Mr.Lucas,Star Wars has fueled the imaginations of many and will continue to fuel generations to come.One moment can describe the impact of the whole Star Wars experience/impact for me,the scene where Luke looks into the setting suns accompanied by William's brilliant score.It's a very moving scene.I really think it tells you to look out for more in your life to become something so to say.Star Wars can only be surpassed by it's sequel Empire Strikes Back but looking back at both I think they are even.Empire Stikes Back and Star Wars are in my opinion the best movies ever made",1
48,9.0,"In 1977 Star Wars was released and 40 years after its release, pop culture still feels the impact that Star Wars brought it. Fantasy and sci-fi was combined in this classic cult, but the most charming thing about this movie is its characters, although being just introduced and not developed, but that's not a problem at all, in the following episodes they gained more development and deepth. Luke, Han, Leia and Kenobi were all interesting characters, and C3PO and R-2D2 are the most charismatic characters of the movie. Darth Vader, with such a magnificent and well-done design, have a strong presence in screen and keeps you interested about what are his motivations and backgroung, aside from what Obi-Wan told about him in the beginning, we don't know so much about the character.",1
49,10.0,"Star Wars, now known as Episode IV: A New Hope, is the perfect showcase of everything that makes a movie great. It is one of those occasions where everything in the film seems to of perfectly fell in place(although if you know the story behind the making of it, it wasn't so smooth). The acting, directing, writing, production design, special effects, and anything else I've forgotten, is simply top-notch. This movie did so many things for film, most notably the special effects, but it also gave us three of the greatest young actors of the late 70s and 80s, Mark Hammill, Carrie Fisher, and Harrison Ford. Then the film also created the blockbuster, and is the definition of what a blockbuster should be(humor, emotion, action, heart). On the last point the action is probably the most exhilarating and exciting action I've ever seen on film, the Death Star Trench Run is the definite highlight of the film. This film is just simply superb and is picture perfect, and is definitely one of the greatest and most memorable films of all-time. It's hard to believe that this all sprung from one man's imagination, George Lucas(writer/director of the film). STAR WARS!!!!!!!!! ",1
50,,In respect to the many kids of the seventies. I rated this movie as one of the greatest movies ever made. I was thirteen and enjoyed this fantasy getaway more than I could count. Like many other kids of the seventies you left reality before walking into the theatre and escaped into the adventure once the reels begin rolling. It provided the special effects and excitement a kid was looking for. Even today when I watch this movie on VHS I recall those times. Whenever I get the chance to watch it I feel like that eager thirteen year old over and over again. I hope the new movies will meet the same expectations of kids of  this decade and the next.,1
51,10.0,"Next to ""2001: A Space Odyssey"" this is the most influential science-fiction movie of all time.",0
52,10.0,"Forty years ago, screens of cinemas around the world got full of action, science fiction and fantasy with the premier of the STAR WARS movie, the one that the world would later know as Star Wars, Episode IV: A New Hope. It told us a story that despite the fact of being extremely futuristic, his creator did not set it as happening in a distant future but in a long forgotten past in a galaxy far away from here.",1
53,8.0,George Lucas was exhausted - and had lost several pounds - when his finished work finally was to be shown to the public officially on the big screen.,1
54,7.0,"After seeing all six episodes of the Star Wars saga several times apiece, I still think this initial entry is interesting but one of weaker ones in the series. Perhaps that's because by now, the special-effects look primitive but also because it's a little slow in parts, slower than the other five films. Sometimes, though, it's nice to have more lulls as these modern-day action films many times overdo the violence. This one, however, is just a bit too slow overall.",1
55,9.0,"It's what movies are all about, really - sitting in a seat that's already been worn in by a thousand other tushes, crunching as much popcorn under your feet as you crunch in your mouth by handfuls, sipping a soda that's three times as big as you would ever really need... and then there's this very quiet little opening line written on the screen, like a new way of saying ""once upon a time..."" and you know the fairy tale is beginning, but before you can even get ready to get interested, that fateful, stirring, uplifting and scary chord throws you deep into your seat, in time with a logo that's too big for the screen... and the rest is just a ride. That's what movies are all about and that's what Star Wars gave us.",0
56,9.0,"This film came along at just the right time for me.Upon it's initial release in 1977,I was 12 years old,which is the perfect age to see something this eye opening and different.I remember sitting and watching with just as much awe and amazement as perhaps 12 year olds from past generations seeing their first cowboy movie.I remember the thrills as though I saw it fresh yesterday.Upon seeing it again recently for the first time in many years,now well into my adulthood,I find,unfortunately,that the thrill that came with my first viewing did not come with me across the years.Despite this fact,I still saw a great film,one worthy of any home library.It's suspenseful,thrilling,and contains a great story line and interesting characters that we care about.It was great looking back on Harrison Ford when his hair wasn't quite so gray,Mark Hamill,whom we all thought would go on to be a great film star,though he has done little beyond this trilogy,Carrie Fisher, and,at least in voice,James Earl Jones(Darth Vader).Though the initial childhood thrill is gone,this is still a great film.",1
57,,"I recently revisited this, and remembered first seeing it. ",0
58,10.0,"George Lucas spent four years developing and working on the galactic fantasy Star Wars. This was after he directed the dystopian science-fiction film THX 1138 (1971) and the rites-of-passage American Graffiti (1973). Star Wars was inspired by the Flash Gordon cartoon strip. It cost $8 million to make in Britain with three little-known Americans in the leading roles, supported by British actors. The story is a simple adventure yarn, and Lucas draws on samurai films, Westerns and every kind of myth, ancient and modern. The dogfights are based on a close study of World War II films. Star Wars was an immediate success. It became one of the great phenomena of cinematic history. It spawned two sequels, three prequels and endless imitators, creating a demand for spectacular blockbusters that has not yet ended. Industrial Light and Magic, the special effects unit that served the film, became a multi-billion dollar organization. Lucas himself also became and has remained one of Hollywood's most powerful figures. The film certainly struck a nerve in an America recovering from the humiliations of the Vietnam war. Ronald Reagan, elected president three years after Star Wars was made, spoke of the Soviet Union as 'the Evil Empire' and gave his proposed space-defense system the title Star Wars. The original Star Wars trilogy contributed to the worldwide renewal of the filmgoing habit, but in creating an appetite for child-like blockbusters that depend on special effects rather than on character and subtle narrative, the film unfortunately played a key role in what was to be called 'the dumbing down' of America and popular culture.",1
59,,"This is the film that started it all. The first instalment in the Star Wars saga that would later go on to revolutionise its genre, change the landscape blockbuster filmmaking & become a cultural phenomenon, Star Wars (also known as Star Wars: Episode IV – A New Hope) is a cinematic feat of imagination, vision & creativity that hypnotized an entire generation with its freshly envisioned & awe-inspiring world, first-rate adventure, interesting characters, state-of-the-art visuals & an epic soundtrack.",1
60,10.0,"All folklore no matter where you come from as several basic tenants. You have the hero, the villain, the damsel in distress, , sidekicks, minions, guides, heroic battles, tragedies and victories. Good stories but hardly the stuff of a blockbusting movie. Or is it...? How on earth to take something as basic as a Good-vs-Evil Hero-vs-Villain story and make a movie that will capture imaginations? It can't be done can it? You just can't do it? Well yes actually you can. If you're George Lucas.",0
61,6.0,"Star Wars Episode 4 A New Hope tells the story of a farm boy Luke Skywalker who upon his purchase of two droids R2-D2 and C3-P0, and running into the old and wise Obi-Wan Kenobi he is thrown into a world bigger then his own.",0
62,10.0,"Star wars made epic fantasy real. For a generation of people it has defined what the cinema experience is meant to be. Today it is probable that pc games will offer a deeper and more satisfying entertainment solution, but for pure visual and aural pleasure, mixed with basic emotional manipulation, there has never and will never be a better example of cinema than when star wars appeared over 25 years ago. When you think of star wars, you must remember what else was happening at the time. In America, the war in Vietnam had been lost. In the U.K economic disaster was occurring(a 3 day working week, and the army collecting rubbish). It was almost like the two most technically advanced countries in the world were going backwards. Star wars let everybody escape from that reality and reach for a future that was uncertain but ultimately good.",1
63,10.0,"From a scientific point of view, C3PO is as silly as you can get, from the way he looks and walks to the ridiculous things he says. He goes from berating his friend, R2D2, to worrying for his safety, from calling him incompetent to saying ""I knew you could do it"" when R2 eventually saves them all. Aside from the incessant whining of Luke, who manages to be funny without having a sense of humor, we relate to him. We feel the frustration he feels when he is stuck on the farm, the pain he feels from the death of his aunt and uncle and later when he loses Ben Kenobi.",0
64,10.0,"Whenever i watch the original trilogy i just feel so... At home. Maybe it's because i grew up with them and it's the nostalgia? But man these movies still hold up. Star wars has been a staple of my life for as long as I can remember, and it made for the best childhood. This is the movie that started it all!! George you're a genius!",1
65,10.0,STAR WARS EPISODE IV: A NEW HOPE is a film that I really enjoyed when I first saw it and I knew from the beginning I would love it and this was the first in a much bigger series and the fourth film in the STAR WARS franchise overall (in chronological order).,1
66,10.0,George Lucas probably did not know at the time he was creating one of the biggest hits not just only of his career but also of all time! As there were rarely movies from space it seemed at the time.,1
67,8.0,"I saw this marvellously old-fashioned hokum with my girlfriend at the packed out Pics on March 25th 1978. Exhausted at all the screen wipes by the end all we were thinking of was hopefully not waiting too long in the cold for the last bus home; so much for intergalactic travel. Star Wars was a phenomena then, and still is – although I did warn a big fan I knew at the time that it wouldn't take too long for the special effects to go dog-eared with age and even recommended Kurosawa's original to him instead. However, he probably still disdainfully thinks, along with many others that movies, indeed history, began with Star Wars.",1
68,9.0,"Riveting first entry George Lucas's Stars Wars from a fantastic trilogy proved to be one of the biggest boxoffice successes of all time . This super-colossal Sci-Fi epic , it is a real and spectaculat pantomime .And , like most pantomimes , it is a lot of fun and extremely entertaining . Concerning a young heroe named Luke, a hot-shot, cocky aircraft pilot, Han Solo, a captured princess and a mysterious Jedi Knight, Ben Obi Wan Kenobi , all of them blend together against the tyrants of the Galactic Empire . As the team attempting to save the galaxy from the Empire's World by destroying a battle station, and fighting to rescue Princess Leia kidnapped by an ominous enemy , Darth Vader . May the Force be will you!. ¨Somewhere, in space, this could all be happening right now"" .¨A long time ago in a galaxy far, far away"". It's Back ! .The Force will be with you for three weeks only. May the Force be with you. One year old today !.",1
