,Rating,Review,Sentiment
10,,"This movie is way better than the first one, which everyone is saying because--let's face it--it's true. The three leads have grown into their characters, and their acting is loads better. I kept thinking during the first one, ""Aw, look at these cute little kids playing Harry, Ron and Hermione."" Now they ARE Harry, Ron and Hermione, though they still won't get any Oscar nods. All the new characters were absolutely wonderful. I was not disappointed at all with a single one, even Dobby. Now, I know a lot of people compare him to another CGI character, but he's not like that at all. I loved Dobby, even though when I saw him the trailers I thought I was going to hate him. Jason Isaacs as Malfoy was an absolute slime ball, and just so deliciously evil. Not bad looking, either, especially with his luscious long blonde hair. Bonnie Wright returned as Ginny Weasley, who had a much more important part and did an excellent job, I was very impressed. I'm tempted to go on about the lovely Christian Coulson as Tom Riddle, and Kenneth Branaugh, who embodies Gilderoy Lockhart on the screen, but this review has a word limit. Even if you are not a massive Harry Potter fan, you will find this movie very enjoyable. It's scary (spiders, snakes, and willows, oh my!) and incredibly funny, thanks to Rupert Grint (Ron Weasley) and of course Kenneth Branaugh, the incredibly pompous new Defense Against the Dark Arts teacher. Back to the subject of the three leads, Daniel Radcliffe (Harry), Rupert Grint (Ron), and Emma Watson (Hermione). They have grown quite a bit since the last film, though it's not a bad thing-Harry and his friends are supposed to grow too. Girls are starting to notice how good-looking Harry has become, and Ron, who is still adorable, and Hermione is becoming very pretty. I was pleased to see that her appearance was more like it was described in the books-she even had big teeth. Ron is finally taller than the other two like he's supposed to be, but that's most likely due to Rupert being older. I only had one disappointment as a major Potter fan-Sean Biggerstaff. While I believe he is absolutely dreamy and am in love with him, he just didn't come across as the mad, maniacal Wood we've grown to love. A consolation for some of the die-hard fans who might find the movie a little fast when they first see it-see it twice. The second time is so much more enjoyable, I can't tell you why, but you'll love it. I'd recommend this movie to anyone, from the scary gothic kid who sits next to me in fourth period to my work-a-holic father, it's great. I can't wait to see it again with my mother, who was away this weekend. I've already seen it twice, and it's only been out for three days. I can guarantee that you'll enjoy it, even if you didn't like the first one-which I personally find odd, but slightly understandable. Slightly. Go see Chamber of Secrets!",1
11,8.0,"Lessons learned since the 1st film! Clearly this film was edited at script stage rather than the cutting room floor stage!! This story reads as film narrative, rather than a book illustration, which was the big mistake of the 1st film. Anyone can watch this film and follow it without knowing the book. The 1st hour is pure laugh out loud fun (the adults in my Cinema audience were shouting with laughter!). The last hour is scary, wand dropping tension.",0
12,9.0,SPOILERS!!!,0
13,,Spoilers herein.,0
14,8.0,Who would have thought it?  Director Chris Columbus has actually made a very good film!,0
15,7.0,"""Harry Potter and the Chamber of Secrets"" is more of the same from Chris Columbus, the man who brought the first Harry Potter book to film: dutifully committed to pleasing fans of the book resulting in completely uninspired filmmaking.",0
16,10.0,Harry Potter and the Chamber of Secrets is a huge step on from the first film.  In the Philosophers stone we were introduced to the the world of Harry Potter and given a taster of what lies ahead.  ,1
17,6.0,"The first Harry Potter was interesting, and good fun. Much of this was due to the novelty of it all. The first Harry Potter introduced us to the characters and concepts of the series.",1
18,,"If you liked the first one then you're going to love this!  There's a darker atmosphere this time around and more characters are introduced including Gilderoy Lockhart (hilariously played by Kenneth Branagh), Draco Malfoy's father, Lucius (a great performance by Jason Isaacs, exactly how I imagined the character from the books!), Ron's father, Arthur, and the mysterious Dobby the house elf (fortunately he isn't anywhere near as annoying as other CG characters in other movies, but I won't name any names... *cough*JarJarBinks*cough*)",1
19,9.0,Harry Potter and The Chamber of Secrets is the type of movie that will be around forever. So far the two Harry Potter movies have been excellent movies in which spirit of the books by JK Rowling has been captured and expanded upon. ,1
20,9.0,"I love how close to the book the film actually is, and the sense of magic and wonder. It's a great children's fairytale.",1
21,9.0,"(I would like to dedicate this review to the late actors Robbie Coltrane and Leslie Phillips who played Hagrid and the Sorting Hat. Those gentlemen were very talented by bringing so much timeless magic to their roles and will never be forgotten. After all, there's no Hogwarts without them. R. I. P.)",0
22,6.0,"This film is the second entry in the hyper-successful Harry Potter franchise. In terms of box office, it became number 4 of the year 12 years ago. Like the first, it was directed by Chris Columbus (""Mrs. Doubtfire"", ""The Goonies"", ""Home Alone""), who did not return for film number 3, and written by Steve Kloves based on a Rowling novel. Kloves kept writing for all the films that followed afterward. Just like for Columbus, this was also the last performance for Richard Harris. The actor who portrayed Albus Dumbledore died not much later. ""The Chamber of Secrets"" included some creative inclusions of new characters and story lines, but it also fell flat on developing on some of the parts from the first film. Very early on we are introduced to Gobby, an interesting character and the Potter equivalent to Gollum from ""Lord of the Rings"". You could almost say that this film has a message against racism with the victims here being Mudbloods. Fittingly, Malfoy's dad who is also new in the movie has an equally Arian look as his son. The Slytherin house is the one who is against letting Mudbloods (children with magic abilities from non-magic parents) into Hogwarts. At the one scene with the new Defence against the Dark Arts teacher (Kenneth Branagh, one of the more forgettable) and Snape I was wondering why they would support the Potter-Malfoy rivalry by letting them fight against each other. I don't expect good teachers to do that. This film is maybe the one that tells us most about the Malfoy dynasty, also about Hagrid and about the history of the different houses, well actually mostly about Slytherin. Too bad the other houses except that and Gryffindor are rarely mentioned. I bet they have some nice stories too.",1
23,5.0,"The second in the Harry Potter franchise, 'Harry Potter and the Chamber of Secrets' was clearly intended for small children. While this approach did work with 'The Philosopher's Stone' as the happy, Disney -esque atmosphere reflected Harry's idealism of a wizarding world that was perfect, a slightly moody and mature tone would have been far more suitable for CoS since this is when our Boy Who Lived starts to realise the darker side of being a wizard and being a hero. In this film, twelve-year-old Harry is now in his Second Year at Hogwarts when the school is subjected to mysterious attacks that leave Muggleborn students incapacitated. Harry, Ron and Hermione quickly learn a creature is stalking the school, a monster that lives in a secret chamber and was once responsible for the death of a child.",1
24,8.0,"Not being a fan of the Harry Potter Movies, I toddled along to the first showing of this movie at my local UGC Cinema and sat down and thirly enjoyed this movie, but not in the way that I would enjoy something like the Lord of The Rings or Spider-Man. Of course Harry Potter's target audience is of a younger age so I can see how I might not have enjoyed it as much as a slightly younger audience, but to say the least it is a lot better than some of the crap that is fizzled out these days. ",1
25,8.0,"It's Harry's second year at Hogwarts School of Witchcraft and Wizardry despite the pleadings of an imp named Dobby, whom ends up making Harry's foster family hate him more (if such a thing is possible). He has to traverse the Chamber of Secrets to find out who's writing mysterious messages on the school hallways and why people have been petrified. It's up to Harry who has the ability to speak and understand snake talk to save the day. This sequel to an enjoyable little film is better because it can do away with the exposition that the first had to show, and concentrate more on the story, which is deeper and a tad darker than before. I even enjoyed Hermione more in this film, but as is true with the ying and yang, so is true with a hatred of a character in the film, and it's been transfered from Hermione to the awful character of Moaning Myrtle, yea I know she plays an integral part in the plot line of the film, but I still couldn't help but detest her. I think it was her speech patterns that grated on my nerves. That petty nuisance aside, I found this film to be simply captivating from beginning to end.",0
26,7.0,"A lot has been made about the pubescence of the three leads in this new Harry Potter installment and it is a bit disconcerting when Harry (Daniel Radcliffe) and Ron Weasley (Rupert Grint) speak their first lines in those awkward cracks of pre-adolescence.  However, their growing up, along with the physical blossoming of their friend Hermione (the perky and smart actress Emma Watson) seem mark a general growing up of the whole Harry Potter series.  This one is more for grown-ups:  the first one hooked the kid demographic and no doubt they will still be enraptured by ""Chamber of Secrets.""  This is the film, however, that hopes to attract a whole new audience in the parents of those kids.  It is darker and has more layers. The explanations about wizardry are less cursory and the acting seems stronger.",0
27,8.0,"OK, I just finished The Chamber of Secrets, whoo! That was a long movie! But I can understand, these are long books, these movies have a lot to fit into. But I have to say that actually I think I enjoyed Chamber of Secrets a little more than The Sorcerer's Stone. It had more humor and a lot more chilling action sequences. The Chamber of Secrets is a great continue of the sequels to come I'm sure. I loved the new characters, Professor Gilderoy Lockhart was my favorite, but I'm a huge fan of Kenneth's, so I think I just am a soft touch for him.",1
28,5.0,"Maybe it was keeping on Chris Columbus as director- he helmed the first Harry Potter and did an OK, if not that terrific, job at it- or in making it about as long as possible (whether or not everything in the book, as someone who's seen the films but not read the books, I can't say, though it feels like they crammed it all), or in making it a wee bit too corny, but Chamber of Secrets is a bulky kids movie. It has an appeal for the whole family, as does the first one, and it has some charm and excitement in its Quiddich battle scenes, but it isn't really always the sort of material that might stay with you long after it's over (unless, of course, you're a hardcore fan). It works at best in the form of the atypical sequel: same characters that like Potter just as much- his closest friends Ron and Hermonie- and those that don't like Snape and Malfoy. ",0
29,10.0,"This second installment of Harry Potter is also excellent. It has all the exact same great things as the first. Kudos to the cast, crew, and filmmakers. Two Thumbs Way Up! I give it 10 out of 10 golden stars.",1
30,10.0,"Harry Potter and the Chamber of Secrets is superb, and don't listen to those narrow-minded critics who claim otherwise. Those who said it is superior to the first film are right: Philosopher's Stone was wonderful but the sequel does for Harry Potter what the Empire Strikes Back did for Star Wars - elevate it to a higher level where it will be regarded as a masterpiece in it's own right.",1
31,4.0,"One might imagine that because Chris Columbus pulled off a faithful, yet exciting, movie adaptation of the first Harry Potter adventure that he would be able to it a second time. I'm sorry to report that he definitely has not.",1
32,7.0,"The worst of all the Harry Potter movies. This is my opinion about ''Harry Potter and the Chamber of Secrets''. This is the movie of the second book, which is also the weaker of all books written by J.K. Rowlling. I hated some things in the movie that became awful but in the book are exciting:Dolby and the Basilisk for example, are too digital. I like special effects a lot, but they need to be convincing. I mean, in a movie like Shrek,no problem about the reality thing, but in a movie with real people, the Basilisk and Dolby should have other consistence.A sad thing to comment is that Richard Harris, a great actor and also the best Dumbledore, died.",0
33,10.0,"This beast of a film felt like it's writers and directors were drunk children and I love that!!!! The film's childish makers made this film truly magical and a spectacular sight to behold with unlimited creativity, this film has no limits, the characters feel invincible and gives the viewer a great special feeling of being invincible if they were on the sexy island known as Great Britain.",1
34,,"This is undeniably a better film than the last one, which is odd, since it's also undeniable that the second book is the weakest in the series. But perhaps it's not so odd. The first book, after all, is at its best in the opening chapters, in which we, more or less along with Harry, discover that there's a whole world of wizards and witches, that Harry is both talented in magic and an inadvertant celebrity, etc. It was these opening chapters that Coloumbus most thoroughly muffed when he made the screen version. In the first book, nothing that happens at Hogwarts can live up to the promise of the opening; in the first film, the arrival at Hogwarts is a relief after all the dutiful but tedious exposition.",1
35,7.0,"Harry Potter and the Chamber of Secrets is much darker and more insidious in nature than 2001's Harry Potter and the Philosopher's Stone.  This is not meant as a criticism; indeed, it is partly due to the undercurrent of menace, that this second filmic journey into the wizarding world surpasses its predecessor in terms of quality, enjoyment and heart-in-your-mouth scares.  While it is funny and light-hearted in places, it doesn't gloss over the unpleasant aspects of life, and deals with racism in particular.",1
36,8.0,"A superior sequel and a bonafide winner, this epic children's movie builds on last year's successful formula to offer a film that is even more satisfying than before. Boasting a bigger cast – by retaining the same principal characters and introducing a handful of new ones – better special effects and an intriguing storyline with just the right combination of humour, death, mystery and puzzles, HARRY POTTER AND THE CHAMBER OF SECRETS is a delight to watch. Sure, there are problems too numerous to mention. The plot holes and events occurring which are inexplicable to those who haven't read the books are too numerous to mention. Still, at the end of the day, the primary market for this book is the child audience and almost every child should be enchanted by this film. After all, it's a make-believe fantasy in which good always triumphs over evil and the virtues of friendship, kindness, and nobility are promoted over all else, so what is there to complain about? ",0
37,9.0,"'Chamber of Secrets' builds on the intrigue and excitement of the first film in the Harry Potter series - 'The Sorceror's Stone'. It's cool to see the main characters grow and develop in their roles, now in their second year at the Hogwarts School. If anything, this film has even more action and adventure than the first, though for youngsters it might require a bit of caution. There are some unusually harsh and brutal scenes here, like that aggressive tree the boys land in with the magical Weasley car, and the monstrous basilisk that Harry battles near the finale. At nearly three hours, the film doesn't seem to have many slow spots, although the repeat of a quidditch match from the first picture seemed unnecessary for me.",0
38,8.0,"Since the world has already been introduced to the wonderful wizarding world of Harry Potter and Hogwarts, and since all the major characters have all been introduced, what else is there to do to make the other movies special? In the second installment, Daniel Radcliffe, Emma Watson, Rupert Grint, and Tom Felton all return to their magical school for another year. Somehow, even though they were all placed in a great deal of danger the previous school year, no one expects anything bad might happen. Bad things do happen, and even though the school is host to a staff of enormously competent and powerful wizards and witches, the little children find it's up to them to save the day! It's quite an accomplishment for the three heroes, since there's an army of giant spiders living in the forest, a mysterious villain lurking in the halls who literally petrifies its victims, and a magical diary with its own hidden agenda. Get ready to cut young Harry Potter some slack and keep in mind that he's only twelve years old and liable to make some pretty big mistakes; if you found a talking diary, would you confide in it?",1
39,7.0,"This film essentially begins where its predecessor ""Harry Potter and the Sorcerer's Stone"" left off with ""Harry Potter"" (Daniel Radcliffe) leaving the Hogwarts School of Witchcraft and Wizardry for the summer. Naturally, since his only living relatives weren't very nice to him previously he dreads the thought of spending staying with them. Sure enough, they waste little time in making his life miserable and doing everything they can to prevent him from conversing with his friends or going back to Hogwarts. Then one day he gets a visit from a goblin named ""Dobby"" (voice supplied by Toby Jones) who also does everything he can to prevent him from going back as well-and the reason is more sinister than either of them realize. Now rather than reveal any more I will just say that I thought this sequel was just as good as the movie before it due in large part to the darker and more intriguing plot. However, like the first film, it does run a bit long (161 minutes) so that might be one consideration for those wishing to watch it. Even so, it was still quite enjoyable and I have rated it accordingly. Above average.",0
40,,Harry Potter's second year at Hogwarts consolidates the successes of the first.,1
41,9.0,"I was very surprised that this was better than the first.  Usually sequels are pretty bad, but this was entertaining.  It was different enough from the first one and fits well in the series.  This film leaves room for a part III.  I really like the owls as the postman.  The beginning is funny with his mean uncle and the cake.  This movie can be enjoyed by the whole family. Some parts might scare younger ones.  The film kept one guessing as to what would happen next.  Take the family to this one. 9/10",1
42,3.0,"""Harry Potter and the Chamber of Secrets"" is an ultra-long, boring mess of a movie. Of course, like all movies of its kind, it has a huge cult following. Living in the UK, it's even more popular than in the States, where I first experienced its major influence. The books by J.K. Rowling made ""children read again."" So the next logical course of action is inevitably to make a huge-budget movie adaptation and therefore eliminate all advancements made in literature. What's that? Kids are starting to read again? Then why don't we make a two-and-a-half-hour-long movie, in seven parts, that will negate this and cause them to start watching TV again?",0
43,5.0,"My headline is a little misleading, The Secret of Numb, for I actually enjoyed Harry Potter and the Chamber of Secrets. For, it's a tremendous improvement over the kiddie movie the original was and on its own, it was adventurous and a tad bit more for the YOUNG adult set.",1
44,8.0,"""Harry Potter and the Sorcerer's Stone"" was an already satisfying meal but ""The Chamber of Secrets"" make its feel like an appetizer... and what an appetizing premise its title carries.",0
45,6.0,"Harry Potter and the Chamber of Secrets may be one of the weaker movies, but it's still a good adaptation of the novel. It cuts out a lot, but it keeps the essentials.",1
46,7.0,"In Harry's second year at Hogwarts, the mysterious chamber of secrets is opened and something starts attacking the students.",1
47,7.0,In the sequel to the 2001 blockbuster hit back in the day Harry and his friends(Rupert Grint & Emma Watson as Ron Weasley and Hermoine Granger)are still in Hogwarts where a new student named Tom Riddle is starting. But is Tom Riddle all he says he is. The effects are very good and I notice that this movie is just as dark as the original one. The cast is all back and also starring in this version is Kenneth Branagh(who plays a professor in this film). ,1
48,7.0,"The first Harry Potter film, ""Sorcerer's Stone"", set the groundwork for the wizarding universe and the Potter characters. This second film, ""Chamber of Secrets"", slowly continues to unravel the narrative (with a lot of hi-jinx thrown in as well).",1
49,,"I'm not a huge Harry Potter fan, but I really did enjoy 'the chamber of secrets'.  After seeing the first installment of the Harry Potter saga I wasn't quite sure what to make of it all.  I never hated it, nor loved it, but I can honestly say that it hadn't left any impression on me.",0
50,,"Trapped at his home by his foster family, Harry is visited by a house elf and warned not to return to Hogwarts as it holds great danger for him. However this only serves to make him want to go all the more, despite the fact that many barriers seem to spring up in his path.  When he arrives there he finds much changed, not least a new teacher in the shape of Professor Lockhart.  The danger arrives when someone opens the mythical (and hidden) chamber of secrets and releases a beast that aims to kill all the mixed blood wizards.  Himself a suspect, Harry must race to find not only the beast, but also the one who released it, before it kills again.",1
51,7.0,Don't you just HAAATE the Dursley's?!!,0
52,10.0,Harry Potter and the Chamber of Secrets isn't only the best novel of the franchise but also the best movie along with the first entry Harry Potter and the Philospher's Stone. The story revolves around a mysterious dangerous presence at Hogwarts that paralyzes innocent witnesses and attempts to open a legendary room that hides a terrifying secret.,1
53,5.0,"Continuing my revisit of this series and wow does it get off to a rough start. The first movie might not have struck a chord with me but it was still and positive experience in the end. Film 2 and I'm feeling fully 'meh' on it. It happened and while I can't say it hurts the overall experience of the series, I don't particularly think it helps either. We get more world building, more characters and more crazy witchcraft. Problem here is that the primary character introduced is supremely annoying. Branagh is better than Lockhart and this whole performance/character is just obnoxious and one dimensional. From the first second he steps on screen you know what his deal is. We get more danger for our intrepid trio and yet it is becoming painfully apparent that they're not actually in any danger. They survived the first film and it doesn't feel like anything thrown at them here will have any lasting impact. We also get Dobby and honestly I'm not particularly bothered by him simply because he's in the film so minimally.",0
54,5.0,Spoilers in this review.,0
55,7.0,"""Harry Potter and the Chamber of Secrets"" has better special effects than the first one. ",0
56,8.0,"I had one problem with the first film, The Sorcerer's stone. The three main characters, Harry, Ron, and Hermione, were irritating.Why would they care about all of this stuff? The kids were only supposed to be eleven in the movie. Why would they care if Snape was a bad guy or that stuff about the Sorcerer's stone? You don't see any other eleven year old playing real life chess. You know why? Because the Potter films are fictional. The sequel to the original, The Chamber of Secrets, is a lot better. Here are the reason why it's better: It's creepier, it's darker, it's funnier, and... the three stars grew up. Daniel Radcliffe definitely did. So did Rupert Grint and Emma Watson and they weren't as irritating. They really don't grow up until The Prisoner of Azkaban. The Chamber of Secrets is actually a disturbing film. There are large spiders, a basilisk, and blood. I won't go into the plot outline for The Chamber of secrets, but I thought I would let you know. This is an improvement on the original film. Like every Potter film, they keep getting better and better. They continue to get darker and darker. Here is my entire theory on the Potter films. The Darker, the better. That's what makes this film better than The Sorcerer's stone.",0
57,10.0,"It's back to the Wizarding world with Harry Potter. The cast that brought the first movie to life are back, with an absolutely brilliant addition, Jason Isaacs as Luscious Malfoy, Draco Malfoy's deliciously evil father.",1
58,8.0,"Harry Potter and the Chamber of Secrets follows the source material closer than than any other film adaptation of a novel that I have seen. While that is a huge positive for anyone eager to experience Hogwarts, it also makes for an overly long entry in the Harry Potter universe. Clocking in at 2h 41m, this is the longest movie in the franchise by a narrow margin (Goblet of Fire is 2h 37m).",0
59,,"I was one of those people that read Philosopher's Stone after I'd seen the film. Enjoyed it so much I read the other three books, all excellent. Problem is though, because I'd seen the film first, the pictures you conjure up in your mind while reading the other books all tend to follow the faces and locations that you have seen in the film, you simply adapt it to the new plots and locations. Chamber of Secrets is pretty much exactly as I pictured it when reading the book. In fact as the closing credits rolled I felt like I had seen it before...",1
60,9.0,"Harry Potter and the Chamber of Secrets (2002) follows Harry in his second year as he learns about the chamber of secrets and tries to uncover its mysteries. This movie is the first Harry Potter film I ever watched and it has a special place in my heart! The story is engaging and the characters are, once again, amazing.",1
61,,"Warning to those who are avid fans of J.K. Rowling--I LOATHE the Harry Potter books.  Yes, I have read them.  I find her writing to be more than a little plagiaristic of the style of C.S. Lewis, but without the skill that he employed.  That being said, I thoroughly enjoyed both this and the first movie.  Frankly, I don't care if the scriptwriters left this bit or that bit out; it is simply impossible for all parts of any novel to be completely included in a film without turning it into an epic of a minimum of seven hours, which is ridiculous.  That is the nature of a film; much over two-and-a-half hours and the theatres are only going to be able to show a limited number of screenings, which will, of necessity, limit the profit to be made on the film--and the bottom line of any film project is ""How much of a profit will it make?"".  (And, of course, how many people are going to be able to sit through it without multiple bathroom breaks?  I had to run out myself once, cursing, just when they were about to ""follow the spiders""...)",0
62,8.0,Directed By: Chris Columbus,0
63,10.0,"Let me just get this out of the way, I LOVE THIS MOVIE!!! I love a lot of the Harry Potter films, but not only is this one my favorite, it's in my top 3 favorite films. Sometimes it's number 1, but I always juggle it along with Jurassic Park and Empire Strikes Back. To put it simply, everything is right with this movie.",1
64,7.0,"Here's round two of the adventures of young wizard Harry Potter and friends. While not a terrible movie, this one is probably my least favorite and the most forgettable. It's more faithful than the previous film, but that's not entirely a good thing, as this one really drags, and, at this point, it's not quite necessary yet since the books didn't start getting really detailed, ambitious, and overblown until part 4. Columbus returns as director, and this time we follow 12 year-old Harry going through his second year of schooling. As if rival students, menacing teachers, and loads of schoolwork weren't enough, things start getting dire at school when people are found petrified like statues, threats are written on walls in blood, and a monster is on the loose. Even a gifted wizard like Harry may have some serious trouble coping. I can appreciate that they were trying to be more faithful to the book, but they might have been too faithful. It's my least favorite entry, and, while it's not boring, it's just not gripping enough, I feel, to warrant a film of such length. At least the film is good about balancing the tone fairly well. All the actors are fine, and they are only getting better and more comfortable with the characters with each new entry. Harris made his swan song here as Dumbledore, but his replacement in part 3 takes up the mantle with ease. All in all, a decent movie, but like I said, probably my least favorite.",0
65,10.0,Chris did a fantastic job on Potter and the chamber of secrets. His creative imagination draws me into how he captured the story very well. Richard Harris was a brilliant dumbledore for Potter .,1
66,10.0,"This movie is peak harry potter, it is the best harry potter movie!",1
67,5.0,"I really liked the first Potter film and I was disappointed by the second Potter film. The thing I was let down by was the film's sheer overlength. At 161 minutes, the film is overlong and lacking the emotional sweep needed to make up for it. Director Chris Columbus uses the same techniques as his first film but this time the results appear clichéd and stale. It does not have the same powerful impact it had the first time. I enjoy watching such talented actors at work however and the filmmakers stay true to their subject matter and do not abandon the charm of J.K Rowling's now classic characters. Yet when it comes down to it, it is a disappointment and lacks the sweeping sense of freshness of the first.",0
68,,"Just what is it about ""Harry Potter and the Chamber of Secrets"" that makes it so bland, so uninteresting?  I walked into the cinema on Friday night feeling a certain trepidation about the new HP film.  As one of the few remaining people on the planet who has never read an HP book, I wondered if spending the next two and a half hours in the company of Griffindellstumblebumhumblepiebumblebeepainintheass was really a sensible, grown-up thing to be doing.  It was not long before I had my answer.  No, it was not a sensible, grown-up thing to be doing.  As seemingly intelligent adults all around me cracked up at the hilarious antics of Valdemort and Fiddlededee and Sultanabran, I began to feel very uncomfortable indeed. Perhaps a pillow and a cup of cocoa would have helped.  Cinema seats are not designed for the sleepy.  To keep me awake, there staggered across the screen a succession of much-loved British character actors.  Oh, look, it's Julie Walters.  And that bloke from ""The Fast Show"".  And, oh, how lovely, it's cuddly Kenneth Branagh.  Marvellous.  Meanwhile our three heroes are proving, once and for all, that they cannot act.  The dolt who plays Harry has two expressions: ""I'm grinning"" and, ""I'm trying not to grin"".  The one who plays the other boy has one expression: ""I'm going to be sick"".  The girl has several, and is reasonably talented, but even she looks bored in this, and possibly very annoyed that she spends the second half of the film in a coma.  The plot, such as it is, can be summed up as follows: a succession of events occurs at the magical school of Hogwarts, or whatever the heck it's called.  HP sorts everything out.  The end.  The action (and I use the term very loosely indeed) is dull and plodding.  The special effects are bland and lifeless.  Each scene has no relation to the one before or after it.  The ""climax"", when it eventually arrives, is no more or less exciting than any other scene that has gone before it.  The entire film feels like it's been put together at random - some spiders here, a snake here, a flying car here, blah blah blah.  There is nothing magical or enchanting about this film.  It is dull and inane.  The only genuinely amusing moment comes when the boy who is not HP says, after the spider sequence, something along the lines of, ""What was the point of that, then?"" It's a very good question.  The scene (which probably cost twice as much as the whole of ""Monsoon Wedding"" or ""Ghost World"") has no reason to exist.  It serves no purpose.  It's not even scary. The entire film is two and a half hours of nothing at all.  And don't get me started on Quidditch.  As in HP1, the scene involving this pointless sport looks like it has come from an entirely different film.  The lighting is all wrong (being entirely computer-generated, this is not surprising, I suppose) and it jars with the rest of the movie. Two and a half hours of my life that I will never get back.  You'd think, after LOTR, TPM, AOTC and Spider bloody Man, that I'd have learned my lesson, wouldn't you?  Oh well.  If I can spare you the horror of this tedious drivel, then those two and a half hours will not have been totally wasted.",0
69,10.0,"Harry Potter and the Chamber of Secrets was a wonderful movie, just as good as the first. The acting I have to say was much better. Some parts were left out but it followed the book way more than the first one did. The actors that were choosen for this movie worked very well and Kenneth Branagh did a wonderful job as Gilderoy Lockhart. The only problem I had with it is that it was a little slow. It took awhile for somethings to get moving but that is alright. Everything just worked very well and the music was wonderful, just as good as the first. Over all I would give this movie an A+++ and for those who didn't like it (I don't tell people how to controll their opinions but...) your crazy. No it's ok not everyone has to like it. But I very much enjoyed it for being such an avid movie buff it was WONDERFUL!!",1
