,Rating,Review_Title,Review
17,1,Worst Interpretation EVER,"This segment of HP will disappoint all who read the novel. The Burrow burns down during x-mas break due to Bellatrix and Fenrir (who is never described as a werewolf) perhaps for the lack of action at the end of the movie...the Dursleys are completely cut from the movie, meaning when Dumbledore picks Harry up for the summer it's at the train station for some apparent reason...The Ginny/Dean/Harry dichotomy is skewed, there was no break up between Ginny and Dean and Harry is clearly in love with her from the start of the movie which eliminates his confusion on his feelings during the school year...Hermoine prematurely spills the beans on her feelings for Ron which was only speculation in the novels...Lavender Brown becomes a obsessive and crazed girlfriend rather than simply over-affectionate (a reminiscent Unis from She's the Man)...the battle scene is missing from the end giving Dumbledore's death an anticlimactic feel making it all the more unemotional and disappointing...Harry hides under the floor simply holding his wand looking like a coward while Dumbledore dies, Snape sees him hiding rather than Harry being frozen under his cloak compliments of Dumbledore ...There is no funeral or break up with Ginny at the end of it (there is no relationship between the two either simply a kiss)...Hagrid is basically deleted from the movie as is Neville...Pensive trips are deleted and the Horocruxes are never explained, not even slightly...Luna finds Harry on the Hogwarts Express rather than Tonks...The Slug Club simply makes a cameo rather than a proper introduction and explanation...the Inferi look more like skeletons compared to the white bodies described in the book...I'm sure more discrepancies are present, however I can only remember so many of them."
18,3,How to enjoy this movie if you're a fan of the HP Books,"Last night I had gone to the midnight showing of the movie. This morning I wrote a review (below) b/c I wanted to express how disappointed I was. However, I still had tickets to go see it this afternoon. I certainly did not want to sit there for another 2 hours hating it so I had to find a way to like it. I really, really wanted to like this movie. I love HP, afterall! I decided to try another approach, to watch the movie without thinking of the book at all. And I'll be da*ned if it didn't work! I realized that I had spent so much time picking apart what the movie DID NOT have, that I never allowed myself to enjoy what it DID have. Once I did that, and accepted that this movie is merely ""based on"" the book, I was able to enjoy it! Suddenly, the love story did not seem to dominate as much as it did on my first viewing.....Honestly, I never really thought that changing the way I approached the movie would work, but it did. So, if your a really big fan of the books and cd's, and you really want to find some way to enjoy this movie, I suggest you leave all the knowledge you have of the books at home, sit back, and watch! "
19,8,Mixed thoughts,"The reason I gave this an 8 is because it is truly a sensational film, the best yet out of the whole franchise. The acting is milestones ahead of what it has been in previous HP films (especially from Emma Watson), the storyline and characters are much more layered and 3D, the sets and special effects are breathtaking, and the score is absolutely gorgeous. As a stand-alone film, I would happily give this a 10."
20,,Powerful and stunning! One of the best fantasy films ever made,"I have always been a big fan of Harry Potter, both the books and the films. Half-Blood Prince is my favorite of the first 6 books, and now I can say that the film is as well. First off, the film does cut a lot of things out. It cuts some of the Horcruxes that are talked about, and some of the memories of Tom Riddle, but even without them, this is an incredibly powerful film. The opening sequence I loved and I was glad that the writers would include such a scene. It shows the danger of the world that everyone lives in now that Voldemort is back. David Yates is back directing the 6th film after the fantastic Order of the Phoenix, which I thought he created a much more moodier and grittier Harry Potter adaptation. In Half-Blood Prince, Yates directs with much larger confidence and maturity, one that is shown much throughout the film. This Potter film is the first to actually make me smile and laugh along with it. It has a lot of whimsical, light and genuinely funny moments, which I thought were brilliant and stayed true to the book. When the film requires it to, it gets darker and more menacing, which I also thought was balanced very nicely with the tone of the book. I like judging the Harry Poter films more as films, not always as adaptations. There will always be some people who are disappointed, but I am grateful for the things that were in the film, that they were well-made and stayed true to what I imagined while reading the book. This film succeeds in that. Steve Kloves is a very talented writer, to cut all those things out of the book but for it to stay with that same tone that J.K. Rowling marks on them."
21,9,An engaging set-up for the final episodes,"Java Man Reviews ""Harry Potter and the Half-Blood Prince"" Originally appeared in LakewoodBuzz.com July, 2009."
22,8,"As a movie it's the most well crafted of the series. But as an adaptation of the book, it was by far the worst.","Let me say this. Half Blood Prince as a movie alone was very good. It stands it's ground as a film better than any of the others of the series. But only as a film. And only because there are so many parts to a film. This installment obviously stepped everything up a notch: the cinematography, the special effects, the darker score, the improved acting, etc... But the key element which was boosted this franchise into world-class fame, is the story. And in this one, it's just not there. As a fan of the books and having had no SERIOUS gripes with any of the other films, I must say i HATED the screenplay for this one. Everything that made the book amazing was ripped from the film, and instead replaced by annoying large quantities of romantic subplot. Yes, there is romance in the sixth book but not shoved down your throat. JK Rowling masterfully crafted a novel that was perfectly balanced. The romance was there although it didn't detract from the main plot and at times was intertwined with the larger goings-on at hogwarts. In the movie the romance takes up most of the screen time. Not to mention the ending of the film was brutally butchered."
23,6,"Very anti-climatic, very disappointing.","I'll keep this short and bittersweet. While not without its merits, the sixth film in the HP series was very much a let-down for me."
24,5,"Great cinematography, consistency weak","My favorite part of the novel Harry Potter and the Halfblood Prince, which was probably my favorite novel in the series, was all of the subplots. We had the drama behind the Minister Magic and relations with the Muggle government. We had the quite humorous interactions between Dumbledore and the Dursleys. We had the whole memory of Voldemort's family - really quite crucial to the seventh book - and the memories of Voldemort finding the other Hogwarts founder items to use as Horcruxes. We had Bill and Fleur's relationship. We had Tonks's depression and patronus change, which led to Tonks and Remus's relationship. We had lots of interaction and conflict between Harry's house elves. We have Snape's constant suspicion of Harry. We have the complications with Madame Rosmerta. And we had so much in the end - Harry being trapped under the Invisibility Cloak during Dumbledore's death, an entire battle at Hogwarts, and Dumbledore's elaborate and meaningful funeral."
25,1,Horribly Awful Garbage,"Once again, I dutifully took my wife to see the latest installment of the Harry Potter series. I was completely bored and actually thought about suicide. The acting was so amateurish it makes a 1940's matinée serial like Flash Gordon seem like Citizen Kane. Nothing happened in this boring bore of a film. Things seemed to liven up every 45 minutes or so when a Gothic looking girl dressed in black cackled as she burned something to the ground. After a minute, she disappeared and you were back to the boring premise of weird looking teens having a crush on one another. This film was utterly stupid, poorly acted, and excruciatingly boring. Captive terrorists at Guantanimo Bay should be forced to watch this film repeatedly until they reveal where Osama Bin Laden is hiding."
26,8,one more step to go,"Continuing the series' darker slant as it progresses, the current movie does a good job revealing more about the characters. The new character is Prof. Horace Slughorn (Jim Broadbent), who knows a secret about Tom Riddle, before the latter became Lord Voldemort."
27,,Space Opera,Over on FilmsFolding there is a discussion on architecture in film and luckily enough this comes along as a great example of space used intensively and to support the definition of world and some narrative elements. It isn't art. It breaks no new ground and the elements of the story are insipid. But it is space.
28,6,"""Half-Blood Prince"" Is a Half-Assed Movie","I've enjoyed watching the Harry Potter films (I've not read the books), but this is the first one that began to try my patience."
29,9,Immensely satisfying for fans who can see the movie behind the book,"I was lucky enough to see a preview of Half-Blood Prince three days before opening day. I saw it a second time with my son who is not quite ten, but who is generally mature for his age and doesn't scare easily. The two viewings give me the unique advantage of both the adult and the child perspective on the movie. "
30,7,The Half-Blood Prince,"Ah, the sixth installment into the Harry Potter franchise, the Harry Potter series has sort of become the new contender for the biggest geek following since Star Wars, although Lord of the Rings is pretty darn close as well, lol. But honestly, even though I haven't read the books, I do enjoy the movies, they're pretty fun. So when I saw the trailer for The Half Blood Prince, I was really excited because this looked so much more darker than the previous movies. As we grow up, so does Harry, he's going through major changes in his life and most of his readers/audience are experiencing similar things with him when it comes to love and confusion on what their lives are about. But is the series getting a little too dark? It seemed like this was the story that focused more on the romance of the students vs. the magic and the dark world they are facing. Speaking of which, there is blood in this movie, not to mention some pretty frightening moments that may have made this Harry Potter movie a bit more hard to accept."
31,7,A Return to Form,"As Harry Potter begins his 6th year at Hogwarts School of Witchcraft and Wizardry, he discovers an old book marked mysteriously ""This book is the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
32,8,"Very dark, but very good","It's a wonderful experience to grow up alongside the child actors of the films, and even though I know I still would have enjoyed them had I been born earlier or later, I'm always glad I was the perfect age to watch each movie when it came out in the theaters. It was always a Thanksgiving tradition in my family, preceded by a month or two of my dad reading the corresponding book aloud to us, no matter how old we grew. So, even though this volume is quite violent, and there are a couple of scenes during which I have to look away, there's still a lot to love about the very dark sixth film."
33,1,Half Blood Prince is the most disappointing film of the summer and the worst Harry Potter film so far..,"I consider myself a Harry Potter fan. Not of the movies, but from the books which they came from. There's a reason why each of J.K. Rowling's 7 books have brought much fan base all over the world, it's because of the magic of the Harry Potter books."
34,8,"Perhaps the most unconventional 'Potter', it places almost all the emphasis on school-life espionage and is entertaining because of it.","'Harry Potter And The Half-Blood Prince (2009)' manages to keep the focus mostly on Hogwarts, giving Harry a mission to accomplish whilst also dedicating significant time to his friends and their teenage troubles. It also always delivers on the promise of an unseen threat looming close by. Indeed, it's perhaps the darkest in the series so far. This bleak tone is bolstered by a ballsy ending that provides little in the way of levity or triumph. The film balances this darkness with some lighter moments peppered throughout, which satisfy without overdoing it. The flick is perhaps the most unconventional of the bunch, taking things back to basics with school-life front and centre. It also has distinct, vaguely dream-like cinematography. Its somewhat left-field approach certainly pays off, though. The end result is a unique, wistful and entertaining experience that acts as a nice counter-point to the two films that follow. 8/10"
35,9,Felt Like Harry Potter Again,This one felt more like one of the first Harry Potter films but much darker to me.<br /><br />We have plentiful of classroom scenes going on in between all the action and adventure. There is a surprise twist ending.
36,5,Harry Ponderous,"I'm a little behind with the film series having finished reading the Potter novels a couple of years ago so that the narrative wasn't as fresh in my mind as when I viewed the earlier instalments. This is a good thing as it meant I wasn't so critical about how closely the film adhered to the book and could give the film a chance to stand on its own merits. Oddly, while remember enjoying the book a lot, I found the movie somewhat slow and devoid of action."
37,5,Narratively flawed adaptation of the best book of the series,"Defiantly avoiding the familiar sign-posts of the early Harry Potter movies (Harry's troubles with the Dursley's, the journey to Hogwarts, meeting the new Defence Against the Dark Arts), returning director David Yates and the franchise in general has firmly settled into it's dark, brooding persona. The trouble is, Harry (Daniel Radcliffe) and his ever- present shadows Ron (Rupert Grint) and Hermione (Emma Watson) have developed into one-dimensional bores. Thankfully, The Half-Blood Prince is rich in snivelling villains and wise old wizards and witches, all portrayed by an embarrassingly rich line-up of British thesps, who liven up the proceedings somewhat and add that much-needed gravitas."
38,8,Great film but key plots from the book missing,Like all Harry Potter fans I have read all of the books and seen every film so far. I would have to say that this film is not my favourite so far and leaves you feeling that some vital parts of the book are missing. However this is worth watching and I feel this will only disappoint the most hardcore Harry fans! 
39,4,"The worst entry yet. A ""filler"" and waste of time.",Spoilers abound below.
40,5,The Worst Harry Potter Film,"Professor Albus Dumbledore (Michael Gambon) summons Harry Potter (Daniel Radcliffe) in his vacation and they visit Professor Horace Slughorn (Jim Broadbent) to convince him to return from his retirement to Hogwarts School of Witchcraft to give Potions Classes. Dumbledore is teaching Harry Potter about Tom Riddle a.k.a. Voldemort, and he uses the memories of Slughorn to understand the evil Voldemort. Meanwhile, Harry Potter finds a book that belonged to a mysterious Half-Blood Prince that he uses in Slughorn's classes. Professor Severus Snape (Alan Rickman) protects the evil Draco Malfoy (Tom Felton) due to an oath while Draco releases the Death Eaters to bring chaos and destruction to the world."
41,1,"Harry Potter and the... Eh, Just Don't Even.","Harry Potter and the Half-Blood Prince was horrible. Don't get me wrong: The acting was great, the score was amazing, the scenery beautiful... The only thing wrong? The plot. They absolutely BUTCHERED the book--and while I (and millions of others) agree that YES, they cannot fit everything from the book into the movie, I (also like many others) do say that there were some HUGE plot points that they skipped and they took trivial, two-sentence moments from the book and made THOSE into the main parts of the movie. Oh, and let's not forget how much they added! But I'll just list it out for you:"
42,6,"Boring, Boring, Boring!","Harry Potter and the Half-Blood Prince flat out sucks! It has very little redeeming factors to it, its too long and its boring. I will never understand how the filmmakers turned what was actually an okay book into a film this boring. I read the Half-Blood Prince book, and I actually liked it. I liked the dark turn the books had taken (before f*****g it up with the Deathly Hallows), and the death of Dumbledore was actually dramatic and actually elicited an emotional response from me. It wasn't a great book, I felt that the plot delved a bit too deep into the relationships amongst the characters (or was that the Order of the Phoenix? Either way it slowed things down), and I also didn't really find the book that exciting until the ending, that is where things got good. The movie, on the other hand, was the complete opposite. Things did not get good towards the end, if anything, it got worse! The Half-Blood Prince is what happens when a book that had so much background to it that when turned into a film, the filmmakers need to keep things moving while still telling a good story and have it exciting. This movie didn't do that at all. It was boring, from beginning to end, nothing but boring, dreadfully slow scenes that nearly put me to sleep. Not only that, but the many scenes regarding the relationships were so bad that I didn't feel that the characters didn't actually like each other, the only reason they do is because the plot requires them too. For example: Ginny Weasley is supposedly going to be Harry Potter's girlfriend, but her character is so bland and the actress didn't really do a good enough job to make it look like she actually did like Harry. She stares at him with an uninterested look in her eyes, one that says to me, ""Why does the script require me to fall for this guy?"" Its painful to watch, and only serves to kill 5 minutes."
43,10,"Funny, Exciting, Scary, THIS is what more summer blockbusters should be like","Harry Potter and the Half-Blood Prince. Most everything about the movie is different--the characters have definitely matured, Hooper's score is better (thank goodness), the special effects have improved, and even the castle itself has a different feel to it...cold and covered in shadows. It's a refreshing touch, though. The series NEEDS constant change, or else it would become quite stale..."
44,,Benefits again from an increasingly dark and quite scary tone that makes the slightly over-long narrative more engaging,"I'm not entirely sure why the total Potter narrative has yet to really grab me and make me look forward to the next film, but I must admit that with each film the series is getting better and this film is no exception. Although it takes far too long to tell the story, Half-Blood Prince sees Harry return to Hogwarts to work with Dumbledore to try and uncover more about the dark Lord Volemort's past in order to learn of any weakness that may help him defeat him. Never having read the books at all I'm not sure if this loses a lot of the original story (I'm guessing it does) but for me the story did feel very condensed and simple at time. That said it does have a lot in the way of ""big picture"" battles as well as the hormone-inspired confusion associated with teenagers of that age."
45,1,What Happens When You Write Yourself Into A Corner!,"I found Half-Blood to be very depressing and even worse, so predictable! There is no greater sin in writing a story, except being boring! The story also made no sense. No, I did not read the books, nor would I ever waste my time. The only strength in the world of Harry Potter is the bond amongst friends. "
46,3,3 hours of soap opera,"I went into this movie with almost no prejudice. I hadn't watched trailers, hadn't read reviews, hadn't talked to anyone who had seen it. And I really wanted to like the movie. After all, I still remembered how excited the previous movie had left me and the sixth book is perhaps the best of the entire series."
47,6,Hormones over excitement as part six is merely an appetiser to the double billed closure to come.,Death Eaters are running amok as Dumbledore has an important task for Harry and Voldermort has one for Draco; all set to the backdrop of raging adolescent hormones. While Harry also acquires a rather helpful book written by the mysterious Half-Blood Prince.
48,10,Oh harry,Pretty decent movie but I think the book is better
49,8,Lots of not very much happens in drab colours,"This movie was, I think, one for those who are in for the long haul. As a stand-alone movie it would make little sense to anyone not familiar with the story so far. It does not move the main narrative on very much. In fact, its two and a half hours are devoted to three things - one, developing the increasing romantic interactions among the teenage principals, two, setting up the mechanism which carries the bulk of the final book ie. Voldemort's potential downfall, and three, its shock denouement."
50,1,Very very frustrating,"Boy, what a terrible disappointment. We all waited SO long for this installment to come out only to be completely crushed by the end result."
51,9,The best visual craftsmanship of a Potter installment yet,"Like every movie thus far in the Harry Potter series based on J.K Rowling's novels, ""Harry Potter and the Half-Blood Prince"" (book no. 6) cuts a lot of corners. Those who regard Rowling's tome as a bible are sure to have complaints at scenes added (the attack on the Weasley's burrow) and scenes taken away (the battle in Hogwarts), but as a film -- not a book -- second-time director David Yates and longtime Potter adapter Steve Kloves have made the most visually purposeful, emotional and character-driven Potter movie so far."
52,2,Harry Potter becomes an immature teen movie!,"The movies starts out with Harry visiting the Weasley's, where he's attacked by Death eaters. They play around with some fire and some bad special effects, burn the house and runs away. Probably the best scene in the film. The next 2 hours, the film focuses 100% on Potter wanting the Weasley girl, but she's dating someone else, and Granger wanting Ron Weasley, but he's dating a weirdo, and everybody starts hating each other cause they all love each other. I do not know how it's possible to destroy the entire concept of Harry Potter and the magic world and having it made in to a teen movie where the people who're in love with each other can't say it cause they're too immature, but they succeeded doing it! I sat there for hours, wishing for the movie to end so I could do something less stupid with my time."
53,10,A reasonably faith adaptation Blockbuster that meets expectations. There is a good chance Mr. Harry will meet Mr. Oscar.,"This has got to be one of the best in the series. David Yates does an unbelievably great job of bringing this story to the silver screen. And he brings with a faithfulness to the book plus including Ron's story of overcoming self doubt in the Quidditch match that was left out of Harry Potter and The Order of the Phoenix. In fact, Quidditch match in the light snow shower is one of the better ones in the series. Director David Yates gives us a darker more realistic world of Hogwarts while filming it in a way we have not seen the castle before. The cinematography is gorgeous in this film. But the best part is the script. Knowles and Yates distills the story down to it's major plot points and throws out all that was unnecessary in the book. He hits every single major plot point in the story. He doesn't miss a beat. What he couldn't film or changed for dramatic purposes, he replaced with thoroughly satisfying substitutions that carried the same message in the book. Like for instance, instead of telling us that Deatheaters are attacking Muggles and kidnapping people, he shows it to us. He takes us on an emotional roller coaster ride to an ending that packs a stunning emotional punch. As the wands rise to defeat the darkness with light. He also packs a couple of good scares in the cave scene as a monster drags Harry into the water. My only problem with the story is that it drags a little in small parts, It doesn't fully explain the meaning of the term ""Half Blood Prince"" and doesn't properly set up the love potion poisoned box of chocolates intended for Harry that Ron eats. But truly, the story doesn't slow down as much as the trolls have been claiming. So don't listen to them. It fairly and evenly well paced."
54,6,"Good execution, but bloated","David Yates returns as director and delivers a masterfully crafted and suspenseful entry to the series. It's an important and devastating milestone in Harry's journey, but the distraction of Ron and Hermione's turbulent relationship holds this movie back."
55,1,the darkest book in the series turned into a romcom...,"I know a movie is hardly as good as the book, but come on... HP 4 was a great movie, and so were the others. This lacks of plot (well, the book's, for it has Ron's romantic life as one) and of details: Dumbledore's chat about horcruxes and possible ones. Ginny and Harry's REAL kiss. Fleur and the wedding, very important in the next. the OTHER minister. Fenrir Grayback Tonk's patronus and explanation the funeral"
56,6,"Dumbledore: ""We're dealing with very dark stuff here...""","And that quote very neatly sums up the entire movie, HARRY POTTER AND THE HALF-BLOOD PRINCE. And it's not the boy Wizard and his friends who carry the film on their shoulders. It's three great British actors who do more with their roles than the script ever manages to suggest: namely--JIM BROADBENT, with his hilarious quizzical expression as Professor Slughorn, ALAN RICKMAN as Snapes, seething with intensity no matter how trite his lines are, and MICHAEL GAMBON as Dumbledore, urging Harry to fight the evil forces engulfing Hogwarts."
57,4,Too much talk and not enough action makes for the weakest of the Potter films. Its all set up for the final battle and best seen on cable TV,I'm rapid becoming less of a fan of the HArry Potter series. The first film was the book on screen much to the detriment of the film. The second one improved on the first but could have used some chopping. The third film is one of the best fantasies ever put on screen. The fourth film suffers because it too compressed the book. While the last one collapsed into nonsense.
58,2,what the $^%#% was that??,"I agree with several others.... Did the director even READ the book? Does he know what a book is?? Look, Hollywood, you take a great book and make a film out of it for one reason alone: you want fans of the book to come see their favorite story come to life."
59,1,David Yates - a man responsible for single-handedly ruining Harry Potter.,"David Yates has had at his disposal for this film a gargantuan budget, a selection of fine British actors, an amazing story to work with, and some of the best and most inspired technicians and creative minds working in film today. How then he has managed to produce 'this' defies belief."
60,4,Fan of Books? Talk about upset! Fresh fan?...it was cool,"Since I consider myself a dedicated Harry Potter fan, I am going to try to put this as nicely as possible..."
61,2,Absolute Rubbish! They changed several parts from the actual book! Disappointing!,"I have purchased all the Harry Potter movies thus far; however, this one I will not bother to purchase. It is not worthy of my collection. Harry Potter followers waited a long time for this particular movie. We all know that there was trouble with production, as well as fatalities, and this is what we get for our wait?! Absolute Rubbish!"
62,1,Fans need be disappointed,"There's less of magic and tricks in the sixth instalment of the Harry Potter series, fans need be disappointed -- it offers a heavy dose of drama, romance and humour rather than the plot. "
63,1,My Favourite HP Novel Turns Into My Worst HP Film,"Does everyone remember the novel of Half Blood Prince? That was a masterpiece. That had some of the best moments in the entire saga. There were memorable scenes in that novel. HBP Novel was my favourite of the series, so I was so looking forward to the movie."
64,9,Into the Pensieve,"Harry Potter and the Half-Blood Prince might just be one of the better Harry Potter films released thus far. Director David Yates and screenwriter Steve Kloves took the novel and translated the spirit and integrity of the story into moving images. Like the book it is more of a character piece than an adventure film, but the greater emphasis on character makes the emotional climax have a greater deal of resonance."
65,1,Waste of time,"After the 4th and 5th movies, my expectations really weren't very high, but even low ones were disappointed with this movie. I mean, I do understand having to cut out some parts of a book to make a movie fit within an time frame, but come on, blowing up the burrow for dramatic effect? Sadly this is the direction that more and more movies are taking. I know they have announced that the 7th movie will be in two parts, and I hope to God for the director's sake, that he follows the book line by line because this 6th movie was nothing but an abortion of the book. It was nothing less than two hours of wasted life and cut corners. Please do us a favor and read the 7th book a few times before you put out the final story boards for the 7th movie."
66,2,So Boring!,David Yates outdid the boredom of his Order of Phoenix with this Half Blood Prince.
