,Rating,Review_Title,Review
23,9,Loved it,"I have not yet read any of these books but find myself very much engaged in the films. That being said, im not the best judge to the faithfulness of movie to book. However, I can say this, I loved this film. In my opinion it did go with less of the magic, which really made you feel what the kids were going through. The pacing is very good, slow in some parts, but overall good. The performances are much better this time around and it has quite a few stand up and clap moments. It is much better written and directed than the previous efforts, although azkaban is still my favorite, this would have to be second. The ending felt a little rushed and I wish there was more voldemort, but these are very little gripes for a great film truly pushing the limitations of children's story. It really makes you drool for the next picture, especially if you do not read the books. I really hope harry becomes this amazing wizard like it keeps promising and the final battle is full fledged amazing. We will see. Anyway, it's a beautiful film with great performances and dazzling special effects. This one really steers toward an older crowd and I feel younger children might get bored with it, but not us older kids. I don't want to spoil this for everyone, so ill just sum it up by saying that I don't feel this series is losing steam, just gearing up for an amazing finale, and if this transitional film has anything to say about it, I can't wait to see where it goes."
24,2,"Too Short, Too Little, TOO LATE!",THIS CONTAINS SPOILERS!!!! CAUTION!!!
25,5,Slow Down!,"I love the Harry Potter books, and I've always liked the movies. That's why I was very excited to go see the latest installment of the series. However the movie did not at all live up to my expectations; to me it felt rushed and choppy. I realize that Harry Potter and the Order of the Phoenix was a very long book, but so was The Goblet of Fire and I enjoyed it's movie adaptation a lot. In this movie seemed as though the director merely had a check list of scenes that he needed to but in the movie put no thought into connecting them. The speed and choppiness of the movie took away from the characters. It was just events and there was hardly any character development at all. Which was a shame because the young cast continues to get better, and there were some amazing acting veterans (Gary Oldman, Ralph Fiennes, Helena Bonham Carter etc.) In my opinion if the director had slowed everything down, only a little, he could've added a lot more (character development, humor, fluidity) However, despite by prier comments, the movie was not terrible. It did have it's good moments, but I think it could have been done a lot better."
26,8,The Order,The Order of the Phoenix is the first of the series from the best Director Harry Potter had (David Yates) and it shows. I'm going back and rewatching these all in sequential order and this one surprised me the most as it's a lot better and more enjoyable than I remember. The story line is fantastic. Harry and his crew train and gear up for what's to come. The Order is introduced and helps. And Voldemort and his side also start to gain power and momentum. We also get to see the Order fight Voldemort's minions AND Dumbledore fight Voldemort. This was an extremely fun and underrated movie in the series.
27,10,Stupefied!!! Three Words- Potter 5 is BEST,"I was very lucky, watched screening of this movie in IMAX 3-D yesterday night. I want to confess that I was not a die hard fan of Harry Potter films (but now I am). I have read the book, slightly disappointed due to plot editing. I want to share several points of this movie, so i'll start with bad ones."
28,1,Never been so disappointed in my life,"Yates, be ashamed. Goldenberg, be ashamed. This is the worst HP movie a die hard fan had to sit through. To start off, just because the movie is an adaptation of the book does not mean it should leave out entire story lines, change others, and expose only those that will glitter and impress those who have not read the book. Lord of the Rings... ring a bell, followers of the book... did it stray as much from the books as OOTP did? Now for serious talk, whoever decided that Grawp should look like a 20' middle-aged man with Down's Syndrome should be tortured for the rest of their life. Not only did Grawp look slow, but behaved, moved, and got the audience's sympathy NOT how the book describes him at all. And how about entire chunks of the book thrown away for a cheap (but likely profitable) movie? How about being 3/4 through the book in 60 minutes? How about Kreacher, 2 scenes? How about Sirius' mother's portrait? How about Quidditch? How about the Patronus charm being ""very advanced magic"" yet the director felt every character needed an animal? How about classes, wizard clothing, Diagon Alley... is Hogwart's set in London now for some reason? How about Harry is the only one that does lines in Umbridge's office (so as to isolate him further from his friends in his loneliness)? How about Firenze taking over Divination, showing that it is not a lost art and course? How about Weasley's Wizarding Wheezes, the twins' decision making, the money Harry gave them to open up their shop? How about knowing the names of the escaped convicts, was it going to cost too much to PRINT 10 names of the villains who are in the finale on the Prophet? I realize this is a film ""based"" on the book, but to be able to say that the movie should reflect at least 50% of the book, if the craptacular disappointment duo of Yates/Goldenberg sign on for Half Blood Prince, I hope I am not alone in wishing them to buy a few extra letter openers for the ""angry"" mail they will certainly receive. If another duo appears, my advice is to stick to the book, even Mel Gibson did that..."
29,9,Amazing movie put forth by a stellar cast!,"Once again, I believe that the series is only getting better with each progressive movie. I attended a preview screening tonight and was completely blown away by the movie. While quite a bit of detail was lost in the movie, how can you really expect a three hour movie to capture what takes Rowling hundreds of pages to explain? This said, Yates did a great job capturing the spirit of the book, and he had me on my seat from the first scene all the way through the end of the movie. I cried, I laughed, and I am pretty sure there were a few times where I couldn't breathe from the tension."
30,10,Excellent and keeps your heart racing with excitement.!!!!,"Speaking as someone who has never read any of the books but has gotten more and more hooked on the whole Harry Potter mystic by reading up on it in on different websites, I thoroughly enjoyed Harry Potter and The Order of The Phoenix. Sometimes maybe its best if you haven't read the books before seeing the movie. I saw the Lord Of The Rings trilogy after having read the books many times and things were changed and things left out and I was a little critical myself but I still loved them.Lets face it if they wanted to stuff the amt of material the author wrote into one movie ,youd have to make two movies for each book. I've enjoyed each Harry Potter movie and eventually I will read the books to get the whole story but Id rather not do it yet since its so refreshing to not know what is going to happen going in.Its hard though with the net not getting spoilers everywhere so I will try not to followed the Deathly Hallows spoilers when the book comes out.Of course it will be 3 yrs before the final movie comes out. Now back to OOP - it was fantastic, the acting was good especially Dan Radcliffe ,such a range of expression and emotion on his face and the beautiful Emma Watson returns as a fierce Hermione. She really has punch. I loved the final battle at the end with the Death Eaters and of course Dumbledore vs Voldemort. It was sad seeing the fate of one of the main characters whom many fans have enjoyed. Hmm I wonder if that character will return in HBP or DH. All in all a grand time . I cant wait till HBP comes out next yr but we will have to wait until near Xmas time. And then 2 yrs after that what a wait that will be until DH comes out. See you at the movies.Cheers"
31,9,Perhaps a tiny slip in the so far increasingly brilliant series...but so far it's been absolutely breath taking,"I would not for a minute tell you that Harry Potter and The Order of The Phoenix was not worth seeing or that as many critics have stated Harry Potter had ""lost it's magic,"" fact is Order Of The Phoenix continues and achieves what few else if any film series has ever carried out and that's the continuity of absolute epic brilliance. So far from the very first film this series has only gotten better and better with maturity and story and part of that is the brilliance of the author of the original stories (which I have not read yet and likely won't until the films are behind me.) J.K. Rowling is so involved in these films and insists on absolute authority on each character and what makes it in the film and certainly if anyone knows how to bring her amazing and epic story to life it would be her. Order Of The Phoenix I 'think' is the bridge between everything from Hogwarts in the beginning unraveling to lead up to the epic ending of this series. Being the bridge can't be easy and probably doesn't fulfill some of the previous installments glory but it's still very important and still has some incredible scenes including an absolutely breath taking battle between Voldemort and Dumbledore that is easily on the top ten list next to Vadar and Skywalker, or anything from Lord Of The Rings. It's simply stunning!! The film does start out a little slower than most and yet seems to rush through everything but I understand The Order of The Phoenix is a massive book (in fact the longest in the series---870 pages) and that alone is enough to understand why there might have been a struggle to jam everything into this film that they possibly could and I have no doubt they did a stellar job but it still might have seemed slightly rushed and maybe a little incomplete. One of the most amazing aspects of the films to this point has been the incredible ensemble cast which sadly and unfortunately (but perhaps necessarily) leaves them in the back seat (especially the teachers and professors and adult characters.) However we do get far more from the students, from Harry himself and his best friends are still on the forefront. It was just sad to not have the more adult characters around more (especially Hagrid.) "
32,8,"Not without its flaws, but highly entertaining.","After his fourth traumatic year at Hogwarts that ended with a showdown with the franchise's very own Mr Bad, Lord Voldemort, it doesn't seem too much for Harry Potter to be asking for a peaceful Summer. However, he doesn't get such a wish  from the opening scene in which Harry and his despised cousin Dudley have close encounters of the life-threatening kind with two dementors in an underground passage, it is clear that Voldemort has unfinished business with the scarred lad, and that he has every intention of finishing it. Plus, nearly everyone in Harry's school believe him to be a liar, Professor Dumbledore refuses to look him in the eye, his friends don't understand him, and, on top of that, Harry must grapple with the skills required in mastering his first kiss. My, my, aren't teenage lives complicated?!"
33,7,Another Entertaining Adventure,"After defending himself and Dudley Dursley with magic from an attack of the Dementors, Harry Potter (Daniel Radcliffe) is sent to a hearing and found not guilty from the accusation of inappropriate use of magic in front of humans. Then he returns to Hogwarts and finds that most people do not believe that Voldemort is back. Further, the Ministry of Magic has assigned the annoying and despicable Dolores Umbridge (Imelda Staunton) to change the directions in the school affecting the lives of the teachers and mainly the students. She suspends the practical course of self-defense spells, and Harry Potter and his friends Hermione (Emma Watson) and Ronnie (Rupert Grint) form a clandestine group to learn magic with Harry Potter. Meanwhile Harry Potter has horrible visions and nightmares and Severus Snape (Alan Rickman) tells him that he is mentally connected to the Dark Lord, teaching him how to defend from an intrusion in his mind."
34,9,'Phoenix' May Be Best 'Potter' Yet!,"Harry Potter and the Order of the Phoenix is the 5th installment out of 7 in the story of Harry Potter. With the release of this film as well as the final literary installment of the series, 'Potter 'has received a great abundance of exposure (as if it needed it). In 'Phoenix', Harry and Dumbeldore are targeted by the Ministry of Magic after claiming (correctly) that the dark Lord Voldemort has been reborn. A sadistic member of the Ministry is installed in Hogwarts who slowly takes over the entire school. Meanwhile, a secret organization, the Order of the Phoenix, recruits Harry, and prepares for the Dark Lord's return. As the story gets darker, the films get better. This film (while it was not the best book in the series), is quite possibly the 'Potter' film yet. The teenage as well as adult cast excel while visuals and special effects are nothing less than top notch. While the film did do a good job making a page 896 book into a 2 hour and 15 minute movie, I do wish that it could have been longer to include more details and sub-plots which were cut either in post production or during the writing process. The explosive finale is incredible and will cast a spell on you throughout. 'Phoenix' is a must see for any 'Potter' fan, while others will still find it an enjoyable ride."
35,7,Haphazard film-making makes for a rather disappointing fifth part of the series,"Even though I am only a moderate fan of the books (meaning I have yet to finish the last book, despite having it since the day it came out), I usually look at the release of a new Harry Potter as something to get excited about. Even though the quality is not always spot-on, there is just something about them that allows them to feel wondrous and fantastical all at once. And even with their numerous problems (albeit, not as bad as those associated with The Lord of the Rings trilogy), they still end up being rather enjoyable. Sadly, I think the quality has really begun to slip, as Harry Potter and the Order of the Phoenix was the first film since Philosopher's Stone that actually disappointed me as a film-goer and reader of the books."
36,2,Over hyped rubbish... I'm going to watch paint dry...,"Well I just saw OotP, and the only actors I would keep would be Jason Isaacs, Helena Bonham-Carter, Gary Oldman, George Harris, Brendan Gleeson, David Thewlis and Alan Rickman."
37,9,A Great Transition From Book to Film!,"Whenever I watched this movie for the first time years ago, I was very skeptical as to how this movie would play out, considering they are cramming an 800 page book into less than two-and-a-half hours. Nevertheless, somehow, someway, they managed to succeed in what they were doing, and made (in my opinion) the best film in the series yet. I like better than the previous four films because the stakes were a lot higher and it just felt grander and everything that happened felt like it happened for a reason. I really just think that everything was improved since the last film. Overall, they somehow managed to make an enjoyable film out of an 800 page book, without having a massive runtime of like three hours."
38,10,Well worth the wait...AMAZING!!!,"I, like millions of other people, am a hard-core Harry Potter fan. After seeing the Fourth movie (which, in my opinion, was the weakest yet) I was a bit optimistic when I stepped foot into the private screening for this film. I feared that it was follow the steps of it's proceeder. BOY WAS I WRONG!!!! Harry Potter and the Order of the Phoenix is absolutely amazing! Filled with eye-popping special effects, great acting (Daniel captured Harry's feelings and emotions with pitch perfect accuracy) a great cast, and wonderful cinematography! This film has a Prisoner of Azkaban feel to it, but is MUCH darker."
39,9,Probably my favourite of the bunch,"Though I perceive the whole series pretty much as a single entity to be binged completely or not watched at all, when I think about an order of preference this movie is definitely up there contending for the first place. The reason is Umbridge. Though while binging I kind of dread her arrival, she is a character I just love to hate. As pointed out many times already, she is a sort of villain, many of us have met and will meet in our lives which makes her all the more real, the story more personal. Add on top of that Sirius personal consequences and a killer third act that IMO superseeds any of the later movies and this might just be my favourite. FYI the next in line would be the first movie, which though has its problems, the nostalgia is just heavy. It (the first one) captured how I imagined the books pretty much exactly."
40,6,"A ""Cliff Notes"" version of the book","I've been eagerly awaiting this episode, thinking it was going to be much more action-packed or incorporating some of the more juicy bits of narrative from the over-800 page book. I ought to have known going in that, at 2:18 running time, the movie was too short. Even considering the tweaking that needed to be done to incorporate information differently than the book presents it (like by-passing the house elves storyline), at least a half-hour more could've been left in to really build up the story. The scenes we do see are well acted, there are obvious clues alluding to the final installment, and the special effects are dazzling. But one leaves the theater breathless and disoriented as if one ate a rich meal too quickly. Especially exasperating considering we had to sit through 20 minutes of TV commercials and coming attractions--I would've paid extra to see another 20 minutes of movie instead."
41,2,A Huge Disappointment,"When I first saw the previews for Harry Potter and the Order of the Phoenix, I was giddy because i actually thought that OOTP would be magical, amazing, and action-packed. How ignorant i was. Now i know it is a 870 page book but if a fantasy movie based on a book is going to be done right, it calls for a longer movie or the possibility of doing a part two. Trying to cram all this information in two hours makes the audience member feel incredibly stuffed and congested. The cameras were too fast, actors spoke their lines too fast. Probably the greatest example is the scene where Severus gets his pants pulled down by James. A great scene in the book but turned into five seconds of incoherence in the movie. Uncle Vernon is a yeller, plain and simple. He did not shout once in OOTP. And when did Dudley become a gangster? Why did Flitwick, who looked normal in the first two films, become a guy with black hair and moustache? That's not Flitwick and his arm pump is not something he would do (although i must admit it was hilarious). George and Fred deserved a bigger finish. Sure the fireworks were OK, but in the book how the were cornered and they grab their brooms, talk to peeves, and escape. That was a finish. Now i understand that the films are becoming darker and more sinister and stuff. And because they're so creative, they make the set and the movie more visually darker to convey this metaphor. However, as an audience member, i want to see the faces of the actors and set. Having the centaur scene with no lines and unable to see things clearly makes it look disorientated and confusing. Actors and actresses that make a grand appearance in the book would get more time in the movie. If i didn't read the books and saw Tonks doing her pig and duck thing i would seriously be like ""WTF?"" Seriously, people who are not die-hard fans need to be explained things. You would think they would explain the prophecy a bit better with Neville and all, but no they couldn't take the time to do that. They just made silly mistakes. Poking a dementor in the eye when it is choking you? Seriously now. And what happened to Quidditch? It was action packed and amazing in the first two films, but yet again, they succeeded in taking away the magic that made the first two films fabulous. I believed the final battle would be breath-taking but was I robbed on that notion. Like the movie, the prophecy room was tight and overcrowded. No brain room? And it wasn't avada kedarva that killed sirius. However, i grow tired of complaining about this movie. Hopefully people will just read the book instead, which unlike the movie, is good."
42,10,A Nutshell Review: Harry Potter and the Order of the Phoenix,"Finally, Harry Potter's gotten a decent clean cut hairstyle, compared to that ghastly shaggy dog manes that he spotted in the previous installment Goblet of Fire. The much touted scene here is The Kiss (about 1 hour into the movie), but seriously, that's much ado about nothing compared to what the rest of the movie has in store for audiences around the world. Just so you know, I've still not read any of the books by JK Rowling thus far, preferring to rely on cinematic magic to condense the ever increasing thickness of the novels into 2hrs and 10-20mins of full sensory invasion."
43,1,Utterly dreadful compared to the books,"Book 5 is my favorite out of the entire Harry Potter series. It's roaringly funny, has great interactions between all the characters, has a highly interesting plot, and of course, the Quidditch matches you can't help but care about. The movie somehow manages to take all of that energy, humor, and magic and make one of the most disorganized, uninteresting, and boring films I have ever seen. The screenwriters and Daniel Yates should be embarrassed over how bad this was. Stilted doesn't begin to describe the script. Where are the jokes? The fun exchanges between the characters? Where is the drama of teenagers struggling to navigate a deteriorating situation? Why do the actors spend far more time staring at each other and mumbling their lines instead of actively engaging with each other? Why are so many important plots stripped from the screen?"
44,3,"If your head spins when you see HP 5, don't worry, it's not just you.","To be honest I didn't have very high hopes for this film. However, that kind of situation can usually allow for one to be impressed. This, however, was not the case."
45,2,Yet again the movie disappointed me,"Harry Potter and the Order of the Phoenix surpassed even my lowest expectations for the film. The movies have been steadily declining since the third movie. It's not that they're bad just standing alone, but as they are based on the phenomenal books by J K Rowling they should at least try to stick somewhat close to them. This however almost never happens, it's as though the director just wants to make his film and get his money, it doesn't do the books justice in the least. I left the theater fuming because of all the changes made to the books. I'm not naive, I understand that a lot must be taken out to fit the time length but good God they could have shortened the 10 minute broom ride in the beginning and used it to make the confrontation in Dumbledore's office a little more accurate, or they could have added the rest of the rooms in the Department of Mysteries which were noticeably absent. Those were the 2 parts of the films that I was actually looking forward to seeing but was yet again disappointed. Instead of hexing every person trying to take him to Azkaban,as is written, Dumbledore simply grabs Fawkes the phoenix and disappears...ooh wow wonderful...God! Also, the Department of Mysteries was almost a joke in itself...apart from the missing rooms the fight between the students/Order and the eaters was also sub par. I just saw flashes of wands as the people just flew around attempting to kill each other, it was an incoherent mess. There are other major flaws in the movies but i don't have to time or patience to discuss them at the moment. If you are going to see the movie and haven't read the books or aren't extremely familiar with them, then the movie will probably be very good to you, however if you are like me, and have read the books multiple times, lower your expectations for the film and grit your teeth, you'll probably leave disappointed."
46,1,Best Book........WORST FILM,"As an avid Harry Potter fan i have grown vary as to not build my hopes up for the Harry Potter films as (apart from the Philosophers Stone), the films has not been up to scratch. Nevertheless i went to go and see the film and boy what a disappointment."
47,1,really bad,"This film was pathetic totally compared to the rest! the plot was thin, the acting dull, the delivery poor and the style the director/producer has chosen created a waste of time watching this movie."
48,8,"An improvement on Goblet of Fire, but still not perfect!","My most obvious flaw was that at the beginning, the actors looked as though they had been computerised, and I personally found that very distracting, with the scene with the dementors, it just seems strangely executed. Another flaw is that I am still not a huge fan of Michael Gambon's Dumbledore. He isn't a bad actor, but he doesn't quite fit the bill of Dumbledore, and there were some scenes with him that seemed rather strange. However, putting the flaws aside, we do have a lovely-looking film, with very good special effects, and excellent cinematography. As for the acting, I was impressed. Daniel Radcliffe, Rupert Grint and Emma Watson are still likable, as is Robbie Coltrane. Alan Rickman is very suave and dour as Snape, but the acting honours do go to Imelda Staunton as Umbridge. I have read the book, and do prefer it, as there was a lot missed out in the film. My favourite scene was the Department of Mysteries scene, because some of that was creepy, with Helena Bonham Carter as Bellatrix. No one could have done that better. All in all, a lovely looking film, with some flaws in the first half. 8/10 Bethany Cox."
49,9,Harry Potter Back in Hogwarts,"Harry comes back on to our screens for his fifth year at Hogwarts School. This time, Lord Voldermot is back after the cliffhanger of him at the end of Harry Potter and the Goblet Of Fire. Everyone is concerned about the Dark Lord's return, but things get worse The Ministry Of Magic hired a mysterious women named Dorles Umbridge who is the new Defence Against The Dark Arts teacher at Hogwarts... Harry forms up a group of Hogwarts students and gathered Dumbledore's Army. So Harry taught them about magical spells to defend Lord Voldermout's dark forces... Harry and his army is in the biggest battle yet between Lord Voldermout and his deadly Death-Eathers... Absoutley outstanding special effects, the quality of the acting was 100/100, the script was mind-blowing and the casting was top-notch!!! Daniel Radcliffe, Emma Watson, Rupert Grint and all of the outstanding cast should deserve an Oscar for all their stupendous work! Seriously I was speechless when I left the theatres! This is the BEST Harry Potter movie yet!"
50,6,An adaptation that cannot stand on its own,"It's been years since I wrote the following words in my user comment for the first Harry Potter movie: ""I enjoyed this movie immensely. But...I'll never know how I'd have reacted had I seen this movie without having read the books."" By now, I must admit that the movie has held up well over all those years. It is a superior fantasy, despite my reservations about Chris Columbus's directorial style."
51,4,An Expensive Mess,"To whom it may concern, I also reviewed 'HP and the Goblet of Fire' and gave it 8 stars. Read it if you like because I sort of touch on the same issues here."
52,5,"Not bad as a movie, but definitely under explained","As a very dedicated Harry Potter fan, I have very high, sometimes unfair, expectations for the movies. It was not a terrible movie, but it was definitely the worst adapation yet and very fast paced and under explained. To the person who has not read the books, and only seen the movies they may be lost/easily confused as to what is happening. I expected that they would leave out many things, and I had already forgiven them for that before I entered the theatre. What bothered me the most was the fact that they couldn't seem to set on a mood. It seemed like the movie was confused as to whether it was supposed to be a comedy or a drama. They added in American one line humour, changed some of the plot lines around, and failed to make Harry seem more than a cardboard person. The CGI effects are amazing, the soundtrack is great and will put you in the mood. However, be warned that : Quidditch was taken out of the movie, Draco was reduced to a cameo appearance, Hermoine is unlike herself, and it seemed to drag on towards the end."
53,5,The worst one,"This is probably the worst film of the entire series, it has bad pacing, a lot of plot holes and has a much worse story than the other films, some of the lore additions in this film are interesting and this film is extremely nostalgic for me but it's honestly not very good."
54,1,Why change the book ?,"First of all, i want to comment on the high points of the movie. I think the acting was great, the characters looked great, and the way they played out their parts were great. I like how Bellatrix looked and acted, it really gave you the feel for the type of character she is. On another note, the parts they cut out were parts most people were probably excited for. The circular room not being there? Honestly, why cut out one of the most interesting parts of the movie? The brain room, and the other rooms were important keys to the excitement of the movie. Also the fact that none of the children were hurt like in the book was a little overrated. Yes, this is a child's movie, but including an unconscious Hermione, Neville's broken nose, Ron being attacked by the brains and Ginny's broken ankle wouldn't have been too disgusting. Also the fight at the end between Dumbledore and Voldemort was cheap because it did not happen like it should have in the book. Neville and Harry should have been the only people in the veil room when the Death eaters were threatening for the prophecy and Bellatrix didn't even use Crucio on Neville like she does in the book to get the prophecy. The prophecy wasn't supposed to be heard till the 6th book. It was supposed to say the prophecy when it breaks. Siruis' death went way too fast, Harry didn't even mourn it. And what was up with the absence of the two way mirrors? That was such an emotional, important part of the story. Knowing that if he would have used the mirror instead of rushing out. Why was there no Marietta? In the book Cho never told, Hermione jinxed the list to put boils on the persons face. There was no dating between Harry and Cho. There was no DA coins to tell of the meetings. How are they going to do the 6th movie where Malfoy says ""i used Grangers idea with the coin, like the DA used to talk with the death eaters without being intercepted"" if there was no coins! And Harry breaking into Snapes mind instead of dipping his head into the penseive was stupid. Not to mention they cut the memory way too short. And didn't even have Lily stick up for him. It was cheap. "
55,7,Nothing like the book but a decent enough movie,"So many great parts were skipped over, rushed with ridiculous cliché transition scenes, or simply changed because, apparently, it's impossible to include everything. But what can anyone reasonably expect? "
56,1,if you've read the book....,"Well, let me put it this way, it's 2 1/2 hours of my life that I'll never get back."
57,4,two thumbs down,"I am the biggest Potter fan that I know, and i can honestly say that i HATED this movie. The acting was a touch better and the effects were up to their normal standard, but the complex, involved plot that the novel provides was completely butchered on screen. I do understand that they cannot include every detail of an 800+ page book, but certain obvious details, such as Lily Evans in Snape's memory, any mention of Neville's inclusion in the prophecy, the two-way mirror from Sirius, the locket in Grimmauld Place, Regulus Black...these details are important to future plots. They SHOULD make an appearance. The story doesn't make any sense without them. The memory itself, my favorite scene in all six books so far, is all of twenty seconds and the only characters you see clearly are James and Severus. Bellatrix says Avada Kedavra to kill Sirius. There is a reason JK Rowling did not specify the name of that jet of light that killed Sirius, and by putting the no-returns-possible Avada Kedavra on it squashes any sort of believable return from him in future. While still visually appealing, and though it hurts to type it, the film is, overall, terrible. You can't make excuses for the plot-moving details that were left on the cutting room floor."
