,Rating,Review_Title,Review
17,4,"Old Cars, New Cars, I Say, Two Stars","Three movies and countless Mater-shorts later, I still want to know how a world inhabited by live automobiles could exist with our own landmarks. Following from the previous installments, Cars 3 wants me to believe older cars are made of older models, and newer cars are made of newer models, never mind their biology of reproduction. But now it wants me to believe crabs live on their beaches. It even continues to parody itself by putting up ""re-tire-ment"" ads on the freeway. ​ Even by the standards of Pixar's nonsensical world, it still makes no sense. Each act felt increasingly made up on the spot throughout production, with a phoned-in self-contradicting message thrown in last minute. This stated logic just raises more questions than answers, like, why does such a franchise exist from a studio made famous for telling emotive stories for a new generation of storytellers? Yet, as long as parents know about the ""good messages"" of their kids' programs, we can rest easy at night, right?"
18,7,"It's a Way, Way, Way Better than Cars 2","If you came out of Cars 2 disappointed you're not alone, the bad spy stuff, the melodramatic plot and the awful characterization. This film is visually fantastic having Lightning McQueen take part in a customary mid life crisis in a racing, mafia and sports movie. This part is a little bit boring but you can ignore it because it becomes an awesome race towards the end. I hope they don't make a fourth it will be a bad reboot featuring a ugly yellow car."
19,4,Last lap for Lightning McQueen?,"The franchise may be close to the last checkered flag. CARS 2 was a letdown from the original and now we have CARS 3 and hate to say...a busy disappointment. The legendary Lighting McQueen (Owen Wilson) has just about ran all the tread off his tires as a new generation of blazing-fast racers seem to be close to forcing him out of the sport he loves. Lighting will need some tips from a young technician, Cruz Ramirez (Cristela Alonzo) and some much needed inspiration from the late Fabulous Hudson Hornet to even have the chance to prove he can still race with the best of the young generation."
20,5,"In 2017, this film series has finally run out of gas. And the bad news is.. that's a good thing.","Cars 3 is a predictable, anticlimactic, decently acted, and full of small continuity errors film, yet it still features some of the best visuals in animation to date. Although this film was still enjoyable at times, I never really connected to the characters like I did in the original film over ten years ago. Sure this film was good enough for young kids, but to me it wasn't, and I decided to give Cars 3 an ""Alright"" on theVade Review Bar or a 5 out of 10. Sadly the Cars franchise had such great promise when it originally took to the road back in 2006. Now in 2017, this film series has finally run out of gas. And the bad news is.. that's a good thing."
21,1,Worst,My kids feel asleep. Does that say it all. It was slow pace and very little funny moments. We saw despicable me 3 last week and it was great and they laughed forever. This was a wast of money and time. My kids said they felt like we was in the theater for days later. They can't tell me one single moment from the movie.
22,9,An incredible comeback for the Cars franchise,There will be spoilers...
23,1,Dreadful,"1. Awful. ! 2. Boring. ! 3. Endless. ! 4. Repetitive. ! 5. Nerve wrecking nonsense. ! 6. Just plain stupid. ! 7. The first ""Cars"" is wonderful. The third ""Cars"" belongs in the trash."
24,2,"Not as bad as Cars 2, but almost","This movie did everything to assassinate the things we loved about the original cars, and replaced it with some sort of your heroes aren't your heroes anymore baloney. Worse yet, some of the beloved characters are AWOL, only to be replaced with stale and one-dimensional characters. Essentially, the entire movie centers on one central idea, and nothing else. Unfortunately, that central idea is akin to telling the audience to end their admiration of the first movie and get ready for some sort of Cars 4 where the first movie is gone. "
25,5,"Bland and uninspiring, but a massive improvement on Cars 2","From a purely merchandising point of view, Pixar's Cars franchise is nothing short of a masterstroke. Even if the films, spin-offs, and straight-to-DVD shorts aren't up to scratch - and they aren't - children will be sure to ask mummy and daddy for the latest sleek toy, no matter how obscure the character. In response, the Cars movies have added numerous forgettable new characters with each film, adding to their extensive range of collectables in the process. It's a cynical approach, but merchandise has always been Disney's bread-and-butter in their quest to seemingly own everything. As a result, Cars 2 was a huge disappointment; a half- arsed sequel to a movie that had already left many underwhelmed, which took the central story off on a random tangent and promoted the annoying sidekick to the central hero. Still, it made lots of money, so a trilogy-closer was inevitable."
26,3,One of the worst endings for a movie ever,Who thought it would be a good idea to retire Lightning McQueen after receiving a barrage of age-related abuse from the new 'rookies'? Great message! In the previous film we saw Mator get all kinds of power-ups to make him go faster but in this film they can't make McQueen go 10mph+ faster with a hi-tech training facility.
27,4,"Forgettable entry and, hopefully, the last.","The trailers for this movie would lead you to believe that the Pixar staff wanted to transpose a ""Rocky III"" type comeback onto their landscape with McQueen being the next Balboa. I get it. It's a formula that can work and usually does in the hands of skilled movie-makers."
28,2,Extremely depressing movie,"I am not going to lie, I loved the first cars. It was a great movie in my opinion. After the disaster of Cars 2 I was looking forward to seeing what was going to happen to the franchise."
29,8,Revving Up to A better Story,"""I am Speed!"" A quote that will live on forever in the minds of the 2000 generation, movie quote boards, and the status of Disney fans. For those not remembering the quote, or not realizing what this review is about, it is Lightning McQueen's catchphrase in the famous Cars series. Pixar's work about living Cars took the world by storm long ago, but a flat tire left it stranded behind its cousins. After a detour with the second installment, Cars 3 attempts to change tires and redeem itself on the winner circle. And it's my job to commentate and analyze the movie. Let's rev up and take off with another Robbie movie review. "
30,8,A good closure of the series,"I thought it was surprisingly good and a well thought of ending four the series. It was funny and realistic, easy to relate to and get involved with the story."
31,5,One of the most dissapointing movie experiences I've ever sat through,"First off, I want to say that when Cars 1 first came out, I loved that movie and I sill love it today. I was about 6 when Cars 2 came out, I liked it when I was younger, but now I don't. Now, I'm 13 and this came out on Netflix a little while ago. Boy, was I dissapointed. "
32,5,Bad plot ruins movie.,"Cars 3 begins great, the whole atmosphere of Cars 1 is back. The races, the scenery when the truck rides through the country, even the music of Cars 1 reappears. Lots of fascinating details everywhere (anyone notice the Mclaren headquarters?). The story starts intrigueing, but soon takes a turn for the worst."
33,4,The creativity tank runs dry,"In retrospect an animated movie about anthropromorphized vehicles maybe never really had any long-term prospects but still surprising to see how quickly the series ran out of gas. By the second installment the characters already played the ""let's go to Europe"" card. By number 3 our hero - Lightning McQueen - (get it, his name is a reference to actor / racer Steve McQueen, aren't Easter eggs fun!) gets replaced. Maybe Thewestchestarian missed something but the plot features ""2.0"" (it actually says it on Jackson Storm's paint job) racers replacing McQueen's generation (which is what he did in the first film - aren't callbacks fun!). Yet the car/human hybrid, McQueen passes his baton to seems to also be a first generation car? Unwisely, this installment ventures into math which is the natural enemy of pathos. Storm cruises at 207MPH with gusts up to 214MPH but our heroine Cruz (get it? ""Cruz"" like in ""cruising"" in a car - aren't puns fun?!) tops out at 193 during training. So how is she keeping up? <br /><br />Anyway, the plot not making a lot of sense and the abundant overuse of references, puns, and callbacks is not actually important. Pixar made it's name through snappy dialog (see anything Mike says in Monsters, Inc.), powerful emotional moments (see first vignette in Up), and sheer artistry (see all of Wall-E). Cars 3 just delivers little of the first 2 and the, perhaps unfairly, moviegoers have grown accustomed to the art in the Cars universe after two previous outings. <br /><br />In short, kind of a meh outing but at least they kept Daniel Lawrence Whitney's Larry the Cable Guy in check in this one."
34,1,"WORST CLIMAX, FALSE ADVERTISING,","Film makers say that a bad movie clearly falls apart. You can easily break it down for analysis, unlike a good one. ITS CRYSTAL CLEAR THAT THE TERRIBLE CLIMAX OF THIS MOVIE WAS WRITTEN FIRST AND THE REST OF IT WAS JUST MADE UP ARTIFICIALLY FOR IT. Trailer advertised something else. Think of a Batman movie where Batman is having a nice time in Hawaii beach and some unknown guy does all the ninja stuff to defeat the villain. Enough said."
35,4,rocky 3 or rookie 5,"The Movie reminds me Rocky 3, our hero loses face on a younger rival, his mentor does not exist anymore, it is necessary for him to find other reference marks."
36,2,"Cars 3 is a disgraceful end to a well loved franchise. This is not the Cars 2 we wanted, just a mess of stolen plots and tropes.","Okay, before I start I will say that I am a 33 year old woman who loves film, music, games, nature and technology. I am not hating on this because I don't like women characters, I am not some ""negative nobody"" as people who dislike this film have been called, who doesn't like new things. I generally see things that I do not like here. "
37,1,Horrible,"I warning you all right now SPOILER ALERT. So one might believe that this film would be about lightning feeling bad after his big wreck and wanting to train and work hard to beat the car that made him feel that way but no it's about him training while everyone is tearing him down with the excessive old age jokes, and telling him that he will never be fast enough to beat the car who caused him to feel that way in the first place but despite that lightning continues to train and failing at every point which by this time who would think he would see some progress but no it's quite the opposite he gets slower and the cherry on it all toward the end of the movie it's the big race against the character Storm so lightning starts the race after the first lap he quits and sends in this flat character Cruz to take lightning's number and finish the race despite the character Cruz has no racing experience and she magically beats all the new racers including lightning's rival Storm but it gets worse after the race lightning retires from racing(despite throughout the whole movie him saying that he will never retire) and lightning becomes Cruz's coach. It gave no closure to lightning's story and not to mention the character Doc is dead without any explanation but magically the truck that trained Doc and was older than Doc was still alive which again makes no sense. So to sum it up lightning retires and becomes a defeatist. Don't watch unless you want your kids to be disappointed."
38,2,Stalled in pit lane....,"As a huge supporter and fan of the first CARS film, and not caring at all for the 2nd, this one was phoned in, lacked the ""SOUL"" and interest of the original. The parts are there, the deep drama and personal problems but it failed to flow. Just plodded along from thing to thing until the big climax ending. The ending was fine, but I have zero desire to ever watch this again, and won't be buying the disc, and WILL be watching the original again to re-feel everything that was missing here. "
39,3,Painfully unoriginal,"Took the kids to see this early after release, figuring I'd enjoy myself as well since the original was pretty well done. Sadly, I was mistaken."
40,5,this is a OK movie,"this movie was actually OK not as bad as i thought and when i saw the trailer i thought it was going to be terrible but it wasn't that bad this movie was boring most of the time. the writing was OK thought. even thought it was really slow paced i could still understand the pilot, point, and message in this film. the characters weren't that great either because they didn't feel original enough. overall this movie is not original. the jokes weren't funny either. overall a OK movie but could of been way better. it had a few good qualities but a lot of bad ones. this movie needs much more work."
41,2,Feminism Propaganda that Destroys the Legacy of Lighning,"This was made with feminism in mind. I assume these movie in 2016-2017 were so far in production, they were already enthralled in the feminist agenda, and had Hillary Clinton invested in their movies and wanted to push that agenda."
42,1,They killed McQueen! and put somecar else on the screen...,"What happened?... Are they trying to shutdown some ""old"" franchises?... this movie is a total anti-climax, you go in full of expectations and go out trying to forget it... to keep the good old memories... it is sad... they completely abandoned the universe created in Cars 1 and 2 and all other spin-offs... they tried to do something new, a new perspective, but did not develop anything beyond a scratch deep... nothing makes any sense... no fun... no logical connection among story developments... I will try to forget it... but it will be though... in the end there is no hero left..."
43,5,how to destroy a good movie,"Till the end, I was very pleased with story and liked where it was going. It was really good to see McQueen and his challenge through the movie."
44,5,"More original than the first, irritatingly flawed.",With a Toy Story 3-esque story of accepting change and moving on Cars 3 could have been a great and truly touching movie. 
45,8,"Relax folks, McQueen doesn't die.","I had to say that since so many people were kept away and buy this one fear. The movie is what I hoped it would be. And yet, ended in such a way that I did not expect and was thankful for at the same time. It is a slow movie, so know that going in. Loved all of it."
46,1,Even Mater cannot save this one.....,This is a classic example of Hollywood culture of trying to force a sequel even though you have no thought of idea.
47,1,Definitely not what was advertised. You lied Pixar :(,"I love anime, video games and comics of all kinds. Disney, Pixar, you get the picture. My whole family is like this. I loved the original cars and thought cars 2 was good too. So when I saw the posters and trailers for cars 3, I thought hey! A cool looking comeback type movie. I was so disappointed, as was everyone else I know who watched this movie."
48,10,Awesome,"Cars 3 is probably just as good as the first one. Way better than Cars 2! It is really emotional. It has some good laughs! The story is amazing! The characters are great. I liked the new trainer Cruz Rameriez's character. We get some older cars and new younger generations like Jackson Storm. Good Ending (NO SPOILERS I PROMISE!). If you really like Cars 1, you're gonna love Cars 3!"
49,9,Everything you hoped for and didn't get in Cars 2,"They realized that when they make a movie just so they can continue to merchandise the brand, people will probably be angry. Well, it took them a few movies to realize it (Cars 2, Planes, Planes 2), but that's right, folks, Cars 3 wasn't a horrible, plot-less, mess of an excuse for a toy commercial. Instead it was heartfelt, eclectic, smart, and finally delivered the sequel that Cars deserved, just a few years and a total flop later."
50,1,Not what I was expecting,"Not what I was expecting, *spoiler alert* franchise killed lightning McQueen, he never recovers to race again. Huge disappointment for my son, it was literally the death of lightning McQueen."
51,1,Disappointed,"There are so many disappointments with this film, I don't know where to begin. So I'll start herefirst, the tag-line that, ""you can't turn back time, but you can wind it up again"" is not mentioned at all by any character in this film. As it turns out, Lightning can't wind it up again. **SPOILER ALERT** In fact, he is too old to finish the race and needs a young girl car to do it for him. Did Disney not learn anything from The Simpsons?? You don't have to age animated characters. From the previews, I was led to believe that Lightning would wreck, overcome his impediments to win the race and show us all that we can do anything we put our minds to. Instead, Disney, was so busy being PC by making a girl win that they actually WERE being ageist. When you pay to see Lightning win, and he doesn't cross that finish line, you have failed as writers. I will now move on to the poor characterization of Cruz. From the color chosen for her, her dialogue, her lack of humor or connection-she was flat. "
52,1,How awful this was,"When Cars the original came out I was seven years old I followed the ""trilogy"" to where I am now 18 and let me tell you something... this was not how I wanted lightning to end his career I mean Jesus was this movie awful. I would rather have watched the big bang theory on repeat for the rest of my life."
53,,"""Cars 3"": 3rd in Pixar Series Needed Some Fine Tuning","2 out of 5 stars (has some good moments, but is overall bad)"
54,2,Weak story with all the wrong plot choices,"This movie had no dimension beyond Lightning McQueen trying to win one more race only to never actually race one more race. The other characters of the original movie make scarce appearance, and we basically spend the whole movie watching Lightning McQueen get ready to race the final big race but then never actually race the big final race (because he ""passes the torch"" to this flat and uninteresting new racer car called Cruz Ramirez who is about as interesting as a 1982 Toyota Corolla)."
55,2,"Everybody saying ""this is the Cars 2 we wanted"" are wrong or lying. This movie is disappointment made form.","Okay, before I start I will say that I am a 33 year old woman who loves film, music, games, nature and technology. I am not hating on this because I don't like women characters, I am not some ""negative nobody"" as people who dislike this film have been called, who doesn't like new things. I generally see things that I do not like here. That said, here's what I have to say."
56,6,"The Weakest Pixar Film to Date,","Cars 3 is a decent movie with a reasonably well developed plot and a great voice cast. It certainly has its moments, a pleasure as always to see these lovable characters once again, particularly Lightning McQueen and Mater, who have a terrific back and forth with one another as always. There is also a very sweet, hard hitting message as we see McQueen accepting his fate and realising it is his time to pass on the torch, the final fifteen minutes certainly serves as an effective finale to the series. "
57,1,Disappointment for Cars' fan children,"My son was born in 2006, we watched first movie maybe a hundred times, and second one several times. Cars was like Star Wars for us. And 3rd movie? At the end of the movie my 11 years old son was so upset to see Mc Queen as a retiring loser car, he only said: ""I'll never talk about Mc Queen, this is the end"". Bugs Bunny does not get old, why did you have to retire Mc Queen so early? And we hate that yellow car, Cruz, it can never replace Mc Queen. Mc Queen is red, how could you turn it to blue?! This movie is a big disappointment, we'll try to forget it"
58,1,Can this movie be anymore PC?,"All i have to say, way to completely ruin the franchise and take a dump at the mcqueen's legacy. Doesn't Disney already have enough female protagonists as it is? Yes, Cars 1 did great, Cars 2 was terrible, but cars 3 is horrible. I am honestly surprised to see that the third installment has got almost same ratings as Cars 1. "
59,1,Thought we would finally see McQueen win......we never will it seems.....,"The movie starts with Lightning as a 10 year veteran in the racing world and at the top of his game. Then the racing board, for some reason, lets all these new hybrid cars force all the older racers out, except Lightning, who crashes. Months later, with no mention of his injuries or his trauma, Sally gets Lightning to go back to racing. After meeting his new boss, Lightning gets a trainer called Cruz, to help get him back in shape. But Cruz is clearly not a good trainer as she spends more time trying to get Lightning to name his tires, nap, goes overboard on the excessive age-shaming, and he ends up losing his temper."
60,5,The Vidiot Reviews...,Cars 3
61,6,"Better than reviews say it is, worse than I expected to be","First of all, let me get this out of my system: I've seen many 1-2 stars reviews out there. While I understand why those people are upset I think 1/10 is way too low. The movie isn't inherently bad, it's not a disastrous mess of burning oil like some reviewers make it to look. But it's not great either."
62,4,Easily the most disappointing Pixar film,"Yes that's right, this film is even more disappointing than the abomination that was ""Cars 2"". There are some truly atrocious creative choices made towards the end of the film which I will discuss in a moment. Let me first point out, however, that there is some good in this film. The first act does an alright job of setting up the stakes and character arcs. We are introduced to the new characters and it moves a long at a pretty fast pace. The second act, though a bit meandering and slow, explores Lightning McQueen's relationship with Doc Hudson. It was easily the most poignant part of the film and gave good closure to Doc's character, something ""Cars 2"" failed at altogether. Additionally, the animation is absolutely sublime and Randy Newman's score beautifully echoes that of the first movie. Where the film completely and utterly fails is the third act. Spoilers follow. The biggest issue with this film is Cruz Ramirez. She weighed down the movie in the first and second acts, and in the third act, renders Lightning useless. The film sets up an underdog story with Lightning's crash and subsequent recovery but never delivers this. Instead, Lightning gives up in the middle of the final race in Florida and passes the torch onto Cruz who, despite this being her first race and her only training for two weeks, magically wins. Lightning, the beloved racer from the first film, is completely cast aside for the annoying, moronic, and horrible Cruz. It's PC-pandering at its worst. Cruz is a complete Mary-Sue. She didn't have a shred of likability in the first two acts, but I could tolerate her because it was still Lightning's story. The third act feels like it was written by new-age feminists who completely miss the point of the ""Cars"" movies and don't at all understand the concept of a narrative character arc. What is most devastating is the fact that we never got to see Lightning rise up through the ranks, beat Jackson Storm, and finally become the fabulous racer we know he is. We never got to see Lightning WIN. The film leaves you totally deflated and empty; flustered and angry that Pixar, a studio that has proved again and again its deftness at storytelling and filmmaking craft, has fallen to the collectivist propaganda that is plaguing some films lately. If you were a fan of the first ""Cars"" film, a fan of Lightning McQueen or even a fan of great movies in general, please PLEASE avoid this one. You will only be let down like I was. I repeat, DON'T WATCH IT."
63,5,Underwhelming disappointment.,"Let me just say this, I am NOT a huge fan of the sentient vehicle series. Cars 1 was fine, Cars 2 was borderline terrible, Planes was boring and Planes 2 was god awful. And while this movie is better than both Planes movies and Cars 2 to some extent, it still fails on many levels. I won't spoil anything but lets just say that even though it isn't boring, it is still a lousy movie and doesn't deserve the 7.2 out of 10 IMDb has given it. It didn't improve much over Cars 2. This was simply a waste of Pixar's time and money. I would've been OK with it if it was DisneyToon making it (they're the people responsible for Planes 1 and 2) because then I would have no reason to see it. But since Pixar made it I thought it would be something of decent quality. However it fails on many levels and I would not recommend it at all. If you like the sentient vehicle movie series regardless of quality then fine, see it. But be prepared for a movie that has no saving grace other than the fact that the animation is good. The animation is what earned this movie 4 stars in my book. That's the only thing good about it."
64,1,"apart from good graphics, not much excitement here","I wanted to like this movie based on the earlier ones and took my kids... was I wrong, it was awful. The whole movie is based on the red car trying to get his mojo back because he's too old or needs work, and in the end he basically quits. And still gets called the ""winner."" I don't like to overly analyze movies or entertainment and will watch and enjoy things with any reasonable message about self-empowerment, until that entertainment tries to shove a ridiculous message at people --- defeatist. More or less inane level propaganda, and about how NOT to succeed at something at that. If you want to see a real comeback movie, and one that makes a little sense, just rent any Rocky. 1 through 7 (or whatever they are on....) There are tons of other good ones."
65,1,PC crap!,"Let me start by saying I love the Cars movie franchise, so when I first saw the trailer and the poster for this latest instalment, I was very excited."
66,1,Please don't watch the movie if you liked cars 1,In which movie does the main protagonist chickens out before the final showdown (boss fight or the race in this case) and says to his trainer that you have been training with me so you can go and win it for me.
67,1,A disgrace to the original Cars,"I am a huge cars fan, I absolutely loved the first movie, the second movie was still really good, but the first was a classic. "
68,3,oh my god,Nononononononononononononononononon nonononononononono !!!!!
69,6,Fastest,"Better than ""cars 2"" and I like how we go back to the old racing roots since the first movie and learned more about McQueen"
70,6,The Real Sequel.,"Forget Cars 2 ever happened. This is a fitful sequel to end the franchise. The story of a hot shot at the end of his career and the future that awaits him. This is all about Lightening McQueen. It's a much better story. His trainer and protégée, Cruise, made for a pretty nice touch, and pleasantly voiced by Cristina Alonzo. It's still Cars, but it's no disaster."
71,7,Why?,Could've been great but the ending ruined it. Idk why they decided it would be a good idea to have that girl race at the end.
72,8,True sequel,"After the Cars 2 spy adventure spin-off which I still liked but didn't really advance the story anywhere, Cars 3 returns to form and shows us again why we loved the original so much. Now this still doesn't quite top the original for me, as the story in that just works so perfectly but Cars 3 gets really close."
73,8,"A very unpopular opinion, I know","I have been a huge fan of the Cars franchise ever since the first movie. I was really excited to watch it, since as a kid I was very much into sports cars and racing games. So this movie, which was actually good, seemed like a dream come true for me. I really liked the sequel too (that's a review for another time) and I was really disappointed to know that other people don't like this movie. So my hopes went up when I heard the third movie is also coming."
74,4,Review from a Pixar fan,"I have been a big Pixar fan ever since the first Toy Story. I have seen almost all the Pixar movies and I can say this is their worst movie after The Good dinosaur... and unfortunately dinosaurs and cars are probably my son's favorite objects and I was just a bit disappointed they couldn't get them right. I don't have anything more to say except graphics is the usual great quality from all Pixar movies but it still hasn't kept me from falling asleep. Overall, a poor movie by Pixar 's lofty standard but if u lower your expectation you might enjoy it."
75,5,Meh. Kind of boring.,"Another movie about Lightning McQueen! I was pretty surprised Disney added yet another sequel to this series. As much as I love Disney, the ""Cars"" movies never seem to grab me. In particular, ""Cars 3"" was very predictable and quite boring. "
76,9,Why cars 3 is one of the biggest surprises in Pixar history,"Cars 3 is the real cars 2, when I heard this movie was in theaters, I was a little scared but when I went to go see it in theaters, I was surprised, it's suprisingly on par with the original but not as good as the original for one reason, this movie is not original, say I put rocky 3 and talledega nights in blender, blend them together and u basically have this movie, but that's the only problem in this surprise of an amazing movie."
77,8,The emotional comeback,"This movie is a great ending to the Cars trilogy (2006-2017). Among other themes, Cars (2006) was about respect and racing, Cars 2 (2011) about accept and espionage, and this one about pride and career. It's similar to the first one, and it's a great continuation. The story of the first one is slightly better, but the emotional part of this one is slightly better than the first one, in my opinion. The important story about racing is a lot more relatable and interesting than it was in Cars 2. When we follow the career of Lightning McQueen and his past and the potential future, it gets very special and personal, because that's what the Cars universe is all about. The feelings truly hit me several times, especially when McQueen crashed, when he found out how much he meant to Doc Hudson, and when he realized his career was over. This movie did really hold on to the common thread from start to finish, and is emotionally the best movie in the trilogy."
78,2,Recycling with a new PC twist,"Forget race-o-rama, the time for femme-o-rama."
79,7,More cars,"So another cars movie. It's almost funny, that one of the weaker Pixar movies got as many sequels as Toy Story got (one of their best series). Now as I said in the Cars review, just because this is inferior to the other Pixar movies does not make it bad. And you can also say, just because this is predictable (an adult but I would reckon many ""older"" kids can see where this is heading, no pun intended), does not make it bad."
80,3,The Death of Lightning McQueen and Radiator Springs.,"So, I have always been a huge fan of Cars and it's franchise. I was 9 years old when the first movie came out and as a kid I became obsessed with the movie. At the age of 20, I can say that I still love the original movie as much as I did when I first saw it in theaters all those years ago. "
81,3,"Boring, meandering plot","This moving was really boring. The plot was slow and there was no action. There were several particularly slow scenes. Even my kid got bored and we left the theater early. Turns out I forgot my keys, so we had to go back in. My kid changed her mind and we watched until the end and it still sucked. What a letdown. She has no interest in cars anymore. I guess it's more Paw Patrol and Doc McStuffins for us."
