,Rating,Review,Sentiment
30,9.0,"Man, I cannot believe Pixar. I felt they were going to start to slip when they released The Incredibles and I thought it was just another superhero movie, when it turned out to be an exploration of discovering your identity and knowing who you are and what you can do. Then I thought Cars looked kind of uninteresting and reviews that called it derivative didn't help. However, though this movie may be a bit derivative, it still is a huge helping of Pixar heart.",1
31,10.0,"With as many phenomenal films on their resume as Pixar has, it is hard to believe that they can keep up the level of quality one film after another, and if you are waiting to see what will be the film that will be the first stumble from them, keep waiting because Cars is not it. Just when you think they must be running out of ideas by now, they come out with something like this and it blows me away every time. I watched Cars having never heard anything about it beyond the not very informative billboards that are plastered all over Los Angeles. ",0
32,8.0,"Let me just start by saying that CARS to me was wonderful but I did enjoy FINDING NEMO better. I have yet to watch THE INCREDIBLES (I'm slow sometimes) so I can't really compare this one to that one. Lightning McQueen is a racing car. During one of these races there is a three way tie. The officials decide that Lightning and the other two cars involved (Chick Hicks and The King) will battle it out in a race in California. Los Angeles to be precise. Mack, the truck who is bringing him to Cali, dozes off while moving along while Lightning is asleep in the trailer. That's when four street cars (think THE FAST AND THE FURIOUS) sneak up and have some fun with Mack. This fun causes him to go over in the lane with all the grates in the road to wake you up and let you know what's going on. The bumps cause something to fall off a shelf in the trailer and hit a lever that makes the door open. Lightning rolls out (still asleep) into the middle of the highway. From there on, he rolls his way (or should I say ""Speeds""?) into RADIATOR SPRINGS, a town on the outskirts of a major interstate that everyone seems to have forgotten. Everyone except the few cars that still live there and call it home. Anyway, I will stop right there before I give away the whole movie. This movie boasts awe aspiring, lush animation that can only be done by Pixar. But, like I said, I liked FINDING NEMO better. That's not to say don't watch this movie because it sure is a delight.",1
33,9.0,"I went to the premier of ""Cars"" last night at the Lowe's Motor Speedway in Concorde and was delighted to find that the hours of traffic were worth it. ",0
34,8.0,"For the first half hour or so of the movie, all I could think to myself was, ""Damn, Pixar might be in trouble here."" For some reason, I just could not get into it at the beginning. The whole thing with having cars as characters just didn't sit well with me, the story wasn't engaging and I couldn't shake the feeling like Pixar had finally dropped the ball with this one. The streak had gone long enough and Pixar had struck out after a long line of animated classics.",0
35,9.0,"A friend told me he saw ""Cars"" and the references to NASCAR escaped him since he's not a fan.Still,he said he enjoyed it due to the great animation and story.I'm happy to say so did we. Even though the theater was uncomfortable, soon the movie grew on me and when Mater made his appearance,I was ""hooked"". The voice talents really made this a stand-out,in my opinion.Larry the Cable Guy (Mater)and Paul Newman (Doc Hudson) were my favorites.I don't know if it was intentional when Doc Hudson asked Lightning McQueen: ""When is the last time you cared about anything other than yourself?"" In case you don't know about Paul Newman, he is a caring and supremely generous man, and the founder of ""Newman's Own"" a successful line of food products that has earned in excess of $100 million, every penny of which he has donated to charity. Finally,the message about taking the scenic route made this a memorable experience.",1
36,9.0,"The plot of this movie is a lot like Doc Hollywood starring Michael J. Fox. A ""Big City"" hotshot on his way to LA finds himself stuck in a small hick town and endures a miserable week of volunteer work all the while falling in love with the town's comfortable feeling and quirky but genuine inhabitants. How can anyone not love this film? From the hilarious and laid back Owen Wilson to the gritty and serious Paul Newman, this film is full of strong characters including the smaller roles (Michael Keaton!). It's funny, charming and heartfelt and full of great tunes as well. Just the opening sequence alone will have you tapping your feet to Sheryl Crow and the end may bring tears when you hear Brad Paisley. My husband and i are in our 30s and we adore this film. Always crack up when I hear the line ""Im in Hillbilly Hell! My IQ is dropping by the second!""",1
37,9.0,"A classic childhood film, not loved by many as much as other Pixar classics for reasons I am still yet to undestand. This film is brilliant, I am just as nostalgic for this as I am Toy Story or even UP, though I do prefer those two, but only by a small way. Cars was great, why they made the below average Cars 2&3 I don't know.",1
38,10.0,"Pixar has the difficult obligation of bettering itself with each subsequent movie in order to please their fans. With instant classics in Toy Story, Finding Nemo, and The Incredibles, the Pixar standards are set high. I wondered how Pixar could take the concept of talking cars into an entertaining film and original story and characters, especially considering the studio's standards.",1
39,10.0,"You really can't grasp the full story until you've visited Historic Rt. 66! The authenticity of the scenery, the stores, the cars, the subtleties, everything, is awesome. You'll really get a kick out of this movie if do get your kicks on Rt. 66! Lots of fun! I highly recommend it. After watching it for the 4th time, it's gone to the of my favorite movie list!",1
40,9.0,"The latest Disney/Pixar epic, ""Cars"" is yet another brilliant work. The story takes place in a world populated completely by living motorized vehicles. The main character is Lightning McQueen (voiced by Owen Wilson), a rookie race car with dreams of winning the Piston Cup. When he is on his way to the big race in California, he gets sidetracked in a little town called Radiator Springs, along Route 66. The story is filled with colorful characters, from Mater, a rusty good ol' boy tow truck voiced by Larry the Cable Guy, to Doc Hudson, the town judge/mechanic, and former Piston Cup champion, voiced by Paul Newman. Pixar once again makes clever casting choices, including several personalities from the world of stock car racing: Darrell Waltrip, Mario Andretti and Dale Earnhardt, Jr. Racing legend Richard Petty voices ""The King,"" Strip Weathers. Even Paul Newman is a racing enthusiast! The imagery is as breathtaking as always, from the shapes in the desert around Radiator Springs, to the dizzying, exciting action shots at the race sequences. Score another victory for Disney and Pixar!",1
41,10.0,A great movie from 2006 this is when we met Lightning Mcqueen one of my favorite characters from the cars franchise and Mater one of Lightning Mcqueen's best friends despite the fact that he became a superficial character in the sequel.,1
42,6.0,"In a world inhabited by locomotion machines and cars, the little abandoned town of Radiator Spring languishes until it receives the visit of a posh race car, Lightning McQueen. His stop and meeting of the old- style cars living there will change his perspective on life and on what he wants to achieve.",1
43,,"Steve Jobs, we're gonna miss you in the movie creation business.",0
44,9.0,"I can't believe the negative comments about this movie. I agree that the story is a little familiar, but the humor for adults in this is so wonderful--it's a pleasure to watch and try and catch all of the sly references (and not just pop culture things) and wonderful visual images. **POSSIBLE SPOILERS**I was amazed with the desert scenes and all of the buttes and mountains shown as car hoods and fenders, the old hotel entrance in a wheel. I loved how Ramone had a new paint job every time he came on scene. I loved Luigi's Ferrari mania and when Michael Schumacher came in at the end...perfect humor. And I haven't laughed so hard in a movie in a long time as I did in the ""tractor tipping"" scene. And if you are a fan of movie soundtracks, do yourself a favor and buy this one........",1
45,7.0,"As pretty much noted by everyone who has seen it, Cars is visually stunning but unable to live up to the narrative standards set by previous Pixar big hitters. But mid tier Pixar is still better than most other animation offerings from other stables. Plot simply finds arrogant race car Lightning McQueen (Owen Wilson) about to hit super star status, only to suffer a highway crash that leaves him stranded in a ghost town called Radiator Springs. A once thriving town, Radiator Springs is now only home to the loyal locals and very much a product of an era long since gone. Forced to stay due to community service, Lightning is desperate to leave the place he calls ""Hillbilly Hell"", but as he comes to know the people of the town he comes to find a new perspective on things.",1
46,7.0,"Don't get me wrong, Cars is a good movie, it's just that it isn't a great one. Personally I do think it is my least favourite Pixar movie, but there was still a lot I enjoyed. So what were its problems? Well, firstly I felt the narrative was a little too slack and sedate particularly in the middle act. Secondly, while there were some nice jokes, some didn't quite work and the script had its weak spots, could've done with more sophistication. Thirdly, the film's message is a little muddled.",0
47,,"'Cars' blew me away with it's fun-feel. I've always liked Pizar's animation and 'Cars' doesn't disappoint one bit. The animation is stunning and the colourful characters are very cute, vivacious and extremely lovable. Even the setting is spectacular. The story, though not exactly 'new' (but has a slightly expected ending), is very heartwarming and makes me smile. 'Got to give Lasseter credit for telling the story and adding the subtle humour. The voice actor features talents like Bonnie Hunt (great to see, I mean hear her after a long time), Paul Newman, Owen Wilson among many others and have been suitably 'cast'.",1
48,9.0,"A delightful animated romp made by Pixar and Disney. It is filled with talented voice performances by Owen Wilson and Paul Newman. A little slow to start, Lightning finds himself in a three-way tie with two other racers to win the coveted Piston Cup. After a comical tragedy leaving Lightning in a small town on route 66 he begins an emotional odyssey. He finds help from the locals in his search for true happiness.",1
49,7.0,"After the eco-friendly murmurisms of Over The Hedge, the genius behind Toy Story offers up a fable about a world dominated by cars. Those noisy little things that, along with TV and fast food, stopped everyone from walking. The visuals are fab, the jokes somewhat drab but the racing is top notch pixar. Even when they aren't quite on form, it is hard to fault what they do best.",1
50,8.0,"Without giving away any of the story, here's my take. I attended the premiere of CARS at LMS on Friday, May 26. True to Disney form, the premiere itself was spectacular. Four giant screens, live entertainment,lots of fireworks, great inclusion of military personnel, and as good of a red carpet as you can do with chain link fenced areas... This movie rates right in the middle of Pixar releases for me. I place it above Monsters Inc, A Bug's Life and Toy Story 2, but not as good as the ""original"", the best ever, Toy Story, and The Incredibles. Everything just looks so real in this movie. The dust stirred up when Lightning drives off, the scenery around Route 66 (well, maybe not those mountains that look like the fins of old cars). Even the shine on the clean cars looks so real. As an adult, I enjoyed the story line. I can't tell you how the kids would like it, as by the time the movie finally started, my kids were asleep. As always, don't leave your seat until all of the credits roll. Sometimes they are some of the funniest clips in the movie! You'll love them this time, as they tie back to prior Pixar movies, in a car sort of way. This is definitely a movie we'll add to the DVD collection. I really hope this movie does well since it's the first release since Disney bought Pixar. Don't go in looking for the action or adult humor of The Incredibles. If you do you'll be disappointed. Just go in looking for the ""Disney always has a good moral behind its animated movies"" type of movie and you will really enjoy it. Paul Newman and Larry the Cable Guy really have the best characters in the movie. And while John Ratzenberger's character doesn't have a lot of screen time, I really enjoyed him! I'll be going back to see it when it releases in theaters so I can get a better feel for the sound, as it wasn't the best in an outdoor setting. In my opinion, it easily beats the other animated movies released over the past year or so.",1
51,9.0,"I was able to attend a premiere showing of this movie in North Carolina and was amazed again at how much more a movie can be than just ""animation."" This film focuses on a changed reality, a world where cars are the only life form and so we must suspend our own reality to enjoy this film. In the same flavor as the first Pixar films, we quickly accept a world where everything is a motorized vehicle that lives and acts like we do in our own world. The cars have experiences in life, desires that drive (sorry for that) them, and misunderstandings that are taken advantage of.",1
52,9.0,An allegorical homage to early 1960's television,0
53,8.0,"They's taken us - happily - into the realm of toys, bugs, monsters, fish, and superheroes, those masterful storytellers and technical wizards at Pixar Animation Studios (""The Incredibles,"" ""A Bug's Life,"" ""Finding Nemo,"" ""Monsters, Inc.""), and Academy Award-winning director John Lasseter (""Toy Story,"" ""Toy Story 2,"" ""A Bug's Life"").",1
54,8.0,"Cars, like Toy Story, or A Bug's Life, or Finding Nemo, is just basically an Oscar winner. The animation is perfect (perfect to the little nibbles of dust). The story is classic and flawless. The emotions are definitely there. The Colors are oh-so-Techni! Owen Wilson is great as Lightning's voice artist (I recognized his familiar voice, not consciously knowing that it was him, although I think I did see his name somewhere before). There's a moral in the story. There are emotional moments. Funny moments. Romantic moments. Thrilling moments.",1
55,10.0,"Cars was a perfect way to celebrate Pixar's 20th Anniversary with great songs from Crush 40 especially Open Your Heart from Sonic Adventure those of my thoughts. Characters learn to appreciate one another's differences. Themes include humility and integrity. Some racial/ethnic stereotypes. Lightning learns the importance of appreciating the differences in everyone. The World of Cars was a fantastic idea especially when it's talking cars. Mater famous catchphrases Dad Gum, That's Funny Right There.",1
56,9.0,"Caught the world premiere at Lowe's Motor Speedway in Charlotte-- we're not race fans ourselves by any means, but you really don't have to be to get on the road with this one. We were privvy to a couple inside jokes, living amongst the racing atmosphere that IS Charlotte, but even if we hadn't gotten that extra little chuckle, there's definitely plenty to find. Not just for kids. Kids will like the cute characters, and bright colors, adults will like it simply because it's just plain entertaining without having to dumb down to appeal to kids. You'll find yourself wanting to find the next twisty backroad to get to your next destination. Watch for all kids of cameo's, and it's too bad IMDb doesn't include a picture of the animated character as well-- it's not always easy to remember what the names are once you get home. Owen's good, Newman is classic, if a little flat (I applaud him for just plain staying active and leaving his house!), but it's really Larry the Cable Guy's movie-- newfound appreciation for that one-- and ""tow-mater"" is a multi-layered pun. Not only on the fact that he's a tow truck, but also his ""they call me tater salad"" bit-- Overall, highly entertaining, just try not to speed too much on the way home....",1
57,9.0,"I am not usually attracted to animation features (the last one I saw was Toy Story) but Cars had so much pre-publicity in my car magazines - Road & Track, Automobile - one article even dealt with getting Porsche's approval for Bonny Hunt's ""character"", well, I had to see it.",1
58,7.0,"The only problem with setting the bar so high is that then you are expected to always perform at that level. Pixar set the bar so high with some of its masterpieces that whenever they come out with an above-average animated film, its still ""disappointing"" because it's compared to its other brilliant creations. The Incredibles suffers from this, and so does Cars. But, just like The Incredibles, Cars is a superb tour-de-force that should entertain the entire family. From the beginning fun-filled race to the great ending, Cars is a technical achievement, visually appealing, and also contains a great message, one that does not seem forced unlike other animated movies. As a matter of fact, this is perhaps the best animated movie since Finding Nemo three years ago.",1
59,9.0,You know never in my wildest dreams would I see a company or a specific group of people shell such high quality entertainment in all my life. I have thought about long and hard and couldn't come up with a single reason not to love these movies. I think with each movie Pixar creates the greater the story tellers they become.,1
60,,"Absolutely wonderful animated feature that is arguably the finest of its type. In a world of human-like automobiles, one is at the threshold of super-stardom via his amazing racing skills. However he is brash, selfish and ignorant of others around him. It takes a crazed twist of fate to forever change him as he gets stuck in a small town just off the interstate and is forced to repair a street after unwittingly tearing it up. There he learns that sometimes the best thing to do is to slow down and enjoy the show that is life as he meets others who have been demoralized due to technologies and innovations that have all but killed their sleepy little community. ""Cars"" is a deep-thinking analytical glimpse into the losses that many have experienced due to gains by the world. Small-town values of love, friendship, sacrifice, caring for others and putting the well-being of a group above the well-being of one's self are the major elements found within. There are life lessons here aplenty that are not only valid for the youngest of age groups, but also for the most bitter and disenchanted of adults. Amazingly dominant due to its animation, its great voice characterizations (led most notably by Owen Wilson and Paul Newman) and most importantly its second-to-none script. 5 stars out of 5.",1
61,9.0,"There are always some small ideas to surprise you, and there are always plots to make you move. I love Pixar! I love Pixar! ! I love Pixar! ! !",1
62,9.0,"Pixar has taken lighting, simulation and rendering to a new level. The neon, the chrome, the sunlight, the nighttime highway - the realism is amazing and stunning. The cars somehow look anthropomorphic AND realistic. You really wonder how they can ever trump this. Then again, there is the translucent bleu cheese in the the Ratetoui trailer...",1
63,6.0,"Well I think that CARS was OK ,but very, very, very slow paced. Although some of it was good, some was not. The part where Lightning McQueen visited the city of Radiator Springs was good. Seeing a little town full of talking cars was fun. The movie was sort of interesting and was sort of boring. The boring part of the movie was in the beginning when Lightning McQueen was in the race and talking to the other race cars and when he got lost on the way to the final race. But I think all sorts of children will like it. However I do think this because as I was in the movie theater,in my seat the movie was starting and heard a few little kids yelling out saying:awesome or cool or just plain yelling. The movie was A-OK! And I would recommend the movie for youngsters and everyone over five years of age. I was very happy to watch the movie. and I would be even happy to buy the movie when it comes out on DVD.",0
64,10.0,"This movie was better than I expected. It had heart, and had some great lessons about learning to put others ahead of yourself and to think of others instead of being obsessed with getting attention for yourself. Not Disney's finest, but certainly a winner for me. The music was good as well, Sheryl Crow's ""Real Gone"" and Rascal Flatts ""Life is a Highway"" set the mood for the film perfectly. I'm a fan of country music anyway, and of Rascal Flatts. I loved this two songs. I can't wait for this film to come out on DVD, so I can watch it endlessly. This ranks among my favorites for Disney/Pixar's films: 1. Cars, 2. Finding Nemo, 3. Toy Story 2, 4. Toy Story. All of these are excellent in animation and story. I even cried at parts of the story, especially when McQueen pushed The King to the finish line, and when Mater and McQueen were developing their close friendship. Also, when McQueen found out that being cared for (in more than just publicity) and caring about others was great. That really was what stood out to me. Great job, Disney and Pixar!",1
65,10.0,it is a great movie you will enjoy this colorful movie it is a laugh out loud movie i never saw a movie like this before it is incredible outstanding you will like it a lot Cars is a great and colorful movie if you are a fan of Disney and Pixar this is your kind of movie it is outstanding you will fall in love with this miracle of a movie i never saw a movie like this before you got to see this movie before you see the sequel called Cars 2 they are both good movie you will like them both it is out of this world awesome you got to see this masterpiece of a movie go buy or rent this movie today it is unbelievable you will stand up and cheer when it is over that is how good this movie really good it is sweet i like it a lot ands so will you i know you will like it i promise you will like this wonderful movie it is great i never saw a movie that has been this good before you just have to go see Cars now it is nothing that i thought it would be have a great day it is a great movie it is a masterpiece of a movie,1
66,10.0,"This movie was MY CHILDHOOD. I still adore it to this day. The soundtrack is phenomenal. The visuals are amazing. The story of how a cocky race car learns how to slow down and enjoy life is adorable. It's also HILARIOUS and riddled with adult jokes. How ""he did what in his cup?"" got past the censors is beyond me.",1
67,9.0,"As far as pure devil may care humor goes, Over The Hedge is probably funnier, but Cars has good humor, but also touches the heart without being manipulative. The humor is obviously generated mostly by Tow Mater the Tow Truck whose voice is provided by Larry The Cable Guy. And the moral of the story is provided by the relationship of Speed Mcqueen the racer whose voice is Owen Wilson, and Doc Hudson whose voice is provided by Paul Newman. The moral can be summed up by the poet that wrote, ""No man is an island unto himself"". Rarely are our accomplishments the result of what we do alone - most successful people on sports, arts or business have people in the background doing a lot of support work.",1
68,9.0,"The first half of 2006 has been a very lackluster year at the movies. There hasn't been too many big hits this year. So far, ""The DaVinci Code,"" although it broke the $100 million mark, was a confusing mess, and I found that when I read the book to prepare for the movie, the book moved even faster than the movie itself.",0
69,10.0,This movie is the very first movie that I have seen in a movie theater when I was four. I love this movie sooooo much and it is definitely my favorite animated movie of all time. Everything about it is just great.,1
70,10.0,"Cars has to be the most funniest and best made Pixar film to date! I went to see this movie yesterday, and it was hilarious! It was funny all the way through, the characters are funny, the jokes they make are a total hoot. I could not stop laughing for just one second without something else extremely funny happening in the film. This film is great! It's awesome!! There's hardly anything that is not funny in it. I'm telling you go see this movie, it's worth seeing and worth watching. Kids are not the only one's who will find this funny, grownups will too. So, when you have nothing to do, go to your local movie theater and go see this movie, I seriously doubt that you will NOT enjoy it.",1
71,9.0,I had the privilege of watching this movie AT the drive-in about 20 minutes from my home. (Yes there are still a few of them left)My wife and two kids watched every minute of this movie and loved it! The casting was perfect and the quality was super. As with most Disney/Pixar productions we forgot almost instantly that cars don't really talk. There were even some adult level jokes sprinkled in as is typical with Pixar. I was truly moved by the serious message that the movie sends about the need in our society to get where we are going in a hurry and thereby missing the truly great things in life. I would love to see this one again and again...Which I will probably be forced to once it's out on video!,1
72,9.0,"...DON'T believe them. CARS is as good as anything Pixar has produced. It's a big, bright, fun, very American movie.",1
73,9.0,"the theatre was filled mostly with small boys, jumping up and down trying to claim the 'best' seat until the film started. when it did, the small boys sat quite still eyes glued to the screen and jaws probably gaping. i'm guessing at that - my jaw was gaping anyway. the animation is 'right there' - you might not get the smell of the 'greasepit' but you do get the roar of the crowd. i had heard a reviewer say it had been a stretch to believe the cars as characters - not if you buy into it. it is entertainment, car culture, scenery reminiscent of Bugs Bunny and Roadrunner, action of all sorts, visual and verbal puns, and if you're not a race car fanatic, it is still really clever yet it has a loving touch. the small Pixar movie at the beginning is a treat as always. pay attention to the whole movie then sit through the end credits - the very end is worth it. there is a long-ish bit in the middle, perfect for a bathroom break, but boring to sit through and could have been shortened - otherwise, an excellent story and up to the Pixar standard (vroom-vroom!).",1
74,10.0,"I know how they do this, and I still can't believe they did it.",1
